taxon_id,source_id,scientific_name,genus,subgenus,species,subspecies,authority_name,authority_year,itis_number,common_name
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor,Coluber,,constrictor,,Linnaeus,1758,,North American Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor anthicus,Coluber,,constrictor,anthicus,Cope,1862,,Buttermilk Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor constrictor,Coluber,,constrictor,constrictor,Linnaeus,1758,,Northern Black Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor etheridgei,Coluber,,constrictor,etheridgei,Wilson,1970,,Tan Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor flaviventris,Coluber,,constrictor,flaviventris,Say,1823,,Eastern Yellow-bellied Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor foxii,Coluber,,constrictor,foxii,Baird and Girard,1853,,Blue Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor helvigularis,Coluber,,constrictor,helvigularis,Auffenberg,1955,,Brown-chinned Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor latrunculus,Coluber,,constrictor,latrunculus,Wilson,1970,,Black-masked Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor mormon,Coluber,,constrictor,mormon,Baird and Girard,1852,,Western Yellow-bellied Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor oaxaca,Coluber,,constrictor,oaxaca,Jan,1863,,Mexican Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor paludicola,Coluber,,constrictor,paludicola,Auffenberg and Babbitt,1953,,Everglades Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber constrictor priapus,Coluber,,constrictor,priapus,Dunn and Wood,1939,,Southern Black Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber flagellum,Coluber,,flagellum,,Shaw,1802,,Coachwhip
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber flagellum cingulum,Coluber,,flagellum,cingulum,Lowe and Woodin,1954,,Sonoran Coachwhip
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber flagellum flagellum,Coluber,,flagellum,flagellum,Shaw,1802,,Eastern Coachwhip
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber flagellum lineatulus,Coluber,,flagellum,lineatulus,Smith,1941,,Lined Coachwhip
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber flagellum piceus,Coluber,,flagellum,piceus,Cope,1892,,Red Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber flagellum ruddocki,Coluber,,flagellum,ruddocki,Brattstrom and Warren,1953,,San Joaquin Coachwhip
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber flagellum testaceus,Coluber,,flagellum,testaceus,Say,1823,,Western Coachwhip
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber fuliginosus,Coluber,,fuliginosus,,Cope,1895,,Baja California Coachwhip
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber lateralis,Coluber,,lateralis,,Hallowell,1853,,Striped Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber lateralis euryxanthus,Coluber,,lateralis,euryxanthus,Riemer,1954,,Alameda Striped Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber lateralis lateralis,Coluber,,lateralis,lateralis,Hallowell,1853,,California Striped Racer
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber schotti,Coluber,,schotti,,Baird and Girard,1853,,Schott's Whipsnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber schotti ruthveni,Coluber,,schotti,ruthveni,Ortenburger,1923,,Ruthven's Whipsnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber schotti schotti,Coluber,,schotti,schotti,Baird and Girard,1853,,Schott's Whipsnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber taeniatus,Coluber,,taeniatus,,Hallowell,1852,,Striped Whipsnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber taeniatus girardi,Coluber,,taeniatus,girardi,Stejneger and Barbour,1917,,Central Texas Whipsnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coluber taeniatus taeniatus,Coluber,,taeniatus,taeniatus,Hallowell,1852,,Desert Striped Whipsnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coniophanes imperialis,Coniophanes,,imperialis,,Baird and Girard,1859,,Regal Black-striped Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Coniophanes imperialis imperialis,Coniophanes,,imperialis,imperialis,Baird and Girard,1859,,Tamaulipan Black-striped
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Contia tenuis,Contia,,tenuis,,Baird and Girard,1852,,Sharp-tailed Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Cophosaurus texanus,Cophosaurus,,texanus,,Troschel,1852,,Greater Earless Lizard
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Cophosaurus texanus scitulus,Cophosaurus,,texanus,scitulus,Peters,1951,,Chihuahuan Greater Earless Lizard
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Cophosaurus texanus texanus,Cophosaurus,,texanus,texanus,Troschel,1852,,Texas Greater Earless Lizard
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Craugastor augusti,Craugastor,,augusti,,Dugis,1879,,Barking Frog
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Craugastor augusti cactorum,Craugastor,,augusti,cactorum,Taylor,1939,,Western Barking Frog
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Craugastor augusti latrans,Craugastor,,augusti,latrans,Cope,1880,,Balcones Barking Frog
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crocodylus acutus,Crocodylus,,acutus,,Cuvier,1807,,American Crocodile
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus adamanteus,Crotalus,,adamanteus,,Palisot de Beauvois,1799,,Eastern Diamond-backed
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus atrox,Crotalus,,atrox,,Baird and Girard,1853,,Western Diamond-backed Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus cerastes,Crotalus,,cerastes,,Hallowell,1854,,Sidewinder
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus cerastes cerastes,Crotalus,,cerastes,cerastes,Hallowell,1854,,Mohave Desert Sidewinder
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus cerastes cercobombus,Crotalus,,cerastes,cercobombus,Savage and Cliff,1953,,Sonoran Sidewinder
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus cerastes laterorepens,Crotalus,,cerastes,laterorepens,Klauber,1944,,Colorado Desert Sidewinder
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus cerberus,Crotalus,,cerberus,,Coues,1875,,Arizona Black Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus horridus,Crotalus,,horridus,,Linnaeus,1758,,Timber Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus lepidus,Crotalus,,lepidus,,Kennicott,1861,,Rock Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus lepidus klauberi,Crotalus,,lepidus,klauberi,Gloyd,1936,,Banded Rock Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus lepidus lepidus,Crotalus,,lepidus,lepidus,Kennicott,1861,,Mottled Rock Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus mitchellii,Crotalus,,mitchellii,,Cope,1861,,Speckled Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus mitchellii pyrrhus,Crotalus,,mitchellii,pyrrhus,Cope,1867,,Southwestern Speckled Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus molossus,Crotalus,,molossus,,Baird and Girard,1853,,Black-tailed Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus molossus molossus,Crotalus,,molossus,molossus,Baird and Girard,1853,,Northern Black-tailed
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus oreganus,Crotalus,,oreganus,,Holbrook,1840,,Western Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus oreganus abyssus,Crotalus,,oreganus,abyssus,Klauber,1930,,Grand Canyon Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus oreganus concolor,Crotalus,,oreganus,concolor,Woodbury,1929,,Midget Faded Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus oreganus helleri,Crotalus,,oreganus,helleri,Meek,1905,,Southern Pacific Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus oreganus lutosus,Crotalus,,oreganus,lutosus,Klauber,1930,,Great Basin Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus oreganus oreganus,Crotalus,,oreganus,oreganus,Holbrook,1840,,Northern Pacific Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus pricei,Crotalus,,pricei,,Van Denburgh,1895,,Twin-spotted Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus pricei pricei,Crotalus,,pricei,pricei,Van Denburgh,1895,,Western Twin-spotted Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus ruber,Crotalus,,ruber,,Cope,1892,,Red Diamond Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus scutulatus,Crotalus,,scutulatus,,Kennicott,1861,,Mohave Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus scutulatus scutulatus,Crotalus,,scutulatus,scutulatus,Kennicott,1861,,Northern Mohave Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus stephensi,Crotalus,,stephensi,,Klauber,1930,,Panamint Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus tigris,Crotalus,,tigris,,Kennicott,1859,,Tiger Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus viridis,Crotalus,,viridis,,Rafinesque,1818,,Prairie Rattlesnake
herps,,Crotalus viridis viridis,Crotalus,,viridis,viridis,,,,Prairie Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus willardi,Crotalus,,willardi,,Meek,1905,,Ridge-nosed Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus willardi obscurus,Crotalus,,willardi,obscurus,Harris and Simmons,1976,,New Mexico Ridge-
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotalus willardi willardi,Crotalus,,willardi,willardi,Meek,1905,,Arizona Ridge-nosed Rattlesnake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotaphytus bicinctores,Crotaphytus,,bicinctores,,Smith and Tanner,1972,,Great Basin Collared Lizard
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotaphytus collaris,Crotaphytus,,collaris,,Say,1823,,Eastern Collared Lizard
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotaphytus nebrius,Crotaphytus,,nebrius,,Axtell and Montanucci,1977,,Sonoran Collared Lizard
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotaphytus reticulatus,Crotaphytus,,reticulatus,,Baird,1859,,Reticulate Collared Lizard
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Crotaphytus vestigium,Crotaphytus,,vestigium,,Smith and Tanner,1972,,Baja California Collared Lizard
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Cryptoblepharus poecilopleurus,Cryptoblepharus,,poecilopleurus,,Wiegmann,1834,,Pacific Snake-eyed Skink
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Cryptobranchus alleganiensis,Cryptobranchus,,alleganiensis,,Daudin,1803,,Hellbender
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Cryptobranchus alleganiensis alleganiensis,Cryptobranchus,,alleganiensis,alleganiensis,Daudin,1803,,Eastern Hellbender
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Cryptobranchus alleganiensis bishopi,Cryptobranchus,,alleganiensis,bishopi,Grobman,1943,,Ozark Hellbender
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Ctenosaura pectinata,Ctenosaura,,pectinata,,Wiegmann,1834,,Mexican Spiny-tailed Iguana
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Ctenosaura similis,Ctenosaura,,similis,,Gray,1831,,Gray's Spiny-tailed Iguana
herps,http://www.mendeley.com/c/5682760304/g/2058663/fritz-2007-checklist-of-chelonians-of-the-world/,Cuora sp.,Cuora,,sp.,,Gray,1856,Asian Box Turtles,
herps,http://www.mendeley.com/c/5682760304/g/2058663/fritz-2007-checklist-of-chelonians-of-the-world/,Cuora trifasciata,Cuora,,trifasciata,,Bell,1825,Chinese Three-striped Box Turtle,
herps,http://www.mendeley.com/c/5682539804/g/2058663/schwartz-1991-amphibians-and-reptiles-of-the-west-indies-descriptions-distributions-and-natural-history/,Cyclura cornuta stejnegeri,Cyclura,,cornuta,stejnegeri,Barbour and Noble,1916,Mona Ground Iguana,
herps,http://www.mendeley.com/c/5682539804/g/2058663/schwartz-1991-amphibians-and-reptiles-of-the-west-indies-descriptions-distributions-and-natural-history/,Cyclura nubila nubila,Cyclura,,nubila,nubila,Gray,1831,Cuban Rock Iguana,
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Cyrtopodion scabrum,Cyrtopodion,,scabrum,,Heyden,1827,,Rough-tailed Gecko
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Deirochelys reticularia,Deirochelys,,reticularia,,Latreille,1801,,Chicken Turtle
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Deirochelys reticularia chrysea,Deirochelys,,reticularia,chrysea,Schwartz,1956,,Florida Chicken Turtle
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Deirochelys reticularia miaria,Deirochelys,,reticularia,miaria,Schwartz,1956,,Western Chicken Turtle
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Deirochelys reticularia reticularia,Deirochelys,,reticularia,reticularia,Latreille,1801,,Eastern Chicken Turtle
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Dendrobates auratus,Dendrobates,,auratus,,Girard,1855,,Green-and-black Poison Dart Frog
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Dermochelys coriacea,Dermochelys,,coriacea,,Vandelli,1761,,Leatherback Sea Turtle
herps,,Desmognathurs fuscus,Desmognathurs,,fuscus,,,,,Northern dusky salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus abditus,Desmognathus,,abditus,,Anderson and Tilley,2003,,Cumberland Dusky Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus aeneus,Desmognathus,,aeneus,,Brown and Bishop,1947,,Seepage Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus apalachicolae,Desmognathus,,apalachicolae,,Means and Karlin,1989,,Apalachicola Dusky
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus auriculatus,Desmognathus,,auriculatus,,Holbrook,1838,,Southern Dusky Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus brimleyorum,Desmognathus,,brimleyorum,,Stejneger,1895,,Ouachita Dusky Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus carolinensis,Desmognathus,,carolinensis,,Dunn,1916,,Carolina Mountain Dusky Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus conanti,Desmognathus,,conanti,,Rossman,1958,,Spotted Dusky Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus folkertsi,Desmognathus,,folkertsi,,Camp; Tilley; Austin and Marshall,2002,,Dwarf Black-
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus fuscus,Desmognathus,,fuscus,,Rafinesque,1820,,Northern Dusky Salamander
herps,,Desmognathus fuscus complex,Desmognathus,,fuscus complex,,,,,
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus imitator,Desmognathus,,imitator,,Dunn,1927,,Imitator Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus marmoratus,Desmognathus,,marmoratus,,Moore,1899,,Shovel-nosed Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus monticola,Desmognathus,,monticola,,Dunn,1916,,Seal Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus ochrophaeus,Desmognathus,,ochrophaeus,,Cope,1859,,Allegheny Mountain Dusky Salamander
herps,,Desmognathus ochrophaeus complex,Desmognathus,,ochrophaeus complex,,,,,
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus ocoee,Desmognathus,,ocoee,,Nicholls,1949,,Ocoee Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus orestes,Desmognathus,,orestes,,Tilley and Mahoney,1996,,Blue Ridge Dusky Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus quadramaculatus,Desmognathus,,quadramaculatus,,Holbrook,1840,,Black-bellied Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus santeetlah,Desmognathus,,santeetlah,,Tilley,1981,,Santeetlah Dusky Salamander
herps,,Desmognathus sp.,Desmognathus,,sp.,,,,,
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus welteri,Desmognathus,,welteri,,Barbour,1950,,Black Mountain Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Desmognathus wrighti,Desmognathus,,wrighti,,King,1936,,Pygmy Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus,Diadophis,,punctatus,,Linnaeus,1766,,Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus acricus,Diadophis,,punctatus,acricus,Paulson,1968,,Key Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus amabilis,Diadophis,,punctatus,amabilis,Baird and Girard,1853,,Pacific Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus arnyi,Diadophis,,punctatus,arnyi,Kennicott,1859,,Prairie Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus edwardsii,Diadophis,,punctatus,edwardsii,Merrem,1820,,Northern Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus modestus,Diadophis,,punctatus,modestus,Bocourt,1886,,San Bernardino Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus occidentalis,Diadophis,,punctatus,occidentalis,Blanchard,1923,,Northwestern Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus pulchellus,Diadophis,,punctatus,pulchellus,Baird and Girard,1853,,Coral-bellied Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus punctatus,Diadophis,,punctatus,punctatus,Linnaeus,1766,,Southern Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus regalis,Diadophis,,punctatus,regalis,Baird and Girard,1853,,Regal Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus similis,Diadophis,,punctatus,similis,Blanchard,1923,,San Diego Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus stictogenys,Diadophis,,punctatus,stictogenys,Cope,1860,,Mississippi Ring-necked Snake
herps,,Diadophis punctatus unknown,Diadophis,,punctatus,unknown,,,,
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Diadophis punctatus vandenburgii,Diadophis,,punctatus,vandenburgii,Blanchard,1923,,Monterey Ring-necked Snake
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Dicamptodon aterrimus,Dicamptodon,,aterrimus,,Cope,1868,,Idaho Giant Salamander
herps,http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/,Dicamptodon copei,Dicamptodon,,copei,,Nussbaum,1970,,Cope's Giant Salamander
