taxon_id,spp_id,resource_id,scientific_name,genus,subgenus,species,subspecies,authority_name,authority_year,itis_number,common_name,species_level_id
beetle,Taclut,BishopMuseum_2002,Tachys luteus,Tachys,,luteus,,Andrewes,,186088,,1
beetle,Bemspa,Wolcott_1948,Bembidion sparsum,Bembidion,,sparsum,,Bates,,110100,,1
beetle,Tefjam,BishopMuseum_2002,Tefflus jamesoni,Tefflus,,jamesoni,,Bates,,186364,,1
beetle,Ateerr,BishopMuseum_2002,Atelothrus erro,Atelothrus,,erro,,Blackburn,,186130,,1
beetle,Ateins,BishopMuseum_2002,Atelothrus insociabilis,Atelothrus,,insociabilis,,Blackburn,,186135,,1
beetle,Atrsha,BishopMuseum_2002,Atrachycnemis sharpi,Atrachycnemis,,sharpi,,Blackburn,,186149,,1
beetle,Barsha,BishopMuseum_2002,Baryneus sharpi,Baryneus,,sharpi,,Blackburn,,186151,,1
beetle,Barinc,BishopMuseum_2002,Barypristus incendiarius,Barypristus,,incendiarius,,Blackburn,,186153,,1
beetle,Barrup,BishopMuseum_2002,Barypristus rupicola,Barypristus,,rupicola,,Blackburn,,186154,,1
beetle,Bemign,BishopMuseum_2002,Bembidion ignicola,Bembidion,,ignicola,,Blackburn,,186097,,1
beetle,Bempac,BishopMuseum_2002,Bembidion pacificum,Bembidion,,pacificum,,Blackburn,,186106,,1
beetle,Bemter,BishopMuseum_2002,Bembidion teres,Bembidion,,teres,,Blackburn,,186110,,1
beetle,Coltan,BishopMuseum_2002,Colpocaccus tantalus,Colpocaccus,,tantalus,,Blackburn,,186171,,1
beetle,Colluc,BishopMuseum_2002,Colpodiscus lucipetens,Colpodiscus,,lucipetens,,Blackburn,,186174,,1
beetle,Derbla,BishopMuseum_2002,Deropristus blaptoides,Deropristus,,blaptoides,,Blackburn,,186184,,1
beetle,Disano,BishopMuseum_2002,Disenochus anomalus,Disenochus,,anomalus,,Blackburn,,186189,,1
beetle,Gnaspu,BishopMuseum_2002,Gnatholymnaeum spurcum,Gnatholymnaeum,,spurcum,,Blackburn,,186211,,1
beetle,Maufri,BishopMuseum_2002,Mauna frigida,Mauna,,frigida,,Blackburn,,186215,,1
beetle,Mecput,BishopMuseum_2002,Mecomenus putealis,Mecomenus,,putealis,,Blackburn,,,,1
beetle,Mecang,BishopMuseum_2002,Mecyclothorax angusticollis,Mecyclothorax,,angusticollis,,Blackburn,,186221,,1
beetle,Mecbem2,BishopMuseum_2002,Mecyclothorax bembidioides,Mecyclothorax,,bembidioides,,Blackburn,,186226,,1
beetle,Mecbre,BishopMuseum_2002,Mecyclothorax brevis,Mecyclothorax,,brevis,,Blackburn,,186230,,1
beetle,Meccor,BishopMuseum_2002,Mecyclothorax cordaticollis,Mecyclothorax,,cordaticollis,,Blackburn,,186235,,1
beetle,Mecdev,BishopMuseum_2002,Mecyclothorax deverilli,Mecyclothorax,,deverilli,,Blackburn,,186241,,1
beetle,Mecina,BishopMuseum_2002,Mecyclothorax inaequalis,Mecyclothorax,,inaequalis,,Blackburn,,186249,,1
beetle,Meckar,BishopMuseum_2002,Mecyclothorax karschi,Mecyclothorax,,karschi,,Blackburn,,186257,,1
beetle,Meclae,BishopMuseum_2002,Mecyclothorax laetus,Mecyclothorax,,laetus,,Blackburn,,186259,,1
beetle,Mecmic1,BishopMuseum_2002,Mecyclothorax micans,Mecyclothorax,,micans,,Blackburn,,186263,,1
beetle,Mecmon,BishopMuseum_2002,Mecyclothorax montivagus,Mecyclothorax,,montivagus,,Blackburn,,186268,,1
beetle,Mecmul,BishopMuseum_2002,Mecyclothorax multipunctatus,Mecyclothorax,,multipunctatus,,Blackburn,,186269,,1
beetle,Mecnub,BishopMuseum_2002,Mecyclothorax nubicola,Mecyclothorax,,nubicola,,Blackburn,,186272,,1
beetle,Mecoah,BishopMuseum_2002,Mecyclothorax oahuensis,Mecyclothorax,,oahuensis,,Blackburn,,,,1
beetle,Mecobs1,BishopMuseum_2002,Mecyclothorax obscuricolor,Mecyclothorax,,obscuricolor,,Blackburn,,186274,,1
beetle,Mecpar1,BishopMuseum_2002,Mecyclothorax paradoxus,Mecyclothorax,,paradoxus,,Blackburn,,186280,,1
beetle,Mecpel,BishopMuseum_2002,Mecyclothorax pele,Mecyclothorax,,pele,,Blackburn,,186283,,1
beetle,Mecrob,BishopMuseum_2002,Mecyclothorax robustus,Mecyclothorax,,robustus,,Blackburn,,186292,,1
beetle,Mecsca,BishopMuseum_2002,Mecyclothorax scaritoides,Mecyclothorax,,scaritoides,,Blackburn,,186295,,1
beetle,Mecsim,BishopMuseum_2002,Mecyclothorax simiolus,Mecyclothorax,,simiolus,,Blackburn,,186297,,1
beetle,Mecunc,BishopMuseum_2002,Mecyclothorax unctus,Mecyclothorax,,unctus,,Blackburn,,186303,,1
beetle,Mecvul,BishopMuseum_2002,Mecyclothorax vulcanus,Mecyclothorax,,vulcanus,,Blackburn,,186306,,1
beetle,Mesmus,BishopMuseum_2002,Mesothriscus muscicola,Mesothriscus,,muscicola,,Blackburn,,,,1
beetle,Metbar,BishopMuseum_2002,Metromenus bardus,Metromenus,,bardus,,Blackburn,,186326,,1
beetle,Metcal2,BishopMuseum_2002,Metromenus caliginosus,Metromenus,,caliginosus,,Blackburn,,186328,,1
beetle,Metcun,BishopMuseum_2002,Metromenus cuneipennis,Metromenus,,cuneipennis,,Blackburn,,186330,,1
beetle,Metepi,BishopMuseum_2002,Metromenus epicurus,Metromenus,,epicurus,,Blackburn,,186331,,1
beetle,Metfos,BishopMuseum_2002,Metromenus fossipennis,Metromenus,,fossipennis,,Blackburn,,186332,,1
beetle,Metfra1,BishopMuseum_2002,Metromenus fraternus,Metromenus,,fraternus,,Blackburn,,186333,,1
beetle,Metfug,BishopMuseum_2002,Metromenus fugitivus,Metromenus,,fugitivus,,Blackburn,,186335,,1
beetle,Metmet,BishopMuseum_2002,Metromenus meticulosus,Metromenus,,meticulosus,,Blackburn,,186340,,1
beetle,Metmut,BishopMuseum_2002,Metromenus mutabilis,Metromenus,,mutabilis,,Blackburn,,,,1
beetle,Metoce,BishopMuseum_2002,Metromenus oceanicus,Metromenus,,oceanicus,,Blackburn,,186343,,1
beetle,Metpal,BishopMuseum_2002,Metromenus palmae,Metromenus,,palmae,,Blackburn,,186344,,1
beetle,Metpro,BishopMuseum_2002,Metromenus protervus,Metromenus,,protervus,,Blackburn,,186347,,1
beetle,Metscr,BishopMuseum_2002,Metromenus scrupulosus,Metromenus,,scrupulosus,,Blackburn,,186348,,1
beetle,Mysmys,BishopMuseum_2002,Mysticomenus mysticus,Mysticomenus,,mysticus,,Blackburn,,186352,,1
beetle,Proter,BishopMuseum_2002,Prodisenochus terebratus,Prodisenochus,,terebratus,,Blackburn,,186355,,1
beetle,Tacarc,BishopMuseum_2002,Tachys arcanicola,Tachys,,arcanicola,,Blackburn,,186085,,1
beetle,Tacato,BishopMuseum_2002,Tachys atomus,Tachys,,atomus,,Blackburn,,186086,,1
beetle,Tacoah,BishopMuseum_2002,Tachys oahuensis,Tachys,,oahuensis,,Blackburn,,186089,,1
beetle,Lebins1,BishopMuseum_2002,Lebia insularis,Lebia,,insularis,,Boheman,,,,1
beetle,Selins,BishopMuseum_2002,Selenophorus insularis,Selenophorus,,insularis,,Boheman,,,,1
beetle,Selpic,BishopMuseum_2002,Selenophorus picinus,Selenophorus,,picinus,,Boheman,,,,1
beetle,Tacfas,BishopMuseum_2002,Tachys fasciatus,Tachys,,fasciatus,,Boheman,,,,1
beetle,Mecate,BishopMuseum_2002,Mecyclothorax ater,Mecyclothorax,,ater,,Britton,,186224,,1
beetle,Mecexi,BishopMuseum_2002,Mecyclothorax exilis,Mecyclothorax,,exilis,,Britton,,186244,,1
beetle,Mecfla,BishopMuseum_2002,Mecyclothorax flavomarginatus,Mecyclothorax,,flavomarginatus,,Britton,,186246,,1
beetle,Mecinc,BishopMuseum_2002,Mecyclothorax incompositus,Mecyclothorax,,incompositus,,Britton,,186250,,1
beetle,Meclah,BishopMuseum_2002,Mecyclothorax lahainae,Mecyclothorax,,lahainae,,Britton,,186260,,1
beetle,Mecmin,BishopMuseum_2002,Mecyclothorax minor,Mecyclothorax,,minor,,Britton,,186265,,1
beetle,Mecpar2,BishopMuseum_2002,Mecyclothorax parvus,Mecyclothorax,,parvus,,Britton,,186282,,1
beetle,Mecpro,BishopMuseum_2002,Mecyclothorax proximus,Mecyclothorax,,proximus,,Britton,,186289,,1
beetle,Mecqua,BishopMuseum_2002,Mecyclothorax quadratus,Mecyclothorax,,quadratus,,Britton,,186291,,1
beetle,Mecsha,BishopMuseum_2002,Mecyclothorax sharpi,Mecyclothorax,,sharpi,,Britton,,186296,,1
beetle,Mectan,BishopMuseum_2002,Mecyclothorax tantalus,Mecyclothorax,,tantalus,,Britton,,186301,,1
beetle,Mecvit,BishopMuseum_2002,Mecyclothorax vitreus,Mecyclothorax,,vitreus,,Britton,,186305,,1
beetle,Brabru,Wolcott_1948,Brachinus brunneus,Brachinus,,brunneus,,Castelnau,,111800,,1
beetle,Pastol,BishopMuseum_2002,Pasimachus tolucanus,Pasimachus,,tolucanus,,Chaudoir,,,,1
beetle,Lacleu,Wolcott_1948,Lachnophorus leucopterus,Lachnophorus,,leucopterus,,Chevrolat,,110443,,1
beetle,Lebbit2,Wolcott_1948,Lebia bitaeniata,Lebia,,bitaeniata,,Chevrolat,,111651,,1
beetle,Panqua,Wolcott_1948,Panagaeus quadrisignatus,Panagaeus,,quadrisignatus,,Chevrolat,,111513,,1
beetle,Stetib2,Wolcott_1948,Stenocrepis tibialis,Stenocrepis,,tibialis,,Chevrolat,,111498,,1
beetle,Tacmac,Wolcott_1948,Tachys macrodentra,Tachys,,macrodentra,,Chevrolat,,,,1
beetle,Callec,BishopMuseum_2002,Calosoma lecontei,Calosoma,,lecontei,,Csiki,,,,1
beetle,Gnaupo,BishopMuseum_2002,Gnathaphanus upolensis,Gnathaphanus,,upolensis,,Csiki,,,,1
beetle,Apepor,Wolcott_1948,Apenes portoricensis,Apenes,,portoricensis,,Darlington,,111571,,1
beetle,Bempor,Wolcott_1948,Bembidion portoricense,Bembidion,,portoricense,,Darlington,,110098,,1
beetle,Bravel2,Wolcott_1948,Bradycellus velatus,Bradycellus,Stenocellus,velatus,,Darlington,,111037,,1
beetle,Cliadd,Wolcott_1948,Clivina addita,Clivina,,addita,,Darlington,,109633,,1
beetle,Colest,Wolcott_1948,Colpodes estriata,Colpodes,,estriata,,Darlington,,110379,,1
beetle,Galmic,Wolcott_1948,Galerita microcostata,Galerita,,microcostata,,Darlington,,111753,,1
beetle,Micins,Wolcott_1948,Micratopus insularis,Micratopus,,insularis,,Darlington,,109756,,1
beetle,Oxycoa,Wolcott_1948,Oxydrepanus coamensis,Oxydrepanus,,coamensis,,Darlington,,,,1
beetle,Pendiv,Wolcott_1948,Pentagonica divisa,Pentagonica,,divisa,,Darlington,,111535,,1
beetle,Penfla3,Wolcott_1948,Pentagonica flavipes,Pentagonica,,flavipes,picipes,Darlington,,111532,,1
beetle,Permic,Wolcott_1948,Perigona microps,Perigona,,microps,,Darlington,,110844,,1
beetle,Perden,Wolcott_1948,Perileptus dentifer,Perileptus,,dentifer,,Darlington,,110110,,1
beetle,Phlpor,Wolcott_1948,Phloeoxema portoricensis,Phloeoxema,,portoricensis,,Darlington,,,,1
beetle,Scadan,Wolcott_1948,Scarites danforthi,Scarites,,danforthi,,Darlington,,109605,,1
beetle,Sellat,Wolcott_1948,Selenophorus latior,Selenophorus,,latior,,Darlington,,111357,,1
beetle,Selpar,Wolcott_1948,Selenophorus parvus,Selenophorus,,parvus,,Darlington,,111362,,1
beetle,Selram,Wolcott_1948,Selenophorus ramosi,Selenophorus,,ramosi,,Darlington,,111366,,1
beetle,Taccar,Wolcott_1948,Tachys carib,Tachys,,carib,,Darlington,,,,1
beetle,Apemar,Wolcott_1948,Apenes marginalis,Apenes,,marginalis,,Dejean,,111568,,1
beetle,Apepar,Wolcott_1948,Apenes parallela,Apenes,,parallela,,Dejean,,111570,,1
beetle,Calsay2,,Calosoma sayi,Calosoma,Castrida,sayi,,Dejean,,109379,,1
beetle,Chlper1,Wolcott_1948,Chlaenius perplexus,Chlaenius,,perplexus,,Dejean,,111476,,1
beetle,Cicboo,Wolcott_1948,Cicindela boops,Cicindela,,boops,,Dejean,,697781,,1
beetle,Colruf,Wolcott_1948,Colliuris rufipes,Colliuris,,rufipes,,Dejean,,111526,,1
beetle,Loxcel2,Wolcott_1948,Loxandrus celeris,Loxandrus,,celeris,,Dejean,,110747,,1
beetle,Selalt,Wolcott_1948,Selenophorus alternans,Selenophorus,,alternans,,Dejean,,111352,,1
beetle,Selbea,Wolcott_1948,Selenophorus beauvoisi,Selenophorus,,beauvoisi,,Dejean,,,,1
beetle,Selcha1,Wolcott_1948,Selenophorus chalybaeus,Selenophorus,,chalybaeus,,Dejean,,111353,,1
beetle,Seldis3,Wolcott_1948,Selenophorus discopunctatus,Selenophorus,,discopunctatus,,Dejean,,111354,,1
beetle,Selfla,Wolcott_1948,Selenophorus flavilabris,Selenophorus,,flavilabris,,Dejean,,111356,,1
beetle,Selpyr,Wolcott_1948,Selenophorus pyritosus,Selenophorus,,pyritosus,,Dejean,,111365,,1
beetle,Somuni1,BishopMuseum_2002,Somatrichus unifasciatus,Somatrichus,,unifasciatus,,Dejean,,186361,,1
beetle,Stemet,Wolcott_1948,Stenocrepis metallica,Stenocrepis,,metallica,,Dejean,,111495,,1
beetle,Zupame2,Wolcott_1948,Zuphium americanum,Zuphium,,americanum,,Dejean,,111741,,1
beetle,Cliins,Wolcott_1948,Clivina insularis,Clivina,,insularis,,DuVal,,109635,,1
beetle,Clilim,Wolcott_1948,Clivina limbipennis,Clivina,,limbipennis,,DuVal,,,,1
beetle,Chacor,BishopMuseum_2002,Chalcomenus corruscus,Chalcomenus,,corruscus,,Erichson,,186162,,1
beetle,Apepal2,Wolcott_1948,Apenes pallipes,Apenes,,pallipes,,Fabricius,,111569,,1
beetle,Calalt,Wolcott_1948,Calosoma alternans,Calosoma,,alternans,,Fabricius,,,,1
beetle,Calcal3,BishopMuseum_2002,Calosoma calidum,Calosoma,,calidum,,Fabricius,,109395,,1
beetle,Cicsut1,Wolcott_1948,Cicindela suturalis,Cicindela,,suturalis,,Fabricius,,697782,,1
beetle,Cictri2,Wolcott_1948,Cicindela trifasciata,Cicindela,,trifasciata,,Fabricius,,697748,,1
beetle,Tefmey,BishopMuseum_2002,Tefflus meyerlei,Tefflus,,meyerlei,,Fabricius,,,,1
beetle,Endpra,BishopMuseum_2002,Endynomena pradieri,Endynomena,,pradieri,,Fairmaire,,186206,,1
beetle,Teften,BishopMuseum_2002,Tefflus tenuicollis,Tefflus,,tenuicollis,,Fairmaire,,186365,,1
beetle,Gyngua,Wolcott_1948,Gynandropus guadeloupensis,Gynandropus,,guadeloupensis,,Fletiaux and Salle,,,,1
beetle,Calgra,BishopMuseum_2002,Callida gracilis,Callida,,gracilis,,Gemminger and Harold,,,,1
beetle,Selsin2,Wolcott_1948,Selenophorus sinuatus,Selenophorus,,sinuatus,,Gyllenhal,,111367,,1
beetle,Scasub2,BishopMuseum_2002,Scarites substriatus,Scarites,,substriatus,,Haldeman,,,,1
beetle,Colbuc,BishopMuseum_2002,Colpodes buchannani,Colpodes,,buchannani,,Hope,,,,1
beetle,Lymswa,BishopMuseum_2002,Lymnastis swaluwenbergi,Lymnastis,,swaluwenbergi,,Jeannel,,,,1
beetle,Typswa,BishopMuseum_2002,Typhlonesiotes swaluwenbergi,Typhlonesiotes,,swaluwenbergi,,Jeannel,,186370,,1
beetle,Cicsut2,Wolcott_1948,Cicindela suturalis,Cicindela,,suturalis,hebraea,Klug,,697782,,1
beetle,Tefcar,BishopMuseum_2002,Tefflus carinatus,Tefflus,,carinatus,,Klug,,186363,,1
beetle,Dambla,BishopMuseum_2002,Damaster blaptoides blaptoides,Damaster,,blaptoides,blaptoides,Kollar,,186177,,1
beetle,Bemfas,Wolcott_1948,Bembidion fastidiosum,Bembidion,,fastidiosum,,LaFerte,,,,1
beetle,Bemvir1,Wolcott_1948,Bembidion viridicole,Bembidion,,viridicole,,LaFerte,,,,1
beetle,Tacpic,Wolcott_1948,Tachys piceola,Tachys,,piceola,,LaFerte,,,,1
beetle,Calsem2,BishopMuseum_2002,Calosoma semilaeve,Calosoma,,semilaeve,,LeConte,,109399,,1
beetle,Calsim2,BishopMuseum_2002,Calosoma simplex,Calosoma,,simplex,,LeConte,,109400,,1
beetle,Penfla2,Wolcott_1948,Pentagonica flavipes,Pentagonica,,flavipes,,LeConte,,111532,,1
beetle,Taccor2,Wolcott_1948,Tachys corrusca,Tachys,,corrusca,,LeConte,,,,1
beetle,Tacvit2,Wolcott_1948,Tachys vittiger,Tachys,,vittiger,,LeConte,,109729,,1
beetle,Tacvor2,Wolcott_1948,Tachys vorax,Tachys,,vorax,,LeConte,,,,1
beetle,Colpor,Wolcott_1948,Colliuris portoricensis,Colliuris,Odacanthella,portoricensis,,Leibke,,,,1
beetle,Dryaus,BishopMuseum_2002,Drypta australis,Drypta,,australis,,MacLeay,,,,1
beetle,Drymas,BishopMuseum_2002,Drypta mastersii,Drypta,,mastersii,,MacLeay,,186202,,1
beetle,Gnapic,BishopMuseum_2002,Gnathaphanus picipes,Gnathaphanus,,picipes,,MacLeay,,,,1
beetle,Megsob,Wolcott_1948,Megacephala sobrina,Megacephala,,sobrina,infuscata,Mannerheim,,697780,,1
beetle,Bemdar,Wolcott_1948,Bembidion darlingtoni,Bembidion,,darlingtoni,,Mutchler,,110097,,1
beetle,Mascil,Wolcott_1948,Masoreus ciliatus,Masoreus,Aephnidius,ciliatus,,Mutchler,,111542,,1
beetle,Pseins2,Wolcott_1948,Pseudaptinus insularis,Pseudaptinus,,insularis,,Mutchler,,111736,,1
beetle,Scamon,Wolcott_1948,Scarites montana,Scarites,,montana,,Mutchler,,,,1
beetle,Selpue,Wolcott_1948,Selenophorus puertoricensis,Selenophorus,,puertoricensis,,Mutchler,,111364,,1
beetle,Tacens,Wolcott_1948,Tachys ensenadae,Tachys,,ensenadae,,Mutchler,,,,1
beetle,Taccey,BishopMuseum_2002,Tachys ceylanicus,Tachys,,ceylanicus,,Nietner,,186087,,1
beetle,Tacn.s,BishopMuseum_2002,Tachys n.sp.,Tachys,,n.sp.,,of Howarth,,,,1
beetle,Morgeo,Wolcott_1948,Morion georgiae,Morion,,georgiae,,Palisot de Beauvois,,,,1
beetle,Ateche,BishopMuseum_2002,Atelothrus cheloniceps,Atelothrus,,cheloniceps,,Perkins,,186123,,1
beetle,Atedeb,BishopMuseum_2002,Atelothrus debilis,Atelothrus,,debilis,,Perkins,,186125,,1
beetle,Atefra,BishopMuseum_2002,Atelothrus fractistriatus,Atelothrus,,fractistriatus,,Perkins,,186132,,1
beetle,Atemet,BishopMuseum_2002,Atelothrus metromenoides,Atelothrus,,metromenoides,,Perkins,,186139,,1
beetle,Bemaur,BishopMuseum_2002,Bembidion auratum,Bembidion,,auratum,,Perkins,,186093,,1
beetle,Dismun,BishopMuseum_2002,Disenochus munroi,Disenochus,,munroi,,Perkins,,186199,,1
beetle,Meccar,BishopMuseum_2002,Mecyclothorax carteri,Mecyclothorax,,carteri,,Perkins,,186231,,1
beetle,Mecmun2,BishopMuseum_2002,Mecyclothorax munroi,Mecyclothorax,,munroi,,Perkins,,186271,,1
beetle,Mecper4,BishopMuseum_2002,Mecyclothorax perpolitus,Mecyclothorax,,perpolitus,,Perkins,,186286,,1
beetle,Mecsub2,BishopMuseum_2002,Mecyclothorax subunctus,Mecyclothorax,,subunctus,,Perkins,,186300,,1
beetle,Metaud,BishopMuseum_2002,Metromenus audax,Metromenus,,audax,,Perkins,,186325,,1
beetle,Methil,BishopMuseum_2002,Metromenus hilaris,Metromenus,,hilaris,,Perkins,,186336,,1
beetle,Ardman,Wolcott_1948,Ardistomus mannerheimi,Ardistomus,,mannerheimi,,Putzeys,,,,1
beetle,Aspaer,Wolcott_1948,Aspidoglossa aerata,Aspidoglossa,,aerata,,Putzeys,,109668,,1
beetle,Aspvul,Wolcott_1948,Aspidoglossa vulnerata,Aspidoglossa,,vulnerata,,Putzeys,,109669,,1
beetle,Bemnil,BishopMuseum_2002,Bembidion niloticum batesi,Bembidion,,niloticum,batesi,Putzeys,,186105,,1
beetle,Selstr,Wolcott_1948,Selenophorus striatopunctatus,Selenophorus,,striatopunctatus,,Putzeys,,111368,,1
beetle,Ateaaa,BishopMuseum_2002,Atelothrus aaae,Atelothrus,,aaae,,Samuelson and Liebherr,,,,1
beetle,Atehow,BishopMuseum_2002,Atelothrus howarthi,Atelothrus,,howarthi,,Samuelson and Liebherr,,,,1
beetle,Acuoch,Wolcott_1948,Acupalpus ochropezus,Acupalpus,,ochropezus,,Say,,,,1
beetle,Lebvir3,Wolcott_1948,Lebia viridis,Lebia,,viridis,,Say,,111657,,1
beetle,Cratib,BishopMuseum_2002,Craspedonotus tibialis,Craspedonotus,,tibialis,,Schaum,,,,1
beetle,Tacbla,Wolcott_1948,Tachys blandula,Tachys,,blandula,,Schaum,,,,1
beetle,Ancago,BishopMuseum_2002,Anchonymus agonoides,Anchonymus,,agonoides,,Sharp,,186117,,1
beetle,Ancele,BishopMuseum_2002,Anchotefflus elegans,Anchotefflus,,elegans,,Sharp,,186119,,1
beetle,Ancgra,BishopMuseum_2002,Anchotefflus gracilis,Anchotefflus,,gracilis,,Sharp,,,,1
beetle,Aptmac,BishopMuseum_2002,Apteromesus maculatus,Apteromesus,,maculatus,,Sharp,,186121,,1
beetle,Atecon,BishopMuseum_2002,Atelothrus constrictus,Atelothrus,,constrictus,,Sharp,,186124,,1
beetle,Atedep1,BishopMuseum_2002,Atelothrus depressus depressus,Atelothrus,,depressus,depressus,Sharp,,186127,,1
beetle,Atedep2,BishopMuseum_2002,Atelothrus depressus fuscipes,Atelothrus,,depressus,fuscipes,Sharp,,186128,,1
beetle,Atedys,BishopMuseum_2002,Atelothrus dyscoleus,Atelothrus,,dyscoleus,,Sharp,,186129,,1
beetle,Atefil,BishopMuseum_2002,Atelothrus filipes,Atelothrus,,filipes,,Sharp,,186131,,1
beetle,Ategra,BishopMuseum_2002,Atelothrus gracilis,Atelothrus,,gracilis,,Sharp,,186133,,1
beetle,Atehaw,BishopMuseum_2002,Atelothrus hawaiiensis,Atelothrus,,hawaiiensis,,Sharp,,186134,,1
beetle,Atelim1,BishopMuseum_2002,Atelothrus limbatus concolor,Atelothrus,,limbatus,concolor,Sharp,,,,1
beetle,Atelim2,BishopMuseum_2002,Atelothrus limbatus limbatus,Atelothrus,,limbatus,limbatus,Sharp,,,,1
beetle,Atelon1,BishopMuseum_2002,Atelothrus longicollis,Atelothrus,,longicollis,,Sharp,,186137,,1
beetle,Atelon2,BishopMuseum_2002,Atelothrus longulus,Atelothrus,,longulus,,Sharp,,186138,,1
beetle,Atepla1,BishopMuseum_2002,Atelothrus platynoides flavipes,Atelothrus,,platynoides,flavipes,Sharp,,186142,,1
beetle,Atepla2,BishopMuseum_2002,Atelothrus platynoides platynoides,Atelothrus,,platynoides,platynoides,Sharp,,186141,,1
beetle,Atepol,BishopMuseum_2002,Atelothrus politus,Atelothrus,,politus,,Sharp,,186143,,1
beetle,Ateste,BishopMuseum_2002,Atelothrus stenopus,Atelothrus,,stenopus,,Sharp,,186144,,1
beetle,Atetra,BishopMuseum_2002,Atelothrus transiens,Atelothrus,,transiens,,Sharp,,186145,,1
beetle,Atrkoe,BishopMuseum_2002,Atrachycnemis koebelei,Atrachycnemis,,koebelei,,Sharp,,186147,,1
beetle,Atrper,BishopMuseum_2002,Atrachycnemis perkinsi,Atrachycnemis,,perkinsi,,Sharp,,186148,,1
beetle,Bemadm,BishopMuseum_2002,Bembidion admirandum,Bembidion,,admirandum,,Sharp,,186090,,1
beetle,Bemadv,BishopMuseum_2002,Bembidion advena,Bembidion,,advena,,Sharp,,186091,,1
beetle,Bemato,BishopMuseum_2002,Bembidion atomarium,Bembidion,,atomarium,,Sharp,,186092,,1
beetle,Bemcoe,BishopMuseum_2002,Bembidion coecus,Bembidion,,coecus,,Sharp,,186094,,1
beetle,Bemcor2,BishopMuseum_2002,Bembidion corticarium,Bembidion,,corticarium,,Sharp,,186095,,1
beetle,Bemful,BishopMuseum_2002,Bembidion fulgens,Bembidion,,fulgens,,Sharp,,186096,,1
beetle,Bemkau,BishopMuseum_2002,Bembidion kauaiensis,Bembidion,,kauaiensis,,Sharp,,186098,,1
beetle,Bemkoe,BishopMuseum_2002,Bembidion koebelei,Bembidion,,koebelei,,Sharp,,,,1
beetle,Bemmol,BishopMuseum_2002,Bembidion molokaiense,Bembidion,,molokaiense,,Sharp,,186099,,1
beetle,Bemmun2,BishopMuseum_2002,Bembidion munroi brevicolle,Bembidion,,munroi,brevicolle,Sharp,,186102,,1
beetle,Bemmun3,BishopMuseum_2002,Bembidion munroi munroi,Bembidion,,munroi,munroi,Sharp,,186101,,1
beetle,Bemper2,BishopMuseum_2002,Bembidion perkinsi,Bembidion,,perkinsi,,Sharp,,186107,,1
beetle,Bemrud,BishopMuseum_2002,Bembidion rude,Bembidion,,rude,,Sharp,,186108,,1
beetle,Bemsma,BishopMuseum_2002,Bembidion smaragdinum,Bembidion,,smaragdinum,,Sharp,,186109,,1
beetle,Blains,BishopMuseum_2002,Blackburnia insignis,Blackburnia,,insignis,,Sharp,,186156,,1
beetle,Broopt,BishopMuseum_2002,Brosconymus optatus,Brosconymus,,optatus,,Sharp,,186160,,1
beetle,Chacos,BishopMuseum_2002,Chalcomenus costatus,Chalcomenus,,costatus,,Sharp,,186163,,1
beetle,Chamol,BishopMuseum_2002,Chalcomenus molokaiensis,Chalcomenus,,molokaiensis,,Sharp,,186164,,1
beetle,Colapi,BishopMuseum_2002,Colpocaccus apicalis,Colpocaccus,,apicalis,,Sharp,,186166,,1
beetle,Colhaw,BishopMuseum_2002,Colpocaccus hawaiiensis,Colpocaccus,,hawaiiensis,,Sharp,,186167,,1
beetle,Collan,BishopMuseum_2002,Colpocaccus lanaiensis,Colpocaccus,,lanaiensis,,Sharp,,186168,,1
beetle,Colmar,BishopMuseum_2002,Colpocaccus marginatus,Colpocaccus,,marginatus,,Sharp,,186169,,1
beetle,Colpos,BishopMuseum_2002,Colpocaccus posticatus,Colpocaccus,,posticatus,,Sharp,,186170,,1
beetle,Collah,BishopMuseum_2002,Colpodiscus lahainensis,Colpodiscus,,lahainensis,,Sharp,,186173,,1
beetle,Dermic,BishopMuseum_2002,Derobroscus micans,Derobroscus,,micans,,Sharp,,186180,,1
beetle,Derpol,BishopMuseum_2002,Derobroscus politus,Derobroscus,,politus,,Sharp,,186181,,1
beetle,Dersol,BishopMuseum_2002,Derobroscus solitarius,Derobroscus,,solitarius,,Sharp,,186182,,1
beetle,Derder,BishopMuseum_2002,Deropristus deroderus,Deropristus,,deroderus,,Sharp,,186185,,1
beetle,Derpun,BishopMuseum_2002,Deropristus puncticeps,Deropristus,,puncticeps,,Sharp,,186186,,1
beetle,Disagi,BishopMuseum_2002,Disenochus agilis,Disenochus,,agilis,,Sharp,,186188,,1
beetle,Disate,BishopMuseum_2002,Disenochus aterrimus,Disenochus,,aterrimus,,Sharp,,186190,,1
beetle,Disbre,BishopMuseum_2002,Disenochus brevipes,Disenochus,,brevipes,,Sharp,,,,1
beetle,Discep,BishopMuseum_2002,Disenochus cephalotes,Disenochus,,cephalotes,,Sharp,,186192,,1
beetle,Discur,BishopMuseum_2002,Disenochus curtipes,Disenochus,,curtipes,,Sharp,,186193,,1
beetle,Disery,BishopMuseum_2002,Disenochus erythropus,Disenochus,,erythropus,,Sharp,,186194,,1
