spp_id,genus,sp,subsp,state,federal status,state status,notes/additional state status,source
recwoo,Picoides,borealis,,Texas,Endangered,,,
AMCH2,Ambrosia,cheiranthifolia,,Texas,Endangered,,,
AYLI,Ayenia,limitaris,,Texas,Endangered,,,
LEPA4,Lesquerella,pallida,,Texas,Endangered,,,
LETH3,Lesquerella,thamnophila,,Texas,Endangered,,,
ECMA2,Echinomastus,mariposensis,,Texas,Threatened,,,
ASAS6,Astrophytum,asterias,,Texas,Endangered,,,
CRCR7,Cryptantha,crassipes,,Texas,Endangered,,,
CORA7,Coryphantha,ramillosa,,Texas,Threatened,,,
HYTE5,Hymenoxys,texana,,Texas,Endangered,,,
THTE8,Thymophylla,tephroleuca,,Texas,Endangered,,,
FRJO,Frankenia,johnstonii,,Texas,Endangered,,,
SPPA5,Spiranthes,parksii,,Texas,Endangered,,,
MAWA,Manihot,walkerae,,Texas,Endangered,,,
QUHI,Quercus,hinckleyi,,Texas,Threatened,,,
POCL,Potamogeton,clystocarpus,,Texas,Endangered,,,
CASC4,Callirhoe,scabriuscula,,Texas,Endangered,,,
HOTE,Hoffmannseggia,tenella,,Texas,Endangered,,,
ABMA5,Abronia,macrocarpa,,Texas,Endangered,,,
HEPA2,Helianthus,paradoxus,,Texas,Threatened,,,
can_lup,Canis,lupus,,Texas,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico,
eskcur,Numenius,borealis,,Utah,Endangered,,,
lyn_can,Lynx,canadensis,,Utah,Threatened,,Contiguous U.S. DPS,
ARHU3,Arctomecon,humilis,,Utah,Endangered,,,
RAAE,Ranunculus,aestivalis,,Utah,Endangered,,,
SCBR12,Sclerocactus,brevispinus,,Utah,Threatened,,,
PEDE17,Pediocactus,despainii,,Utah,Endangered,,,
SCWE,Sclerocactus,wetlandicus,,Utah,Threatened,,,
PEWI2,Pediocactus,winkleri,,Utah,Threatened,,,
SCWR,Sclerocactus,wrightiae,,Utah,Endangered,,,
SPDI6,Spiranthes,diluvialis,,Utah,Threatened,,,
ASDE2,Astragalus,desereticus,,Utah,Threatened,,,
ASHO5,Astragalus,holmgreniorum,,Utah,Endangered,,,
ASWE3,Asclepias,welshii,,Utah,Threatened,,,
PHAR2,Phacelia,argillacea,,Utah,Endangered,,,
SCBA80,Schoenocrambe,barnebyi,,Utah,Endangered,,,
SCAR5,Schoenocrambe,argillacea,,Utah,Threatened,,,
LEBA,Lepidium,barnebyanum,,Utah,Endangered,,,
TOAP,Townsendia,aprica,,Utah,Threatened,,,
can_lup,Canis,lupus,,Utah,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico,
can_lup,Canis,lupus,,Vermont,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico,
myo_sod,Myotis,sodalis,,Vermont,Endangered,,,
eskcur,Numenius,borealis,,Vermont,Endangered,,,
lyn_can,Lynx,canadensis,,Vermont,Threatened,,Contiguous U.S. DPS,
SCAN5,Scirpus,ancistrochaetus,,Vermont,Endangered,,,
ISME2,Isotria,medeoloides,,Vermont,Threatened,,,
myo_gri,Myotis,grisescens,,Virginia,Endangered,,,
myo_sod,Myotis,sodalis,,Virginia,Endangered,,,
eskcur,Numenius,borealis,,Virginia,Endangered,,,
pipplo,Charadrius,melodus,,Virginia,Threatened,,except Great Lakes watershed,
recwoo,Picoides,borealis,,Virginia,Endangered,,,
AMPU2,Amaranthus,pumilus,,Virginia,Threatened,,,
BEUB,Betula,uber,,Virginia,Threatened,,,
CAMI19,Cardamine,micranthera,,Virginia,Endangered,,,
SCAN5,Scirpus,ancistrochaetus,,Virginia,Endangered,,,
SCAM,Schwalbea,americana,,Virginia,Endangered,,,
ECLA,Echinacea,laevigata,,Virginia,Endangered,,,
AEVI3,Aeschynomene,virginica,,Virginia,Threatened,,,
PLLE2,Platanthera,leucophaea,,Virginia,Threatened,,,
HEBU,Helonias,bullata,,Virginia,Threatened,,,
ISME2,Isotria,medeoloides,,Virginia,Threatened,,,
ARSE9,Arabis,serotina,,Virginia,Endangered,,,
HEVI6,Helenium,virginicum,,Virginia,Threatened,,,
SPVI2,Spiraea,virginiana,,Virginia,Threatened,,,
RHMI11,Rhus,michauxii,,Virginia,Endangered,,,
can_lup,Canis,lupus,,Virginia,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico,
can_lup,Canis,lupus,,Washington,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico,
eskcur,Numenius,borealis,,Washington,Endangered,,,
lyn_can,Lynx,canadensis,,Washington,Threatened,,Contiguous US DPS,
marmur,Brachyramphus,marmoratus,,Washington,Threatened,,CA OR WA,
bra_ida,Brachylagus,idahoensis,,Washington,Endangered,,Columbia Basin DPS,
SISP2,Silene,spaldingii,,Washington,Threatened,,,
SINE2,Sidalcea,nelsoniana,,Washington,Threatened,,,
LOBR,Lomatium,bradshawii,,Washington,Endangered,,,
HOAQ,Howellia,aquatilis,,Washington,Threatened,,,
SPDI6,Spiranthes,diluvialis,,Washington,Threatened,,,
CALE27,Castilleja,levisecta,,Washington,Threatened,,,
ARPA7,Arenaria,paludicola,,Washington,Endangered,,,
HAVE4,Hackelia,venusta,,Washington,Endangered,,,
myo_gri,Myotis,grisescens,,West Virginia,Endangered,,,
myo_sod,Myotis,sodalis,,West Virginia,Endangered,,,
eskcur,Numenius,borealis,,West Virginia,Endangered,,,
SCAN5,Scirpus,ancistrochaetus,,West Virginia,Endangered,,,
TRST4,Trifolium,stoloniferum,,West Virginia,Endangered,,,
PTNO,Ptilimnium,nodosum,,West Virginia,Endangered,,,
ISME2,Isotria,medeoloides,,West Virginia,Threatened,,,
ARSE9,Arabis,serotina,,West Virginia,Endangered,,,
SPVI2,Spiraea,virginiana,,West Virginia,Threatened,,,
can_lup,Canis,lupus,,West Virginia,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico,
can_lup,Canis,lupus,,Wisconsin,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico,
eskcur,Numenius,borealis,,Wisconsin,Endangered,,,
lyn_can,Lynx,canadensis,,Wisconsin,Threatened,,Contiguous US DPS,
pipplo,Charadrius,melodus,,Wisconsin,Threatened,,except Great Lakes watershed,
pipplo,Charadrius,melodus,,Wisconsin,Endangered,,Great Lakes watershed,
LELE5,Lespedeza,leptostachya,,Wisconsin,Threatened,,,
IRLA,Iris,lacustris,,Wisconsin,Threatened,,,
ASME,Asclepias,meadii,,Wisconsin,Threatened,,,
ACNO2,Aconitum,noveboracense,,Wisconsin,Threatened,,,
PLLE2,Platanthera,leucophaea,,Wisconsin,Threatened,,,
CIPI,Cirsium,pitcheri,,Wisconsin,Threatened,,,
can_lup,Canis,lupus,,Wyoming,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico,
lyn_can,Lynx,canadensis,,Wyoming,Threatened,,Contiguous US DPS,
pipplo,Charadrius,melodus,,Wyoming,Threatened,,except Great Lakes watershed,
SPDI6,Spiranthes,diluvialis,,Wyoming,Threatened,,,
YEXA,Yermo,xanthocephalus,,Wyoming,Threatened,,,
yesbla1,Agelaius,xanthomus,,Puerto Rico,Endangered,,,
whncro1,Corvus,leucognaphalus,,Puerto Rico,Endangered,,,
purnig1,Caprimulgus,noctitherus,,Puerto Rico,Endangered,,,
purpar1,Amazona,vittata,,Puerto Rico,Endangered,,,
pipplo,Charadrius,melodus,,Puerto Rico,Threatened,,,
pipplo,Charadrius,melodus,,Puerto Rico,Endangered,,,
TRTR8,Trichilia,triacantha,,Puerto Rico,Endangered,,,
BUVA,Buxus,vahlii,,Puerto Rico,Endangered,,,
CAAM14,Callicarpa,ampla,,Puerto Rico,Endangered,,,
HAPO2,Harrisia,portoricensis,,Puerto Rico,Threatened,,,
PLMA6,Pleodendron,macranthum,,Puerto Rico,Endangered,,,
STMO,Stahlia,monosperma,,Puerto Rico,Threatened,,,
GOEL,Goetzea,elegans,,Puerto Rico,Endangered,,,
CRPO6,Crescentia,portoricensis,,Puerto Rico,Endangered,,,
ILCO3,Ilex,cookii,,Puerto Rico,Endangered,,,
CARI3,Calyptronoma,rivalis,,Puerto Rico,Threatened,,,
ADVI4,Adiantum,vivesii,,Puerto Rico,Endangered,,,
ARCH4,Aristida,chaseae,,Puerto Rico,Endangered,,,
AUPA2,Auerodendron,pauciflorum,,Puerto Rico,Endangered,,,
CATH3,Calyptranthes,thomasiana,,Puerto Rico,Endangered,,,
CAME19,Catesbaea,melanocarpa,,Puerto Rico,Endangered,,,
COBE3,Cordia,bellonis,,Puerto Rico,Endangered,,,
CRRI4,Cranichis,ricartii,,Puerto Rico,Endangered,,,
ELSE2,Elaphoglossum,serpens,,Puerto Rico,Endangered,,,
EUWO2,Eugenia,woodburyana,,Puerto Rico,Endangered,,,
GEPA3,Gesneria,pauciflora,,Puerto Rico,Threatened,,,
ILSI2,Ilex,sintenisii,,Puerto Rico,Endangered,,,
LEEL2,Lepanthes,eltoroensis,,Puerto Rico,Endangered,,,
LEGR6,Leptocereus,grantianus,,Puerto Rico,Endangered,,,
MIMA6,Mitracarpus,maxwelliae,,Puerto Rico,Endangered,,,
MIPO2,Mitracarpus,polycladus,,Puerto Rico,Endangered,,,
MYPA,Myrcia,paganii,,Puerto Rico,Endangered,,,
POCA27,Polystichum,calderonense,,Puerto Rico,Endangered,,,
SCAR2,Schoepfia,arenaria,,Puerto Rico,Threatened,,,
TESU,Ternstroemia,subsessilis,,Puerto Rico,Endangered,,,
THIN3,Thelypteris,inabonensis,,Puerto Rico,Endangered,,,
THVE2,Thelypteris,verecunda,,Puerto Rico,Endangered,,,
THYA,Thelypteris,yaucoensis,,Puerto Rico,Endangered,,,
TELU2,Ternstroemia,luquillensis,,Puerto Rico,Endangered,,,
STPO3,Styrax,portoricensis,,Puerto Rico,Endangered,,,
COOB4,Cornutia,obovata,,Puerto Rico,Endangered,,,
BAVA2,Banara,vanderbiltii,,Puerto Rico,Endangered,,,
OTRH,Ottoschulzia,rhodoxylon,,Puerto Rico,Endangered,,,
ARPO3,Aristida,portoricensis,,Puerto Rico,Endangered,,,
PEWH2,Peperomia,wheeleri,,Puerto Rico,Endangered,,,
ZATH,Zanthoxylum,thomasianum,,Puerto Rico,Endangered,,,
EUHA4,Eugenia,haematocarpa,,Puerto Rico,Endangered,,,
JUJA,Juglans,jamaicensis,,Puerto Rico,Endangered,,,
calcon,Gymnogyps,californianus,,California,,Endangered,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
baleag,Haliaeetus,leucocephalus,,California,,Endangered,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
swahaw,Buteo,swainsoni,,California,,Threatened,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
marmur,Brachyramphus,marmoratus,,California,,Endangered,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
xanmur,Synthliboramphus,hypoleucus,,California,,Threatened,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
elfowl,Micrathene,whitneyi,,California,,Endangered,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
grgowl,Strix,nebulosa,,California,,Endangered,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
gilwoo,Melanerpes,uropygialis,,California,,Endangered,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
wilfly,Empidonax,traillii,,California,,Endangered,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
banswa,Riparia,riparia,,California,,Threatened,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
gul_gul,Gulo,gulo,,California,,Threatened,,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
motduc,Anas,fulvigula,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ambduc,Anas,rubripes,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
pipplo,Charadrius,melodus,,Alabama,,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
wilplo,Charadrius,wilsonia,,Alabama,,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ameoys,Haematopus,palliatus,,Alabama,,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
blkski,Rynchops,niger,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
forter,Sterna,forsteri,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
comter,Sterna,hirundo,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
lobcur,Numenius,americanus,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
amewoo,Scolopax,minor,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
amebit,Botaurus,lentiginosus,,Alabama,,Accidental,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
redegr,Egretta,rufescens,,Alabama,,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
leabit,Ixobrychus,exilis,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
woosto,Mycteria,americana,,Alabama,,Imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
whiibi,Eudocimus,albus,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
gloibi,Plegadis,falcinellus,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
bkbcuc,Coccyzus,erythropthalmus,,Alabama,,Accidental,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
grbani,Crotophaga,sulcirostris,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
coohaw,Accipiter,cooperii,,Alabama,,Rare or uncommon,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
norhar,Circus,cyaneus,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
swtkit,Elanoides,forficatus,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
baleag,Haliaeetus,leucocephalus,,Alabama,,Rare or uncommon,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
miskit,Ictinia,mississippiensis,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
perfal,Falco,peregrinus,,Alabama,,Historical possibly extirpated,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
rufgro,Bonasa,umbellus,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
yelrai,Coturnicops,noveboracensis,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
blkrai,Laterallus,jamaicensis,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
purgal2,Porphyrio,martinica,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
paibun,Passerina,ciris,,Alabama,,Imperiled,Accidental,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
comrav,Corvus,corax,,Alabama,,Presumed extirpated,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
henspa,Ammodramus,henslowii,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
lecspa,Ammodramus,leconteii,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
nstspa,Ammodramus,nelsoni,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
graspa,Ammodramus,savannarum,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
larspa,Chondestes,grammacus,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
woewar1,Helmitheros,vermivorum,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
swawar,Limnothlypis,swainsonii,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
bacwar,Vermivora,bachmanii,,Alabama,,Presumed extirpated,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
woothr,Hylocichla,mustelina,,Alabama,,Demonstrably secure,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
grykin,Tyrannus,dominicensis,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
sctfly,Tyrannus,forficatus,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
warvir,Vireo,gilvus,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
buhvir,Vireo,solitarius,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
amwpel,Pelecanus,erythrorhynchos,,Alabama,,Rare or uncommon,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
brnpel,Pelecanus,occidentalis,,Alabama,,Rare or uncommon,Partial Status,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
recwoo,Picoides,borealis,,Alabama,,Imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
sheowl,Asio,flammeus,,Alabama,,State unranked,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
burowl,Athene,cunicularia,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
brnowl,Tyto,alba,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
pum_con,Puma,concolor,,Alabama,,Presumed extirpated,Partial Status,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
spi_put,Spilogale,putorius,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
mus_fre,Mustela,frenata,,Alabama,,Rare or uncommon,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
urs_ame,Ursus,americanus,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
tad_bra,Tadarida,brasiliensis,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
cor_raf,Corynorhinus,rafinesquii,,Alabama,,Imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
las_int,Lasiurus,intermedius,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
myo_aus,Myotis,austroriparius,,Alabama,,Imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
myo_gri,Myotis,grisescens,,Alabama,,,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
myo_lei,Myotis,leibii,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
myo_luc,Myotis,lucifugus,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
myo_sep,Myotis,septentrionalis,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
myo_sod,Myotis,sodalis,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
syl_obs,Sylvilagus,obscurus,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
syl_pal,Sylvilagus,palustris,,Alabama,,Rare or uncommon,Partial Status,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
sor_hoy,Sorex,hoyi,,Alabama,,State unranked,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
zap_hud,Zapus,hudsonius,,Alabama,,Rare or uncommon,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
geo_pin,Geomys,pinetis,,Alabama,,Rare or uncommon,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
mic_och,Microtus,ochrogaster,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
neo_mag,Neotoma,magister,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Pseala,Pseudanophthalmus,alabamae,,Alabama,,State unranked,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Pseass,Pseudanophthalmus,assimilis,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Pseful,Pseudanophthalmus,fulleri,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Psehum,Pseudanophthalmus,humeralis,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Psenic,Pseudanophthalmus,nickajackensis,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Pseseq,Pseudanophthalmus,sequoyah,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Rhacau,Rhadine,caudata,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Rhalar,Rhadine,larvalis,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cicmar,Cicindela,marginipennis,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cicnig1,Cicindela,nigrior,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ASBR2,Asplenium,bradleyi,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ASMO,Asplenium,monanthes,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ASRU2,Asplenium,ruta-muraria,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ASTR2,Asplenium,trichomanes,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
CYTE3,Cystopteris,tennesseensis,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
DRCE,Dryopteris,celsa,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
HYTA3,Hymenophyllum,tayloriae,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
TRPE2,Trichomanes,petersii,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
LYPA3,Lygodium,palmatum,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
THOV,Thelypteris,ovata,,Alabama,,Rare or uncommon,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
PIAM,Pilularia,americana,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
BOJE,Botrychium,jenmanii,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
OPEN,Ophioglossum,engelmannii,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ISAP,Isoetes,appalachiana,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ISBU,Isoetes,butleri,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ISFL,Isoetes,flaccida,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ISHY,Isoetes,hyemalis,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ISLO,Isoetes,louisianensis,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ISME,Isoetes,melanopoda,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
ISVI,Isoetes,virginica,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
SELU3,Selaginella,ludoviciana,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
SERU,Selaginella,rupestris,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
HULU2,Huperzia,lucidula,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
HUPO2,Huperzia,porophila,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
LYCE2,Lycopodiella,cernua,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
