spp_id,genus,sp,subsp,state,federal status,state status,notes/additional state status,source
myo_gri,Myotis,grisescens,,Alabama,Endangered,,,
myo_sod,Myotis,sodalis,,Alabama,Endangered,,,
eskcur,Numenius,borealis,,Alabama,Endangered,,,
pipplo,Charadrius,melodus,,Alabama,Threatened,,except Great Lakes watershed,
woosto,Mycteria,americana,,Alabama,Endangered,,,
bacwar,Vermivora,bachmanii,,Alabama,Endangered,,,
can_lup,Canis,lupus,,Alabama,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico,
recwoo,Picoides,borealis,,Alabama,Endangered,,,
AMPU7,Amphianthus,pusillus,,Alabama,Threatened,,,
LELY,Lesquerella,lyrata,,Alabama,Threatened,,,
MAMO3,Marshallia,mohrii,,Alabama,Threatened,,,
SCAM,Schwalbea,americana,,Alabama,Endangered,,,
XYTE,Xyris,tennesseensis,,Alabama,Endangered,,,
CLSO3,Clematis,socialis,,Alabama,Endangered,,,
CLMO6,Clematis,morefieldii,,Alabama,Endangered,,,
SPGE,Spigelia,gentianoides,,Alabama,Endangered,,,
SAOR3,Sarracenia,oreophila,,Alabama,Endangered,,,
APPR,Apios,priceana,,Alabama,Threatened,,,
DAFO2,Dalea,foliosa,,Alabama,Endangered,,,
TRRE6,Trillium,reliquum,,Alabama,Endangered,,,
SASE9,Sagittaria,secundifolia,,Alabama,Threatened,,,
shtalb,Phoebastria,albatrus,,Alaska,Endangered,,,
urs_mar,Ursus,maritimus,,Alaska,Threatened,,,
eskcur,Numenius,borealis,,Alaska,Endangered,,,
speeid,Somateria,fischeri,,Alaska,Threatened,,,
steeid,Polysticta,stelleri,,Alaska,Threatened,,AK breeding pop.,
lyn_can,Lynx,canadensis,,Alaska,Threatened,,Contiguous U.S. DPS),
marmur,Brachyramphus,marmoratus,,Alaska,Threatened,,CA OR WA,
POAL6,Polystichum,aleuticum,,Alaska,Endangered,,,
calcon,Gymnogyps,californianus,,Arizona,Endangered,,Entire except where listed as an experimental population below,
eskcur,Numenius,borealis,,Arizona,Endangered,,,
thbpar,Rhynchopsitta,pachyrhyncha,,Arizona,Endangered,,,
woosto,Mycteria,americana,,Arizona,Endangered,,AL FL GA SC,
can_lup,Canis,lupus,,Arizona,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
AMKE,Amsonia,kearneyana,,Arizona,Endangered,,,
PEBR2,Pediocactus,bradyi,,Arizona,Endangered,,,
PUSU2,Purshia,subintegra,,Arizona,Endangered,,,
SPDE6,Spiranthes,delitescens,,Arizona,Endangered,,,
ASHO5,Astragalus,holmgreniorum,,Arizona,Endangered,,,
ASWE3,Asclepias,welshii,,Arizona,Threatened,,,
myo_gri,Myotis,grisescens,,Arkansas,Endangered,,,
myo_sod,Myotis,sodalis,,Arkansas,Endangered,,,
eskcur,Numenius,borealis,,Arkansas,Endangered,,,
can_lup,Canis,lupus,,Arkansas,Endangered,,U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
ivbwoo,Campephilus,principalis,,Arkansas,Endangered,,entire,
recwoo,Picoides,borealis,,Arkansas,Endangered,,,
TRST4,Trifolium,stoloniferum,,Arkansas,Endangered,,,
PTNO,Ptilimnium,nodosum,,Arkansas,Endangered,,,
GEMI,Geocarpon,minimum,,Arkansas,Threatened,,,
PLLE2,Platanthera,leucophaea,,Arkansas,Threatened,,,
LIME7,Lindera,melissifolia,,Arkansas,Endangered,,,
shtalb,Phoebastria,albatrus,,California,Endangered,,,
Elavir,Elaphrus,viridis,,California,Threatened,,,
calcon,Gymnogyps,californianus,,California,Endangered,,Entire except where listed as an experimental population below,
eskcur,Numenius,borealis,,California,Endangered,,,
marmur,Brachyramphus,marmoratus,,California,Threatened,,CA OR WA,
clarai,Rallus,longirostris,,California,Endangered,,,
clarai,Rallus,longirostris,,California,Endangered,,,
woosto,Mycteria,americana,,California,Endangered,,AL FL GA SC,
Cicohl,Cicindela,ohlone,,California,Endangered,,,
can_lup,Canis,lupus,,California,Endangered,,U.S.A. All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
PLST2,Plagiobothrys,strictus,,California,Endangered,,,
AMPU4,Ambrosia,pumila,,California,Endangered,,,
CHPU2,Chlorogalum,purpureum,,California,Threatened,,,
BAVA3,Baccharis,vanessae,,California,Threatened,,,
GABU,Galium,buxifolium,,California,Endangered,,,
COPA8,Cordylanthus,palmatus,,California,Endangered,,,
PONA,Poa,napensis,,California,Endangered,,,
POAT,Poa,atropurpurea,,California,Endangered,,,
BRPA2,Brodiaea,pallida,,California,Threatened,,,
BRFI,Brodiaea,filifolia,,California,Threatened,,,
ERAP4,Eriogonum,apricum,,California,Endangered,,,
MACL,Malacothamnus,clementinus,,California,Endangered,,,
CERO4,Ceanothus,roderickii,,California,Endangered,,,
CEOP,Ceanothus,ophiochilus,,California,Threatened,,,
CENA,Centaurium,namophilum,,California,Threatened,,,
SIKE,Sidalcea,keckii,,California,Endangered,,,
SIPE4,Sidalcea,pedata,,California,Endangered,,,
CLFR3,Clarkia,franciscana,,California,Endangered,,,
CLSP6,Clarkia,springvillensis,,California,Threatened,,,
CLIM,Clarkia,imbricata,,California,Endangered,,,
TRTR,Trifolium,trichocalyx,,California,Endangered,,,
TRAM3,Trifolium,amoenum,,California,Endangered,,,
VEDI,Verbesina,dissita,,California,Threatened,,,
ERPA3,Erigeron,parishii,,California,Threatened,,,
DUSE,Dudleya,setchellii,,California,Endangered,,,
DUNE,Dudleya,nesiotica,,California,Threatened,,,
DUVE,Dudleya,verityi,,California,Threatened,,,
HECO12,Hesperolinon,congestum,,California,Threatened,,,
CABE7,Camissonia,benitensis,,California,Threatened,,,
AMGR3,Amsinckia,grandiflora,,California,Endangered,,,
FRME2,Fremontodendron,mexicanum,,California,Endangered,,,
THCO9,Thysanocarpus,conchuliferus,,California,Endangered,,,
LABU,Lasthenia,burkei,,California,Endangered,,,
LACO6,Lasthenia,conjugens,,California,Endangered,,,
NECO2,Neostapfia,colusana,,California,Threatened,,,
SWAL,Swallenia,alexandrae,,California,Endangered,,,
TUMU,Tuctoria,mucronata,,California,Endangered,,,
HOAQ,Howellia,aquatilis,,California,Threatened,,,
CAGR21,Castilleja,grisea,,California,Endangered,,,
STNI2,Streptanthus,niger,,California,Endangered,,,
DEBA,Delphinium,bakeri,,California,Endangered,,,
DELU,Delphinium,luteum,,California,Endangered,,,
LACA4,Layia,carnosa,,California,Endangered,,,
LIOC2,Lilium,occidentale,,California,Endangered,,,
DUST,Dudleya,stolonifera,,California,Threatened,,,
DUTR,Dudleya,traskiae,,California,Endangered,,,
LUTI,Lupinus,tidestromii,,California,Endangered,,,
LUNI2,Lupinus,nipomensis,,California,Endangered,,,
MASQ,Malacothrix,squalida,,California,Endangered,,,
MAIN2,Malacothrix,indecora,,California,Endangered,,,
ARMY,Arctostaphylos,myrtifolia,,California,Threatened,,,
ARMO2,Arctostaphylos,morroensis,,California,Threatened,,,
ARPA21,Arctostaphylos,pallida,,California,Threatened,,,
ARCO13,Arctostaphylos,confertiflora,,California,Endangered,,,
CATI3,Calochortus,tiburonensis,,California,Threatened,,,
LIFL2,Limnanthes,floccosa,,California,Endangered,,,
LIVI3,Limnanthes,vinculans,,California,Endangered,,,
PONU,Pogogyne,nudiuscula,,California,Endangered,,,
POAB2,Pogogyne,abramsii,,California,Endangered,,,
ASBR6,Astragalus,brauntonii,,California,Endangered,,,
ASCL6,Astragalus,clarianus,,California,Endangered,,,
ASAL4,Astragalus,albens,,California,Endangered,,,
ASJA,Astragalus,jaegerianus,,California,Endangered,,,
ASTR5,Astragalus,tricarinatus,,California,Endangered,,,
CAST21,Calystegia,stebbinsii,,California,Endangered,,,
ERAL12,Eriodictyon,altissimum,,California,Endangered,,,
CETR4,Cercocarpus,traskiae,,California,Endangered,,,
THST,Thelypodium,stenopetalum,,California,Endangered,,,
NAFO,Navarretia,fossalis,,California,Threatened,,,
NIMO,Nitrophila,mohavensis,,California,Endangered,,,
ALMU6,Allium,munzii,,California,Endangered,,,
ORCA,Orcuttia,californica,,California,Endangered,,,
ORPI,Orcuttia,pilosa,,California,Endangered,,,
ORVI2,Orcuttia,viscida,,California,Endangered,,,
ORIN,Orcuttia,inaequalis,,California,Threatened,,,
ORTE,Orcuttia,tenuis,,California,Threatened,,,
CACI6,Castilleja,cinerea,,California,Threatened,,,
CAMO8,Castilleja,mollis,,California,Endangered,,,
PELY4,Pentachaeta,lyonii,,California,Endangered,,,
PEBE,Pentachaeta,bellidiflora,,California,Endangered,,,
PHHI7,Phlox,hirsuta,,California,Endangered,,,
PIYA,Piperia,yadonii,,California,Endangered,,,
POHI14,Polygonum,hickmanii,,California,Endangered,,,
POHI5,Potentilla,hickmanii,,California,Endangered,,,
ARHO,Arabis,hoffmannii,,California,Endangered,,,
ARMA33,Arabis,macdonaldiana,,California,Endangered,,,
SIFI,Sibara,filifolia,,California,Endangered,,,
HEGR2,Helianthemum,greenei,,California,Threatened,,,
ARUR,Arenaria,ursina,,California,Threatened,,,
ARPA7,Arenaria,paludicola,,California,Endangered,,,
SUCA,Suaeda,californica,,California,Endangered,,,
CAAL4,Carex,albida,,California,Endangered,,,
CHHO2,Chorizanthe,howellii,,California,Endangered,,,
CHOR,Chorizanthe,orcuttiana,,California,Endangered,,,
CHRO,Chorizanthe,robusta,,California,Endangered,,,
DOLE,Dodecahema,leptoceras,,California,Endangered,,,
CHVA,Chorizanthe,valida,,California,Endangered,,,
CHHO3,Chamaesyce,hooveri,,California,Threatened,,,
PSBA,Pseudobahia,bahiifolia,,California,Endangered,,,
PSPE,Pseudobahia,peirsonii,,California,Threatened,,,
ERLA8,Eriophyllum,latilobum,,California,Endangered,,,
BLBA,Blennosperma,bakeri,,California,Endangered,,,
TACA5,Taraxacum,californicum,,California,Endangered,,,
DECO13,Deinandra,conjugens,,California,Threatened,,,
HOMA,Holocarpha,macradenia,,California,Threatened,,,
CILO,Cirsium,loncholepis,,California,Endangered,,,
ERCO39,Eryngium,constancei,,California,Endangered,,,
ACIL,Acanthomintha,ilicifolia,,California,Threatened,,,
TUGR,Tuctoria,greenei,,California,Endangered,,,
VECA9,Verbena,californica,,California,Threatened,,,
ERTE14,Erysimum,teretifolium,,California,Endangered,,,
ERME5,Erysimum,menziesii,,California,Endangered,,,
LIMA6,Lithophragma,maximum,,California,Endangered,,,
MOCO7,Monolopia,congdonii,,California,Endangered,,,
ERCA7,Eriodictyon,capitatum,,California,Endangered,,,
whocra,Grus,americana,,Colorado,Endangered,,except where EXPN,
eskcur,Numenius,borealis,,Colorado,Endangered,,,
lyn_can,Lynx,canadensis,,Colorado,Threatened,,Contiguous U.S. DPS,
pipplo,Charadrius,melodus,,Colorado,Threatened,,except Great Lakes watershed,
can_lup,Canis,lupus,,Colorado,Endangered,,U.S.A. All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
PEDE22,Penstemon,debilis,,Colorado,Threatened,,,
PEPE25,Penstemon,penlandii,,Colorado,Endangered,,,
LECO10,Lesquerella,congesta,,Colorado,Threatened,,,
SCGL3,Sclerocactus,glaucus,,Colorado,Threatened,,,
PEKN2,Pediocactus,knowltonii,,Colorado,Endangered,,,
SCME4,Sclerocactus,mesae-verdae,,Colorado,Threatened,,,
SPDI6,Spiranthes,diluvialis,,Colorado,Threatened,,,
ASHU,Astragalus,humillimus,,Colorado,Endangered,,,
ASOS,Astragalus,osterhoutii,,Colorado,Endangered,,,
EUPE10,Eutrema,penlandii,,Colorado,Threatened,,,
PHFO2,Phacelia,formosula,,Colorado,Endangered,,,
IPPO,Ipomopsis,polyantha,,Colorado,Endangered,,,
PHOB,Physaria,obcordata,,Colorado,Threatened,,,
ERPE10,Eriogonum,pelinophilum,,Colorado,Endangered,,,
eskcur,Numenius,borealis,,Connecticut,Endangered,,,
pipplo,Charadrius,melodus,,Connecticut,Threatened,,except Great Lakes watershed,
can_lup,Canis,lupus,,Connecticut,Endangered,,U.S.A. All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
SCAM,Schwalbea,americana,,Connecticut,Endangered,,,
AGAC,Agalinis,acuta,,Connecticut,Endangered,,,
ISME2,Isotria,medeoloides,,Connecticut,Threatened,,,
eskcur,Numenius,borealis,,Deleware,Endangered,,,
can_lup,Canis,lupus,,Deleware,Endangered,,U.S.A. All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
AMPU2,Amaranthus,pumilus,,Deleware,Threatened,,,
RHKN,Rhynchospora,knieskernii,,Deleware,Threatened,,,
SCAM,Schwalbea,americana,,Deleware,Endangered,,,
OXCA2,Oxypolis,canbyi,,Deleware,Endangered,,,
AEVI3,Aeschynomene,virginica,,Deleware,Threatened,,,
HEBU,Helonias,bullata,,Deleware,Threatened,,,
ISME2,Isotria,medeoloides,,Deleware,Threatened,,,
can_lup,Canis,lupus,,District of Columbia,Endangered,,U.S.A. All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
eskcur,Numenius,borealis,,District of Columbia,Endangered,,,
ISME2,Isotria,medeoloides,,District of Columbia,Threatened,,,
can_lup,Canis,lupus,,Florida,Endangered,,U.S.A. All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
myo_gri,Myotis,grisescens,,Florida,Endangered,,,
eskcur,Numenius,borealis,,Florida,Endangered,,,
pipplo,Charadrius,melodus,,Florida,Threatened,,except Great Lakes watershed,
flsjay,Aphelocoma,coerulescens,,Florida,Threatened,,,
woosto,Mycteria,americana,,Florida,Endangered,,AL FL GA SC,
bacwar,Vermivora,bachmanii,,Florida,Endangered,,,
recwoo,Picoides,borealis,,Florida,Endangered,,,
CHFL8,Chrysopsis,floridana,,Florida,Endangered,,,
NOBR,Nolina,brittoniana,,Florida,Endangered,,,
HAFL3,Harperocallis,flava,,Florida,Endangered,,,
CARO15,Campanula,robinsiae,,Florida,Endangered,,,
MAAL7,Macbridea,alba,,Florida,Threatened,,,
LIOH,Liatris,ohlingerae,,Florida,Endangered,,,
BOGR5,Bonamia,grandiflora,,Florida,Threatened,,,
PIIO,Pinguicula,ionantha,,Florida,Threatened,,,
SIPO,Silene,polypetala,,Florida,Endangered,,,
SCAM,Schwalbea,americana,,Florida,Endangered,,,
CHPY2,Chionanthus,pygmaeus,,Florida,Endangered,,,
RIEC,Ribes,echinellum,,Florida,Threatened,,,
CRAV,Crotalaria,avonensis,,Florida,Endangered,,,
HYCU,Hypericum,cumulicola,,Florida,Endangered,,,
JARE,Jacquemontia,reclinata,,Florida,Endangered,,,
THCO5,Thalictrum,cooleyi,,Florida,Endangered,,,
GASM,Galactia,smallii,,Florida,Endangered,,,
DICH4,Dicerandra,christmanii,,Florida,Endangered,,,
DIIM,Dicerandra,immaculata,,Florida,Endangered,,,
DICO5,Dicerandra,cornutissima,,Florida,Endangered,,,
DIFR,Dicerandra,frutescens,,Florida,Endangered,,,
WACA,Warea,carteri,,Florida,Endangered,,,
DEPU6,Deeringothamnus,pulchellus,,Florida,Endangered,,,
ASTE11,Asimina,tetramera,,Florida,Endangered,,,
DERU,Deeringothamnus,rugelii,,Florida,Endangered,,,
SPGE,Spigelia,gentianoides,,Florida,Endangered,,,
PRGE,Prunus,geniculata,,Florida,Endangered,,,
POLE8,Polygala,lewtonii,,Florida,Endangered,,,
POSM3,Polygala,smallii,,Florida,Endangered,,,
RHCH5,Rhododendron,chapmanii,,Florida,Endangered,,,
COGL9,Conradina,glabra,,Florida,Endangered,,,
COET,Conradina,etonia,,Florida,Endangered,,,
HAJO,Halophila,johnsonii,,Florida,Threatened,,,
SCFL4,Scutellaria,floridana,,Florida,Threatened,,,
CHGA3,Chamaesyce,garberi,,Florida,Threatened,,,
EUTE6,Euphorbia,telephioides,,Florida,Threatened,,,
TOTA,Torreya,taxifolia,,Florida,Endangered,,,
WAAM,Warea,amplexifolia,,Florida,Endangered,,,
JUCO8,Justicia,cooleyi,,Florida,Endangered,,,
PACH6,Paronychia,chartacea,,Florida,Threatened,,,
ZICE,Ziziphus,celata,,Florida,Endangered,,,
can_lup,Canis,lupus,,Georgia,Endangered,,U.S.A. All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT and WV those portions of AZ NM and TX not included in an experimental population and portions of IA IN IL ND OH OR SD UT and WA Mexico,
myo_gri,Myotis,grisescens,,Georgia,Endangered,,,
myo_sod,Myotis,sodalis,,Georgia,Endangered,,,
eskcur,Numenius,borealis,,Georgia,Endangered,,,
pipplo,Charadrius,melodus,,Georgia,Threatened,,except Great Lakes watershed,
woosto,Mycteria,americana,,Georgia,Endangered,,AL FL GA SC,
bacwar,Vermivora,bachmanii,,Georgia,Endangered,,,
ivbwoo,Campephilus,principalis,,Georgia,Endangered,,,
recwoo,Picoides,borealis,,Georgia,Endangered,,,
AMPU7,Amphianthus,pusillus,,Georgia,Threatened,,,
MAMO3,Marshallia,mohrii,,Georgia,Threatened,,,
SIPO,Silene,polypetala,,Georgia,Endangered,,,
SCAM,Schwalbea,americana,,Georgia,Endangered,,,
ECLA,Echinacea,laevigata,,Georgia,Endangered,,,
OXCA2,Oxypolis,canbyi,,Georgia,Endangered,,,
XYTE,Xyris,tennesseensis,,Georgia,Endangered,,,
HEBU,Helonias,bullata,,Georgia,Threatened,,,
SAOR3,Sarracenia,oreophila,,Georgia,Endangered,,,
ISME2,Isotria,medeoloides,,Georgia,Threatened,,,
ISME3,Isoetes,melanospora,,Georgia,Endangered,,,
ISTE,Isoetes,tegetiformans,,Georgia,Endangered,,,
BAAR,Baptisia,arachnifera,,Georgia,Endangered,,,
SCMO6,Scutellaria,montana,,Georgia,Threatened,,,
SPVI2,Spiraea,virginiana,,Georgia,Threatened,,,
RHMI11,Rhus,michauxii,,Georgia,Endangered,,,
TOTA,Torreya,taxifolia,,Georgia,Endangered,,,
TRPE7,Trillium,persistens,,Georgia,Endangered,,,
TRRE6,Trillium,reliquum,,Georgia,Endangered,,,
SASE9,Sagittaria,secundifolia,,Georgia,Threatened,,,
akekee,Loxops,caeruleirostris,,Hawaii,Endangered,,,
akiapo,Hemignathus,munroi,,Hawaii,Endangered,,,
akikik,Oreomystis,bairdi,,Hawaii,Endangered,,,
shtalb,Phoebastria,albatrus,,Hawaii,Endangered,,,
hawcre,Oreomystis,mana,,Hawaii,Endangered,,,
kakawa,Paroreomyza,flammea,,Hawaii,Endangered,,,
oahala,Paroreomyza,maculata,,Hawaii,Endangered,,,
hawcro,Corvus,hawaiiensis,,Hawaii,Endangered,,,
hawduc,Anas,wyvilliana,,Hawaii,Endangered,,,
layduc,Anas,laysanensis,,Hawaii,Endangered,,,
hawgoo,Branta,sandvicensis,,Hawaii,Endangered,,,
hawhaw,Buteo,solitarius,,Hawaii,Endangered,,,
crehon,Palmeria,dolei,,Hawaii,Endangered,,,
nukupu,Hemignathus,lucidus,,Hawaii,Endangered,,,
kauoo,Moho,braccatus,,Hawaii,Endangered,,,
ou,Psittirostra,psittacea,,Hawaii,Endangered,,,
palila,Loxioides,bailleui,,Hawaii,Endangered,,,
maupar,Pseudonestor,xanthophrys,,Hawaii,Endangered,,,
poouli,Melamprosops,phaeosoma,,Hawaii,Endangered,,,
kamao,Myadestes,myadestinus,,Hawaii,Endangered,,,
puaioh,Myadestes,palmeri,,Hawaii,Endangered,,,
ZAHA,Zanthoxylum,hawaiiense,,Hawaii,Endangered,,,
SOSA4,Solanum,sandwicense,,Hawaii,Endangered,,,
NOBR2,Nothocestrum,breviflorum,,Hawaii,Endangered,,,
NOPE,Nothocestrum,peltatum,,Hawaii,Endangered,,,
CHDE8,Chamaesyce,deppeana,,Hawaii,Endangered,,,
CHEL7,Chamaesyce,eleanoriae,,Hawaii,Endangered,,,
CHHE3,Chamaesyce,herbstii,,Hawaii,Endangered,,,
CHKU,Chamaesyce,kuwaleana,,Hawaii,Endangered,,,
CHRO2,Chamaesyce,rockii,,Hawaii,Endangered,,,
EUHA2,Euphorbia,haeleeleana,,Hawaii,Endangered,,,
MEAD,Melicope,adscendens,,Hawaii,Endangered,,,
MEBA2,Melicope,balloui,,Hawaii,Endangered,,,
MEDE6,Melicope,degeneri,,Hawaii,Endangered,,,
MEHA3,Melicope,haupuensis,,Hawaii,Endangered,,,
MEKN,Melicope,knudsenii,,Hawaii,Endangered,,,
MELY,Melicope,lydgatei,,Hawaii,Endangered,,,
MEMU4,Melicope,mucronulata,,Hawaii,Endangered,,,
MEMU5,Melicope,munroi,,Hawaii,Endangered,,,
MEOV,Melicope,ovalis,,Hawaii,Endangered,,,
MEPA6,Melicope,pallida,,Hawaii,Endangered,,,
MEPA7,Melicope,paniculata,,Hawaii,Endangered,,,
MEPU4,Melicope,puberula,,Hawaii,Endangered,,,
MEQU3,Melicope,quadrangularis,,Hawaii,Endangered,,,
MERE3,Melicope,reflexa,,Hawaii,Endangered,,,
MESA4,Melicope,saint-johnii,,Hawaii,Endangered,,,
MEZA,Melicope,zahlbruckneri,,Hawaii,Endangered,,,
LEAR5,Lepidium,arbuscula,,Hawaii,Endangered,,,
ISHO2,Isodendrion,hosakae,,Hawaii,Endangered,,,
ISLA3,Isodendrion,laurifolium,,Hawaii,Endangered,,,
ISLO2,Isodendrion,longifolium,,Hawaii,Threatened,,,
CAMO15,Canavalia,molokaiensis,,Hawaii,Endangered,,,
CANA4,Canavalia,napaliensis,,Hawaii,Endangered,,,
CESE6,Centaurium,sebaeoides,,Hawaii,Endangered,,,
HECO13,Hedyotis,cookiana,,Hawaii,Endangered,,,
POSA2,Poa,sandvicensis,,Hawaii,Endangered,,,
POMA5,Poa,mannii,,Hawaii,Endangered,,,
DIER3,Diellia,erecta,,Hawaii,Endangered,,,
ADPE2,Adenophorus,periens,,Hawaii,Endangered,,,
GABR,Gardenia,brighamii,,Hawaii,Endangered,,,
GEAR,Geranium,arboreum,,Hawaii,Endangered,,,
CYAC5,Cyanea,acuminata,,Hawaii,Endangered,,,
CYAS,Cyanea,asarifolia,,Hawaii,Endangered,,,
CYDO3,Cyanea,dolichopoda,,Hawaii,Endangered,,,
CYEL8,Cyanea,eleeleensis,,Hawaii,Endangered,,,
CYGL5,Cyanea,glabra,,Hawaii,Endangered,,,
CYHU2,Cyanea,humboldtiana,,Hawaii,Endangered,,,
CYKO3,Cyanea,kolekoleensis,,Hawaii,Endangered,,,
CYKO4,Cyanea,koolauensis,,Hawaii,Endangered,,,
CYKU3,Cyanea,kuhihewa,,Hawaii,Endangered,,,
CYLO5,Cyanea,lobata,,Hawaii,Endangered,,,
CYLO12,Cyanea,longiflora,,Hawaii,Endangered,,,
CYMA12,Cyanea,mannii,,Hawaii,Endangered,,,
CYMC,Cyanea,mceldowneyi,,Hawaii,Endangered,,,
CYPI5,Cyanea,pinnatifida,,Hawaii,Endangered,,,
CYPL7,Cyanea,platyphylla,,Hawaii,Endangered,,,
CYPR8,Cyanea,procera,,Hawaii,Endangered,,,
CYRE8,Cyanea,recta,,Hawaii,Threatened,,,
CYRE10,Cyanea,remyi,,Hawaii,Endangered,,,
CYSH,Cyanea,shipmanii,,Hawaii,Endangered,,,
CYST5,Cyanea,stictophylla,,Hawaii,Endangered,,,
CYST8,Cyanea,st.-johnii,,Hawaii,Endangered,,,
CYSU8,Cyanea,superba,,Hawaii,Endangered,,,
CYTR7,Cyanea,truncata,,Hawaii,Endangered,,,
CYUN5,Cyanea,undulata,,Hawaii,Endangered,,,
CYPA27,Cyrtandra,paliku,,Hawaii,Endangered,,,
CYCR4,Cyrtandra,crenata,,Hawaii,Endangered,,,
CYDE4,Cyrtandra,dentata,,Hawaii,Endangered,,,
CYGI3,Cyrtandra,giffardii,,Hawaii,Endangered,,,
CYLI9,Cyrtandra,limahuliensis,,Hawaii,Threatened,,,
CYMU5,Cyrtandra,munroi,,Hawaii,Endangered,,,
CYOE,Cyrtandra,oenobarba,,Hawaii,Endangered,,,
CYPO4,Cyrtandra,polyantha,,Hawaii,Endangered,,,
CYSU6,Cyrtandra,subumbellata,,Hawaii,Endangered,,,
CYTI,Cyrtandra,tintinnabula,,Hawaii,Endangered,,,
CYVI7,Cyrtandra,viridiflora,,Hawaii,Endangered,,,
PLHA4,Pleomele,hawaiiensis,,Hawaii,Endangered,,,
HIGI,Hibiscadelphus,giffardianus,,Hawaii,Endangered,,,
HIHU,Hibiscadelphus,hualalaiensis,,Hawaii,Endangered,,,
HIWO,Hibiscadelphus,woodii,,Hawaii,Endangered,,,
EXLU,Exocarpos,luteolus,,Hawaii,Endangered,,,
HEST2,Hedyotis,st.-johnii,,Hawaii,Endangered,,,
HICL,Hibiscus,clayi,,Hawaii,Endangered,,,
PINA,Pittosporum,napaliense,,Hawaii,Endangered,,,
OCKI,Ochrosia,kilaueaensis,,Hawaii,Endangered,,,
HAHA4,Haplostachys,haplostachya,,Hawaii,Endangered,,,
MAVI4,Marsilea,villosa,,Hawaii,Endangered,,,
WIHO3,Wilkesia,hobdyi,,Hawaii,Endangered,,,
ISBY,Ischaemum,byrone,,Hawaii,Endangered,,,
LACY,Labordia,cyrtandrae,,Hawaii,Endangered,,,
LAHE3,Labordia,helleri,,Hawaii,Endangered,,,
LALY2,Labordia,lydgatei,,Hawaii,Endangered,,,
LAPU4,Labordia,pumila,,Hawaii,Endangered,,,
LATR4,Labordia,triflora,,Hawaii,Endangered,,,
CEAG,Cenchrus,agrimonioides,,Hawaii,Endangered,,,
HIDI,Hibiscadelphus,distans,,Hawaii,Endangered,,,
COOP,Colubrina,oppositifolia,,Hawaii,Endangered,,,
PTKA,Pteralyxia,kauaiensis,,Hawaii,Endangered,,,
HECO14,Hedyotis,coriacea,,Hawaii,Endangered,,,
PHRA6,Phyllostegia,racemosa,,Hawaii,Endangered,,,
KAKA,Kanaloa,kahoolawensis,,Hawaii,Endangered,,,
KODR,Kokia,drynarioides,,Hawaii,Endangered,,,
KOKA,Kokia,kauaiensis,,Hawaii,Endangered,,,
KOCO2,Kokia,cookei,,Hawaii,Endangered,,,
MYJU,Myrsine,juddii,,Hawaii,Endangered,,,
MYKN,Myrsine,knudsenii,,Hawaii,Endangered,,,
MYLI,Myrsine,linearifolia,,Hawaii,Threatened,,,
MYME2,Myrsine,mezii,,Hawaii,Endangered,,,
BIWI,Bidens,wiebkei,,Hawaii,Endangered,,,
ABME2,Abutilon,menziesii,,Hawaii,Endangered,,,
