Domain_Presence,sp_id,NEON_Species,Source_Species,Range_Source,Very_Limited_Range
D8,bempra2,Bembidion praticola,,Bousquet 2012,
D8,bempse1,Bembidion pseudocautum,,Bousquet 2012,
D8,bempun,Bembidion punctatostriatum,,Bousquet 2012,
D8,bemqua4,Bembidion quadrimaculatum oppositum,,Bousquet 2012,
D8,bemrap,Bembidion rapidum,,Bousquet 2012,
D8,bemrol,Bembidion rolandi,,Bousquet 2012,
D8,bemrot,Bembidion rothfelsi,,Bousquet 2012,
D8,bemruf2,Bembidion rufotinctum,,Bousquet 2012,
D8,bemrup,Bembidion rupicola,,Bousquet 2012,
D8,bemsco,Bembidion scopulinum,,Bousquet 2012,
D8,bemsem4,Bembidion semistriatum,,Bousquet 2012,
D8,bemtet,Bembidion tetracolum tetracolum,,Bousquet 2012,
D8,bemtex,Bembidion texanum,,Bousquet 2012,
D8,bemtra1,Bembidion transparens transparens,,Bousquet 2012,
D8,bemvar,Bembidion variegatum,,Bousquet 2012,
D8,bemver1,Bembidion versicolor,,Bousquet 2012,
D8,bemvir,Bembidion viridicolle,,Bousquet 2012,
D8,blehud,Blethisa hudsonica,,Bousquet 2012,
D8,braadu,Brachinus adustipennis,,Bousquet 2012,
D8,braaeg,Brachinus aeger,,Bousquet 2012,
D8,braale,Brachinus alexiguus,,Bousquet 2012,
D8,braalt,Brachinus alternans,,Bousquet 2012,
D8,braame,Brachinus americanus,,Bousquet 2012,
D8,braatr,Bradycellus atrimedeus,,Bousquet 2012,
D8,brabad,Bradycellus badipennis,,Bousquet 2012,
D8,bracon3,Bradycellus congener,,Bousquet 2012,
D8,bracor,Brachinus cordicollis,,Bousquet 2012,
D8,bracya1,Brachinus cyanipennis,,Bousquet 2012,
D8,bracya2,Brachinus cyanochroaticus,,Bousquet 2012,
D8,brafes,Bradycellus festinans,,Bousquet 2012,
D8,brafum,Brachinus fumans,,Bousquet 2012,
D8,brajan,Brachinus janthinipennis,,Bousquet 2012,
D8,brajav,Brachinus javalinopsis,,Bousquet 2012,
D8,brakan,Brachinus kansanus,,Bousquet 2012,
D8,brakav,Brachinus kavanaughi,,Bousquet 2012,
D8,bralec,Bradycellus lecontei,,Bousquet 2012,
D8,bralug,Bradycellus lugubris,,Bousquet 2012,
D8,bramed,Brachinus medius,,Bousquet 2012,
D8,bramex,Brachinus mexicanus,,Bousquet 2012,
D8,bramic,Brachinus microamericanus,,Bousquet 2012,
D8,braneb,Bradycellus nebulosus,,Bousquet 2012,
D8,braneg2,Bradycellus neglectus,,Bousquet 2012,
D8,branig2,Bradycellus nigriceps,,Bousquet 2012,
D8,branig3,Bradycellus nigrinus,,Bousquet 2012,
D8,braovi,Brachinus ovipennis,,Bousquet 2012,
D8,braoxy,Brachinus oxygonus,,Bousquet 2012,
D8,braper,Brachinus perplexus,,Bousquet 2012,
D8,brapha,Brachinus phaeocerus,,Bousquet 2012,
D8,braqua,Brachinus quadripennis,,Bousquet 2012,
D8,brarug,Brachinus rugipennis,,Bousquet 2012,
D8,brarup,Bradycellus rupestris,,Bousquet 2012,
D8,brasem,Bradycellus semipubescens,,Bousquet 2012,
D8,brasub1,Brachinus sublaevis,,Bousquet 2012,
D8,bratan,Bradycellus tantillus,,Bousquet 2012,
D8,braten,Brachinus tenuicollis,,Bousquet 2012,
D8,bratex,Brachinus texanus,,Bousquet 2012,
D8,bravir1,Brachinus viridipennis,,Bousquet 2012,
D8,calcal2,Callisthenes calidus,Calosoma calidum,Bousquet 2012,
D8,caldec,Calleida decora,,Bousquet 2012,
D8,calext,Calosoma externum,,Bousquet 2012,
D8,calfri,Calosoma frigidum,,Bousquet 2012,
D8,calful,Calleida fulgida,,Bousquet 2012,
D8,calgre,Calathus gregarius,,Bousquet 2012,
D8,calmac,Calosoma macrum,,Bousquet 2012,
D8,calmar,Calosoma marginale,,Bousquet 2012,
D8,calopa,Calathus opaculus,,Bousquet 2012,
D8,calpla2,Calleida platynoides,,Bousquet 2012,
D8,calpun1,Calleida punctata,,Bousquet 2012,
D8,calsal,Calybe sallei,,Bousquet 2012,
D8,calsay,Calosoma sayi,,Bousquet 2012,
D8,calscr,Calosoma scrutator,,Bousquet 2012,
D8,calvir,Calleida viridipennis,,Bousquet 2012,
D8,calwil2,Calosoma wilcoxi,,Bousquet 2012,
D8,carfin,Carabus finitimus,,Bousquet 2012,
D8,cargor,Carabus goryi,,Bousquet 2012,
D8,carsyl,Carabus sylvosus,,Bousquet 2012,
D8,carvin,Carabus vinctus,,Bousquet 2012,
D8,chlaes,Chlaenius aestivus,,Bousquet 2012,
D8,chlamo,Chlaenius amoenus,,Bousquet 2012,
D8,chlbre,Chlaenius brevilabris,,Bousquet 2012,
D8,chlcir,Chlaenius circumcinctus,,Bousquet 2012,
D8,chlcor,Chlaenius cordicollis,,Bousquet 2012,
D8,chlema,Chlaenius emarginatus,,Bousquet 2012,
D8,chlery,Chlaenius erythropus,,Bousquet 2012,
D8,chlflo,Chlaenius floridanus,,Bousquet 2012,
D8,chlfus,Chlaenius fuscicornis,,Bousquet 2012,
D8,chlimp,Chlaenius impunctifrons,,Bousquet 2012,
D8,chllat,Chlaenius laticollis,,Bousquet 2012,
D8,chllit,Chlaenius lithophilus,,Bousquet 2012,
D8,chlneb,Chlaenius nebraskensis,,Bousquet 2012,
D8,chlnem,Chlaenius nemoralis,,Bousquet 2012,
D8,chlnig,Chlaenius niger,,Bousquet 2012,
D8,chloxy,Chlaenius oxygonus,,Bousquet 2012,
D8,chlpen2,Chlaenius pennsylvanicus pennsylvanicus,,Bousquet 2012,
D8,chlpla,Chlaenius platyderus,,Bousquet 2012,
D8,chlpra,Chlaenius prasinus,,Bousquet 2012,
D8,chlpur1,Chlaenius purpureus,,Bousquet 2012,
D8,chlpur2,Chlaenius purpuricollis,,Bousquet 2012,
D8,chlpus,Chlaenius pusillus,,Bousquet 2012,
D8,chlser,Chlaenius sericeus,,Bousquet 2012,
D8,chlsol,Chlaenius solitarius,,Bousquet 2012,
D8,chltom,Chlaenius tomentosus,,Bousquet 2012,
D8,chltri1,Chlaenius tricolor tricolor,,Bousquet 2012,
D8,chlvaf,Chlaenius vafer,,Bousquet 2012,
D8,chlvid,Chlaenius viduus,,Bousquet 2012,
D8,cicanc,Cicindela ancocisconensis,,Bousquet 2012,
D8,cicden2,Cicindela denverensis,,Bousquet 2012,
D8,cicduo,Cicindela duodecimguttata,,Bousquet 2012,
D8,cicfor2,Cicindela formosa generosa,,Bousquet 2012,
D8,cicfor4,Cicindela formosa pigmentosignata,,Bousquet 2012,
D8,cichir6,Cicindela hirticollis hirticollis,,Bousquet 2012,
D8,cichir8,Cicindela hirticollis shelfordi,,Bousquet 2012,
D8,ciclim1,Cicindela limbalis,,Bousquet 2012,
D8,cicmar,Cicindela marginipennis,,Bousquet 2012,TRUE
D8,cicnig1,Cicindela nigrior,,Bousquet 2012,
D8,cicobs4,Cicindela obsoleta vulturina,,Bousquet 2012,
D8,cicoce2,Cicindela ocellata rectilatera,,Bousquet 2012,
D8,cicpat2,Cicindela patruela patruela,,Bousquet 2012,
D8,cicpun1,Cicindela punctulata punctulata,,Bousquet 2012,
D8,cicpur5,Cicindela purpurea purpurea,,Bousquet 2012,
D8,cicrep1,Cicindela repanda repanda,,Bousquet 2012,
D8,cicruf2,Cicindela rufiventris rufiventris,,Bousquet 2012,
D8,cicruf3,Cicindela rufiventris cumatilis,,Bousquet 2012,
D8,cicsch,Cicindela schauppii,,Bousquet 2012,
D8,cicscu2,Cicindela scutellaris lecontei,,Bousquet 2012,
D8,cicscu3,Cicindela scutellaris rugata,,Bousquet 2012,
D8,cicscu5,Cicindela scutellaris scutellaris,,Bousquet 2012,
D8,cicscu6,Cicindela scutellaris unicolor,,Bousquet 2012,
D8,cicsex,Cicindela sexguttata,,Bousquet 2012,
D8,cicspl,Cicindela splendida,,Bousquet 2012,
D8,cictra6,Cicindela tranquebarica tranquebarica,,Bousquet 2012,
D8,cictri2,Cicindela trifasciata ascendens,,Bousquet 2012,
D8,cliacu,Clivina acuducta,,Bousquet 2012,
D8,cliala,Clivina alabama,,Bousquet 2012,TRUE
D8,cliame,Clivina americana,,Bousquet 2012,
D8,cliden,Clivina dentipes,,Bousquet 2012,
D8,cliimp,Clivina impressefrons,,Bousquet 2012,
D8,climor,Clivina morio,,Bousquet 2012,
D8,clipal,Clivina pallida,,Bousquet 2012,
D8,clipla,Clivina planicollis,,Bousquet 2012,
D8,clipun1,Clivina punctigera,,Bousquet 2012,
D8,clirub,Clivina rubicunda,,Bousquet 2012,
D8,cliruf,Clivina rufa,,Bousquet 2012,
D8,clisas,Clivina sasajii,,Bousquet 2012,
D8,clives,Clivina vespertina,,Bousquet 2012,
D8,collud,Colliuris ludoviciana,,Bousquet 2011,
D8,colpen,Colliuris pensylvanica,,Bousquet 2012,
D8,copaer,Coptodera aerata,,Bousquet 2012,
D8,cradub,Cratacanthus dubius,,Bousquet 2012,
D8,cycala1,Cyclotrachelus alabamae,,Bousquet 2012,
D8,cycalt,Cyclotrachelus alternans,,Bousquet 2012,
D8,cycbre,Cyclotrachelus brevoorti,,Bousquet 2012,
D8,cyccon1,Cyclotrachelus constrictus,,Bousquet 2012,
D8,cyccon2,Cyclotrachelus convivus,,Bousquet 2012,
D8,cycfre,Cyclotrachelus freitagi,,Bousquet 2012,
D8,cycfuc,Cyclotrachelus fucatus,,Bousquet 2012,
D8,cycgra1,Cyclotrachelus gravesi,,Bousquet 2012,TRUE
D8,cycher2,Cyclotrachelus heros,,Bousquet 2012,
D8,cychyp,Cyclotrachelus hypherpiformis,,Bousquet 2012,TRUE
D8,cycinc,Cyclotrachelus incisus,,Bousquet 2012,
D8,cyclod,Cyclotrachelus lodingi,,Bousquet 2012,
D8,cycmac,Cyclotrachelus macrovulum,,Bousquet 2012,
D8,cycnon,Cyclotrachelus nonnitens,,Bousquet 2012,
D8,cycpar2,Cyclotrachelus parasodalis,,Bousquet 2012,
D8,cycsex,Cyclotrachelus seximpressus,,Bousquet 2012,
D8,cycsig,Cyclotrachelus sigillatus,,Bousquet 2012,
D8,cycsin,Cyclotrachelus sinus,,Bousquet 2012,
D8,cycsod1,Cyclotrachelus sodalis colossus,,Bousquet 2012,
D8,cycsod2,Cyclotrachelus sodalis sodalis,,Bousquet 2012,
D8,cycsub,Cyclotrachelus substriatus,,Bousquet 2012,
D8,cyctex,Cyclotrachelus texensis,,Bousquet 2012,
D8,cyctor,Cyclotrachelus torvus,,Bousquet 2012,
D8,cycuni,Cyclotrachelus unicolor,,Bousquet 2012,
D8,cycwhi,Cyclotrachelus whitcombi,,Bousquet 2012,
D8,cylcel,Cylindera celeripes,,Bousquet 2012,
D8,cylcur,Cylindera cursitans,,Bousquet 2012,
D8,cyluni,Cylindera unipunctata,,Bousquet 2012,
D8,cymame,Cymindis americana,,Bousquet 2012,
D8,cymcom,Cymindis complanata,,Bousquet 2012,
D8,cymele,Cymindis elegans,,Bousquet 2012,
D8,cymint,Cymindis interior,,Bousquet 2012,
D8,cymlat,Cymindis laticollis,,Bousquet 2012,
D8,cymlim,Cymindis limbata,,Bousquet 2012,
D8,cymneg,Cymindis neglecta,,Bousquet 2012,
D8,cympil,Cymindis pilosa,,Bousquet 2012,
D8,cympla2,Cymindis platicollis,,Bousquet 2012,
D8,cympun2,Cymindis punctigera,,Bousquet 2012,
D8,derimp,Dercylinus impressus,,Bousquet 2012,
D8,dicamb,Dicaelus ambiguus,,Bousquet 2012,
D8,diccre,Dicaelus crenatus,,Bousquet 2012,
D8,dicdil1,Dicaelus dilatatus dilatatus,,Bousquet 2012,
D8,dicdil2,Dicaelus dilatatus sinuatus,,Bousquet 2012,
D8,dicelo,Dicaelus elongatus,,Bousquet 2012,
D8,dicfur1,Dicaelus furvus carinatus,,Bousquet 2012,
D8,dicfur2,Dicaelus furvus furvus,,Bousquet 2012,
D8,diclae,Dicaelus laevipennis laevipennis,,Bousquet 2012,
D8,dicpol,Dicaelus politus,,Bousquet 2012,
D8,dicpur1,Dicaelus purpuratus purpuratus,,Bousquet 2012,
D8,dicpur2,Dicaelus purpuratus splendidus,,Bousquet 2012,
D8,dicscu2,Dicaelus sculptilis sculptilis,,Bousquet 2012,
D8,dicscu3,Dicaelus sculptilis upioides,,Bousquet 2012,
D8,dictet,Dicaelus teter,,Bousquet 2012,
D8,dipass,Diplocheila assimilis,,Bousquet 2012,
D8,dipcro,Diplocheila crossi,,Bousquet 2012,
D8,dipimp,Diplocheila impressicollis,,Bousquet 2012,
D8,dipmaj1,Diplocheila major major,,Bousquet 2012,
D8,dipobt,Diplocheila obtusa,,Bousquet 2012,
D8,dippla,Diplochaetus planatus,,Bousquet 2012,
D8,dipstr,Diplocheila striatopunctata,,Bousquet 2012,
D8,disaeq,Discoderus aequalis,,Bousquet 2012,
D8,disimp,Discoderus impotens,,Bousquet 2012,
D8,dispar1,Discoderus parallelus,,Bousquet 2012,
D8,dropic,Dromius piceus,,Bousquet 2012,
D8,dropru,Dromochorus pruininus,,Bousquet 2012,
D8,dysaen,Dyschirius aeneolus,,Bousquet 2012,
D8,dysaff,Dyschirius affinis,,Bousquet 2012,
D8,dysana,Dyschirius analis,,Bousquet 2012,
D8,dysara,Dyschirius aratus,,Bousquet 2012,
D8,dyscam,Dyschirius campicola,,Bousquet 2012,
D8,dysdej,Dyschirius dejeanii,,Bousquet 2012,
D8,dysery,Dyschirius erythrocerus,,Bousquet 2012,
D8,dysglo,Dyschirius globulosus,,Bousquet 2012,
D8,dyshae,Dyschirius haemorrhoidalis,,Bousquet 2012,
D8,dysint,Dyschirius interior,,Bousquet 2012,
D8,dyspal,Dyschirius pallipennis,,Bousquet 2012,
D8,dyspil,Dyschirius pilosus,,Bousquet 2012,
D8,dyssel,Dyschirius sellatus,,Bousquet 2012,
D8,dysset,Dyschirius setosus,,Bousquet 2012,
D8,dyssph,Dyschirius sphaericollis,,Bousquet 2012,
D8,dyssub2,Dyschirius sublaevis,,Bousquet 2012,
D8,dyster,Dyschirius terminatus,,Bousquet 2012,
D8,dystru,Dyschirius truncatus,,Bousquet 2012,
D8,elaanc,Elaphropus anceps,,Bousquet 2012,
D8,elacal,Elaphrus californicus,,Bousquet 2012,
D8,elacap,Elaphropus capax,,Bousquet 2012,
D8,elacic,Elaphrus cicatricosus,,Bousquet 2012,
D8,elacon1,Elaphropus congener,,Bousquet 2012,
D8,eladol,Elaphropus dolosus,,Bousquet 2012,
D8,elafer,Elaphropus ferrugineus,,Bousquet 2012,
D8,elaful,Elaphrus fuliginosus,,Bousquet 2012,
D8,elagra,Elaphropus granarius,,Bousquet 2012,
D8,elainc,Elaphropus incurvus,,Bousquet 2012,
D8,elalec,Elaphrus lecontei,,Bousquet 2012,
D8,elalin,Elaphrus lindrothi,,Bousquet 2012,
D8,elaneb,Elaphropus nebulosus,,Bousquet 2012,
D8,elaoli,Elaphrus olivaceus,,Bousquet 2012,
D8,elarub,Elaphropus rubricauda,,Bousquet 2012,
D8,elarus,Elaphrus ruscarius,,Bousquet 2012,
D8,elasat,Elaphropus saturatus,,Bousquet 2012,
D8,elatri,Elaphropus tripunctatus,,Bousquet 2012,
D8,elaver,Elaphropus vernicatus,,Bousquet 2012,
D8,elaviv,Elaphropus vivax,,Bousquet 2012,
D8,elaxan,Elaphropus xanthopus,,Bousquet 2012,
D8,ellbla,Ellipsoptera blanda,,Bousquet 2012,
D8,ellcup,Ellipsoptera cuprascens,,Bousquet 2012,
D8,ellgra,Ellipsoptera gratiosa,,Bousquet 2012,
D8,ellham1,Ellipsoptera hamata lacerata,,Bousquet 2012,
D8,elllep,Ellipsoptera lepida,,Bousquet 2012,
D8,ellmac2,Ellipsoptera macra fluviatilis,,Bousquet 2012,
D8,ellmac3,Ellipsoptera macra macra,,Bousquet 2012,
D8,ellnev3,Ellipsoptera nevadica lincolniana,,Bousquet 2012,
D8,eucvar,Eucaerus varicornis,,Bousquet 2012,
D8,euntog2,Eunota togata globicollis,,Bousquet 2012,
D8,euppub,Euphorticus pubescens,,Bousquet 2012,
D8,eurgro,Euryderus grossus,,Bousquet 2012,
D8,evoexa,Evolenes exarata,,Bousquet 2012,
D8,galatr,Galerita atripes,,Bousquet 2012,
D8,galbic,Galerita bicolor,,Bousquet 2012,
D8,galjan,Galerita janus,,Bousquet 2012,
D8,gallec,Galerita lecontei lecontei,,Bousquet 2012,
D8,gashon,Gastrellarius honestus,,Bousquet 2012,
D8,geoinc,Geopinus incrassatus,,Bousquet 2012,
D8,habcir1,Habroscelimorpha circumpicta circumpicta,,Bousquet 2012,
D8,haract,Harpalus actiosus,,Bousquet 2012,
D8,haraff,Harpalus affinis,,Bousquet 2012,
D8,haralt,Hartonymus alternatus,,Bousquet 2012,
D8,haramp,Harpalus amputatus amputatus,,Bousquet 2012,
D8,harcal,Harpalus caliginosus,,Bousquet 2012,
D8,harcom,Harpalus compar,,Bousquet 2012,
D8,hardes,Harpalus desertus,,Bousquet 2012,
D8,harell,Harpalus ellipsis,,Bousquet 2012,
D8,harerr,Harpalus erraticus,,Bousquet 2012,
D8,harery,Harpalus erythropus,,Bousquet 2012,
D8,harfau,Harpalus faunus,,Bousquet 2012,
D8,harfra,Harpalus fraternus,,Bousquet 2012,
D8,hargra,Harpalus gravis,,Bousquet 2012,
D8,harher,Harpalus herbivagus,,Bousquet 2012,
D8,harhoo,Hartonymus hoodi,,Bousquet 2012,
D8,harind1,Harpalus indianus,,Bousquet 2012,
D8,harind2,Harpalus indigens,,Bousquet 2012,
D8,harkat,Harpalus katiae,,Bousquet 2012,
D8,harlat,Harpalus laticeps,,Bousquet 2012,
D8,harpar,Harpalus paratus,,Bousquet 2012,
D8,harpen,Harpalus pensylvanicus,,Bousquet 2012,
D8,harple,Harpalus plenalis,,Bousquet 2012,
D8,harpro1,Harpalus protractus,,Bousquet 2012,
D8,harpro2,Harpalus providens,,Bousquet 2012,
D8,harsom,Harpalus somnulentus,,Bousquet 2012,
D8,harspa,Harpalus spadiceus,,Bousquet 2012,
D8,harvag,Harpalus vagans,,Bousquet 2012,
D8,harven,Harpalus ventralis,,Bousquet 2012,
D8,helcla,Helluomorphoides clairvillei,,Bousquet 2012,
D8,helfer,Helluomorphoides ferrugineus,,Bousquet 2012,
D8,helnig,Helluomorphoides nigripennis,,Bousquet 2012,
D8,helpra1,Helluomorphoides praeustus bicolor,,Bousquet 2012,
D8,helpra3,Helluomorphoides praeustus praeustus,,Bousquet 2012,
D8,heltex,Helluomorphoides texanus,,Bousquet 2012,
D8,lacele,Lachnophorus elegantulus,,Bousquet 2012,
D8,lacpar,Lachnocrepis parallela,,Bousquet 2012,
D8,lebabd2,Lebia abdominalis,,Bousquet 2012,
D8,lebana,Lebia analis,,Bousquet 2012,
D8,lebatr1,Lebia atriceps,,Bousquet 2012,
D8,lebatr2,Lebia atriventris,,Bousquet 2012,
D8,lebbiv,Lebia bivittata,,Bousquet 2012,
D8,lebcol,Lebia collaris,,Bousquet 2012,
D8,lebdiv,Lebia divisa,,Bousquet 2012,
D8,lebesu,Lebia esurialis,,Bousquet 2012,
D8,lebfus,Lebia fuscata,,Bousquet 2012,
D8,lebgra,Lebia grandis,,Bousquet 2012,
D8,lebgut,Lebia guttula,,Bousquet 2012,
D8,leblob,Lebia lobulata,,Bousquet 2012,
D8,lebmar,Lebia marginicollis,,Bousquet 2012,
D8,lebmoe,Lebia moesta,,Bousquet 2012,
D8,leborn,Lebia ornata,,Bousquet 2012,
D8,lebpec,Lebia pectita,,Bousquet 2012,
D8,lebple,Lebia pleuritica,,Bousquet 2012,
D8,lebpul,Lebia pulchella,,Bousquet 2012,
D8,lebpum,Lebia pumila,,Bousquet 2012,
D8,lebsol,Lebia solea,,Bousquet 2012,
D8,lebtri,Lebia tricolor,,Bousquet 2012,
D8,lebvir1,Lebia viridipennis,,Bousquet 2012,
D8,lebvir2,Lebia viridis,,Bousquet 2012,
D8,lebvit,Lebia vittata,,Bousquet 2012,
D8,lepdor,Leptotrachelus dorsalis,,Bousquet 2012,
D8,leppal,Leptotrachelus pallidulus,,Bousquet 2012,
D8,lophal,Lophoglossus haldemanni,,Bousquet 2012,
D8,lopscr,Lophoglossus scrutator,,Bousquet 2012,
D8,lopsub,Lophoglossus substrenuus,,Bousquet 2012,
D8,loptar,Lophoglossus tartaricus,,Bousquet 2012,
D8,loxalg,Loxandrus algidus,,Bousquet 2012,
D8,loxbre,Loxandrus brevicollis,,Bousquet 2012,
D8,loxcel,Loxandrus celer,,Bousquet 2012,
D8,loxcer,Loxandrus cervicalis,,Bousquet 2012,
D8,loxcin,Loxandrus cincinnati,,Bousquet 2012,
D8,loxcir,Loxandrus circulus,,Bousquet 2012,
D8,loxcol,Loxandrus collucens,,Bousquet 2012,
D8,loxcre,Loxandrus crenatus,,Bousquet 2012,
D8,loxdur,Loxandrus duryi,,Bousquet 2012,
D8,loxerr,Loxandrus erraticus,,Bousquet 2012,
D8,loxext,Loxandrus extendus,,Bousquet 2012,
D8,loxflo,Loxandrus floridanus,,Bousquet 2012,
D8,loxgib,Loxandrus gibbus,,Bousquet 2012,
D8,loxluc,Loxandrus lucens,,Bousquet 2012,
D8,loxmic,Loxandrus micans,,Bousquet 2012,TRUE
D8,loxmin,Loxandrus minor,,Bousquet 2012,
D8,loxnit,Loxandrus nitidulus,,Bousquet 2012,
D8,loxpar1,Loxandrus parallelus,,Bousquet 2012,
D8,loxpic1,Loxandrus piceolus,,Bousquet 2012,TRUE
D8,loxpic2,Loxandrus piciventris,,Bousquet 2012,TRUE
D8,loxpro,Loxandrus proximus,,Bousquet 2012,TRUE
D8,loxrec2,Loxandrus rectus,,Bousquet 2012,
D8,loxrob,Loxandrus robustus,,Bousquet 2012,
D8,loxros,Loxandrus rossi,,Bousquet 2012,
D8,loxsac,Loxandrus saccisecundaris,,Bousquet 2012,
D8,loxsap,Loxandrus saphyrinus,,Bousquet 2012,
D8,loxspi,Loxandrus spinilunatus,,Bousquet 2012,TRUE
D8,loxstr,Loxandrus straneoi,,Bousquet 2012,
D8,loxtae,Loxandrus taeniatus,,Bousquet 2012,
D8,loxuni1,Loxandrus uniformis,,Bousquet 2012,
D8,loxuni2,Loxandrus unilobus,,Bousquet 2012,
D8,loxvel1,Loxandrus velocipes,,Bousquet 2012,
D8,loxvul,Loxandrus vulneratus,,Bousquet 2012,
D8,micaen,Micratopus aenescens,,Bousquet 2012,
D8,micbre,Microlestes brevilobus brevilobus,,Bousquet 2012,
D8,micdis,Micrixys distincta,,Bousquet 2012,
D8,miclin2,Microlestes linearis,,Bousquet 2012,
D8,micpus,Microlestes pusio,,Bousquet 2012,
D8,miofla,Mioptachys flavicauda,,Bousquet 2012,
D8,mormon,Morion monilicornis,,Bousquet 2012,
D8,myacor,Myas coracinus,,Bousquet 2012,
D8,myacya,Myas cyanescens,,Bousquet 2012,
D8,neblac2,Nebria lacustris,,Bousquet 2012,
D8,nebpal,Nebria pallipes,,Bousquet 2012,
D8,nemele,Nemotarsus elegans,,Bousquet 2012,
D8,nompyg,Nomius pygmaeus,,Bousquet 2012,
D8,notaen,Notiophilus aeneus,,Bousquet 2012,
D8,notaqu,Notiophilus aquaticus,,Bousquet 2012,
D8,notmac,Notiobia maculicornis,,Bousquet 2012,
D8,notnit1,Notiobia nitidipennis,,Bousquet 2012,
D8,notnov,Notiophilus novemstriatus,,Bousquet 2012,
D8,notpur,Notiobia purpurascens,,Bousquet 2012,
D8,notsay,Notiobia sayi,,Bousquet 2012,
D8,notsem2,Notiophilus semistriatus,,Bousquet 2012,
D8,notter,Notiobia terminata,,Bousquet 2012,
D8,olimic,Olisthopus micans,,Bousquet 2012,
D8,olipar,Olisthopus parmatus,,Bousquet 2012,
D8,olipus,Olisthopus pusio,,Bousquet 2012,TRUE
D8,omoame,Omophron americanum,,Bousquet 2012,
D8,omogro,Omophron grossum,,Bousquet 2012,
D8,omolab,Omophron labiatum,,Bousquet 2012,
D8,omonit,Omophron nitidum,,Bousquet 2012,
D8,omorob,Omophron robustum,,Bousquet 2012,
D8,omotes,Omophron tessellatum,,Bousquet 2012,
D8,oodama,Oodes amaroides,,Bousquet 2012,
D8,oodame,Oodes americanus,,Bousquet 2012,
D8,oodbre,Oodes brevis,,Bousquet 2012,
D8,oodflu,Oodes fluvialis,,Bousquet 2012,
D8,ophpun,Ophonus puncticeps,,Bousquet 2012,
D8,oxypus,Oxypselaphus pusillus,,Bousquet 2012,
D8,pancru,Panagaeus cruciger,,Bousquet 2012,
D8,panfas,Panagaeus fasciatus,,Bousquet 2012,
D8,parbip,Paraclivina bipustulata,,Bousquet 2012,
D8,parfer,Paraclivina ferrea,,Bousquet 2012,
D8,parmar,Paraclivina marginipennis,,Bousquet 2012,
D8,parpos,Paraclivina postica,,Bousquet 2012,
D8,parsti,Paraclivina stigmula,,Bousquet 2012,
D8,pascal,Pasimachus californicus,,Bousquet 2012,
D8,pasdep,Pasimachus depressus,,Bousquet 2012,
D8,pasdup,Pasimachus duplicatus,,Bousquet 2012,
D8,paselo,Pasimachus elongatus,,Bousquet 2012,
D8,pasmar,Pasimachus marginatus,,Bousquet 2012,
D8,pasobs,Pasimachus obsoletus,,Bousquet 2012,
D8,paspun,Pasimachus punctulatus,,Bousquet 2012,
D8,passub1,Pasimachus sublaevis,,Bousquet 2012,
D8,patlon,Patrobus longicornis,,Bousquet 2012,
D8,penfla2,Pentagonica flavipes flavipes,,Bousquet 2012,
D8,penmar,Pentagonica marshalli,,Bousquet 2012,
D8,penpic,Pentagonica picticornis,,Bousquet 2012,
D8,pereph,Pericompsus ephippiatus,,Bousquet 2012,
D8,pernig,Perigona nigriceps,,Bousquet 2012,
D8,perpal,Perigona pallipennis,,Bousquet 2012,
D8,phialt,Philodes alternans,,Bousquet 2012,
D8,phiatr,Philorhizus atriceps,,Bousquet 2012,
D8,phifla,Philodes flavilimbus,,Bousquet 2012,
D8,philon,Philodes longulus,,Bousquet 2012,
D8,phirec,Philodes rectangulus,,Bousquet 2012,
D8,phivir1,Philophuga viridicollis,,Bousquet 2012,
D8,phlsig,Phloeoxena signata,,Bousquet 2012,
D8,piesub,Piesmus submarginatus,,Bousquet 2012,
D8,pioset,Piosoma setosum,,Bousquet 2012,
D8,plaang,Platynus angustatus,,Bousquet 2012,
D8,placin,Platynus cincticollis,,Bousquet 2012,
D8,pladav,Platynus daviesi,,Bousquet 2012,
D8,pladec,Platynus decentis,,Bousquet 2012,
D8,plahyp,Platynus hypolithos,,Bousquet 2012,
D8,plaopa,Platynus opaculus,,Bousquet 2012,
D8,plapar,Platynus parmarginatus,,Bousquet 2012,
D8,platen,Platynus tenuicollis,,Bousquet 2012,
D8,plopal,Plochionus pallens,,Bousquet 2012,
D8,plotim,Plochionus timidus,,Bousquet 2012,
D8,poecha,Poecilus chalcites,,Bousquet 2012,
D8,poeluc,Poecilus lucublandus,,Bousquet 2012,
D8,poesci,Poecilus scitulus,,Bousquet 2012,
D8,pogmex,Pogonodaptus mexicanus,,Bousquet 2012,
D8,pollae,Polyderis laeva,,Bousquet 2012,
D8,polruf,Polyderis rufotestacea,,Bousquet 2012,
D8,porbis,Porotachys bisulcatus,,Bousquet 2012,
D8,pseach,Pseudanophthalmus acherontis,,Bousquet 2012,TRUE
D8,pseala1,Pseudanophthalmus alabamae,,Bousquet 2012,TRUE
D8,pseala2,Pseudanophthalmus aladdini,,Bousquet 2012,TRUE
D8,pseare,Pseudamara arenaria,,Bousquet 2012,
D8,pseass,Pseudanophthalmus assimilis,,Bousquet 2012,TRUE
D8,pseben,Pseudanophthalmus bendermani,,Bousquet 2012,TRUE
D8,psecat1,Pseudanophthalmus catherinae,,Bousquet 2012,TRUE
D8,psecer1,Pseudanophthalmus cerberus cerberus,,Bousquet 2012,TRUE
