"","taxon_id","spp_id","source_id","scientific_name","genus","subgenus","species","subspecies","authority_name","authority_year","itis_number","common_name"
"16","herps","agk_con6","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Agkistrodon contortrix pictigaster","Agkistrodon",NA,"contortrix","pictigaster","Gloyd and Conant",1943,NA,"Trans-Pecos Copperhead"
"17","herps","agk_con7",NA,"Agkistrodon contortrix unknown","Agkistrodon",NA,"contortrix","unknown",NA,NA,NA,NA
"18","herps","agk_pis","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Agkistrodon piscivorus","Agkistrodon",NA,"piscivorus",NA,"Lacepide",1789,NA,"Cottonmouth"
"19","herps","agk_pis2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Agkistrodon piscivorus conanti","Agkistrodon",NA,"piscivorus","conanti","Gloyd",1969,NA,"Florida Cottonmouth"
"20","herps","agk_pis3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Agkistrodon piscivorus leucostoma","Agkistrodon",NA,"piscivorus","leucostoma","Troost",1836,NA,"Western Cottonmouth"
"21","herps","agk_pis4","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Agkistrodon piscivorus piscivorus","Agkistrodon",NA,"piscivorus","piscivorus","Lacepide",1789,NA,"Eastern Cottonmouth"
"22","herps","all_mis","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Alligator mississipiensis","Alligator",NA,"mississipiensis",NA,"Daudin",1801,NA,"American Alligator"
"23","herps","all_mis2",NA,"Alligator mississippiensis","Alligator",NA,"mississippiensis",NA,NA,NA,NA,"American Alligator"
"24","herps","amb_ann","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma annulatum","Ambystoma",NA,"annulatum",NA,"Cope",1886,NA,"Ringed Salamander"
"25","herps","amb_bar","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma barbouri","Ambystoma",NA,"barbouri",NA,"Kraus and Petranka",1989,NA,"Streamside Salamander"
"26","herps","amb_bis","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma bishopi","Ambystoma",NA,"bishopi",NA,"Goin",1950,NA,"Reticulated Flatwoods Salamander"
"27","herps","amb_cal","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma californiense","Ambystoma",NA,"californiense",NA,"Gray",1853,NA,"California Tiger Salamander"
"28","herps","amb_cin","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma cingulatum","Ambystoma",NA,"cingulatum",NA,"Cope",1868,NA,"Frosted Flatwoods Salamander"
"29","herps","amb_gra","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma gracile","Ambystoma",NA,"gracile",NA,"Baird",1859,NA,"Northwestern Salamander"
"30","herps","amb_jef","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma jeffersonianum","Ambystoma",NA,"jeffersonianum",NA,"Green",1827,NA,"Jefferson Salamander"
"31","herps","amb_lat","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma laterale","Ambystoma",NA,"laterale",NA,"Hallowell",1856,NA,"Blue-spotted Salamander"
"32","herps","amb_mab","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma mabeei","Ambystoma",NA,"mabeei",NA,"Bishop",1928,NA,"Mabee's Salamander"
"33","herps","amb_mac","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma macrodactylum","Ambystoma",NA,"macrodactylum",NA,"Baird",1849,NA,"Long-toed Salamander"
"34","herps","amb_mac2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma macrodactylum columbianum","Ambystoma",NA,"macrodactylum","columbianum","Ferguson",1961,NA,"Eastern Long-toed Salamander"
"35","herps","amb_mac3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma macrodactylum croceum","Ambystoma",NA,"macrodactylum","croceum","Russell and Anderson",1956,NA,"Santa Cruz Long-toed"
"36","herps","amb_mac4","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma macrodactylum krausei","Ambystoma",NA,"macrodactylum","krausei","Peters",1882,NA,"Northern Long-toed Salamander"
"37","herps","amb_mac5","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma macrodactylum macrodactylum","Ambystoma",NA,"macrodactylum","macrodactylum","Baird",1849,NA,"Western Long-toed Salamander"
"38","herps","amb_mac6","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma macrodactylum sigillatum","Ambystoma",NA,"macrodactylum","sigillatum","Ferguson",1961,NA,"Southern Long-toed Salamander"
"39","herps","amb_mac7","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma maculatum","Ambystoma",NA,"maculatum",NA,"Shaw",1802,NA,"Spotted Salamander"
"40","herps","amb_mav","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma mavortium","Ambystoma",NA,"mavortium",NA,"Baird",1850,NA,"Barred Tiger Salamander"
"41","herps","amb_mav2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma mavortium diaboli","Ambystoma",NA,"mavortium","diaboli","Dunn",1940,NA,"Gray Tiger Salamander"
"42","herps","amb_mav4","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma mavortium mavortium","Ambystoma",NA,"mavortium","mavortium","Baird",1850,NA,"Barred Tiger Salamander"
"43","herps","amb_mav3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma mavortium melanostictum","Ambystoma",NA,"mavortium","melanostictum","Baird",1860,NA,"Blotched Tiger Salamander"
"44","herps","amb_mav5","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma mavortium nebulosum","Ambystoma",NA,"mavortium","nebulosum","Hallowell",1852,NA,"Arizona Tiger Salamander"
"45","herps","amb_mav6","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma mavortium stebbinsi","Ambystoma",NA,"mavortium","stebbinsi","Lowe",1954,NA,"Sonoran Tiger Salamander"
"46","herps","amb_opa","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma opacum","Ambystoma",NA,"opacum",NA,"Gravenhorst",1807,NA,"Marbled Salamander"
"47","herps","amb_sp.",NA,"Ambystoma sp.","Ambystoma",NA,"sp.",NA,NA,NA,NA,NA
"48","herps","amb_tal","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma talpoideum","Ambystoma",NA,"talpoideum",NA,"Holbrook",1838,NA,"Mole Salamander"
"49","herps","amb_tex","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ambystoma texanum","Ambystoma",NA,"texanum",NA,"Matthes",1855,NA,"Small-mouthed Salamander"
