"","taxon_id","spp_id","source_id","scientific_name","genus","subgenus","species","subspecies","authority_name","authority_year","itis_number","common_name"
"280","herps","cne_neo",NA,"Cnemidophorus neomexicanus","Cnemidophorus",NA,"neomexicanus",NA,NA,NA,NA,"New Mexico Whiptail"
"281","herps","cne_sac",NA,"Cnemidophorus sacki","Cnemidophorus",NA,"sacki",NA,NA,NA,NA,"spotted whiptail"
"282","herps","cne_sex",NA,"Cnemidophorus sexlineatus","Cnemidophorus",NA,"sexlineatus",NA,NA,NA,NA,"Six-lined Racerunner"
"283","herps","cne_sex2",NA,"Cnemidophorus sexlineatus sexlineatus","Cnemidophorus",NA,"sexlineatus","sexlineatus",NA,NA,NA,"Six-lined Racerunner"
"284","herps","cne_tig",NA,"Cnemidophorus tigris","Cnemidophorus",NA,"tigris",NA,NA,NA,NA,"western whiptail"
"285","herps","cne_uni",NA,"Cnemidophorus uniparens","Cnemidophorus",NA,"uniparens",NA,NA,NA,NA,"Desert Grassland Whiptail"
"286","herps","col_bre","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coleonyx brevis","Coleonyx",NA,"brevis",NA,"Stejneger",1893,NA,"Texas Banded Gecko"
"287","herps","col_ret","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coleonyx reticulatus","Coleonyx",NA,"reticulatus",NA,"Davis and Dixon",1958,NA,"Reticulate Banded Gecko"
"288","herps","col_swi","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coleonyx switaki","Coleonyx",NA,"switaki",NA,"Murphy",1974,NA,"Switak's Banded Gecko"
"289","herps","col_swi2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coleonyx switaki switaki","Coleonyx",NA,"switaki","switaki","Murphy",1974,NA,"Peninsular Banded Gecko"
"290","herps","col_var","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coleonyx variegatus","Coleonyx",NA,"variegatus",NA,"Baird",1859,NA,"Western Banded Gecko"
"291","herps","col_var2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coleonyx variegatus abbotti","Coleonyx",NA,"variegatus","abbotti","Klauber",1945,NA,"San Diego Banded Gecko"
"292","herps","col_var3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coleonyx variegatus bogerti","Coleonyx",NA,"variegatus","bogerti","Klauber",1945,NA,"Tucson Banded Gecko"
"293","herps","col_var4","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coleonyx variegatus utahensis","Coleonyx",NA,"variegatus","utahensis","Klauber",1945,NA,"Utah Banded Gecko"
"294","herps","col_var5","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coleonyx variegatus variegatus","Coleonyx",NA,"variegatus","variegatus","Baird",1859,NA,"Desert Banded Gecko"
"295","herps","col_bil","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber bilineatus","Coluber",NA,"bilineatus",NA,"Jan",1863,NA,"Sonoran Whipsnake"
"296","herps","col_con","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor","Coluber",NA,"constrictor",NA,"Linnaeus",1758,NA,"North American Racer"
"297","herps","col_con2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor anthicus","Coluber",NA,"constrictor","anthicus","Cope",1862,NA,"Buttermilk Racer"
"298","herps","col_con3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor constrictor","Coluber",NA,"constrictor","constrictor","Linnaeus",1758,NA,"Northern Black Racer"
"299","herps","col_con4","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor etheridgei","Coluber",NA,"constrictor","etheridgei","Wilson",1970,NA,"Tan Racer"
"300","herps","col_con5","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor flaviventris","Coluber",NA,"constrictor","flaviventris","Say",1823,NA,"Eastern Yellow-bellied Racer"
"301","herps","col_con6","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor foxii","Coluber",NA,"constrictor","foxii","Baird and Girard",1853,NA,"Blue Racer"
"302","herps","col_con7","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor helvigularis","Coluber",NA,"constrictor","helvigularis","Auffenberg",1955,NA,"Brown-chinned Racer"
"303","herps","col_con8","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor latrunculus","Coluber",NA,"constrictor","latrunculus","Wilson",1970,NA,"Black-masked Racer"
"304","herps","col_con9","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor mormon","Coluber",NA,"constrictor","mormon","Baird and Girard",1852,NA,"Western Yellow-bellied Racer"
"305","herps","col_con10","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor oaxaca","Coluber",NA,"constrictor","oaxaca","Jan",1863,NA,"Mexican Racer"
"306","herps","col_con11","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor paludicola","Coluber",NA,"constrictor","paludicola","Auffenberg and Babbitt",1953,NA,"Everglades Racer"
"307","herps","col_con12","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber constrictor priapus","Coluber",NA,"constrictor","priapus","Dunn and Wood",1939,NA,"Southern Black Racer"
"308","herps","col_fla","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber flagellum","Coluber",NA,"flagellum",NA,"Shaw",1802,NA,"Coachwhip"
"309","herps","col_fla2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber flagellum cingulum","Coluber",NA,"flagellum","cingulum","Lowe and Woodin",1954,NA,"Sonoran Coachwhip"
"310","herps","col_fla3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber flagellum flagellum","Coluber",NA,"flagellum","flagellum","Shaw",1802,NA,"Eastern Coachwhip"
"311","herps","col_fla4","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber flagellum lineatulus","Coluber",NA,"flagellum","lineatulus","Smith",1941,NA,"Lined Coachwhip"
"312","herps","col_fla5","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber flagellum piceus","Coluber",NA,"flagellum","piceus","Cope",1892,NA,"Red Racer"
"313","herps","col_fla6","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber flagellum ruddocki","Coluber",NA,"flagellum","ruddocki","Brattstrom and Warren",1953,NA,"San Joaquin Coachwhip"
"314","herps","col_fla7","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber flagellum testaceus","Coluber",NA,"flagellum","testaceus","Say",1823,NA,"Western Coachwhip"
"315","herps","col_ful","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber fuliginosus","Coluber",NA,"fuliginosus",NA,"Cope",1895,NA,"Baja California Coachwhip"
"316","herps","col_lat","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber lateralis","Coluber",NA,"lateralis",NA,"Hallowell",1853,NA,"Striped Racer"
"317","herps","col_lat2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber lateralis euryxanthus","Coluber",NA,"lateralis","euryxanthus","Riemer",1954,NA,"Alameda Striped Racer"
"318","herps","col_lat3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber lateralis lateralis","Coluber",NA,"lateralis","lateralis","Hallowell",1853,NA,"California Striped Racer"
"319","herps","col_sch","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber schotti","Coluber",NA,"schotti",NA,"Baird and Girard",1853,NA,"Schott's Whipsnake"
"320","herps","col_sch2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber schotti ruthveni","Coluber",NA,"schotti","ruthveni","Ortenburger",1923,NA,"Ruthven's Whipsnake"
"321","herps","col_sch3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber schotti schotti","Coluber",NA,"schotti","schotti","Baird and Girard",1853,NA,"Schott's Whipsnake"
"322","herps","col_tae","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber taeniatus","Coluber",NA,"taeniatus",NA,"Hallowell",1852,NA,"Striped Whipsnake"
"323","herps","col_tae2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber taeniatus girardi","Coluber",NA,"taeniatus","girardi","Stejneger and Barbour",1917,NA,"Central Texas Whipsnake"
"324","herps","col_tae3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coluber taeniatus taeniatus","Coluber",NA,"taeniatus","taeniatus","Hallowell",1852,NA,"Desert Striped Whipsnake"
"325","herps","con_imp","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coniophanes imperialis","Coniophanes",NA,"imperialis",NA,"Baird and Girard",1859,NA,"Regal Black-striped Snake"
"326","herps","con_imp2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Coniophanes imperialis imperialis","Coniophanes",NA,"imperialis","imperialis","Baird and Girard",1859,NA,"Tamaulipan Black-striped"
"327","herps","con_ten","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Contia tenuis","Contia",NA,"tenuis",NA,"Baird and Girard",1852,NA,"Sharp-tailed Snake"
"328","herps","cop_tex","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Cophosaurus texanus","Cophosaurus",NA,"texanus",NA,"Troschel",1852,NA,"Greater Earless Lizard"
"329","herps","cop_tex2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Cophosaurus texanus scitulus","Cophosaurus",NA,"texanus","scitulus","Peters",1951,NA,"Chihuahuan Greater Earless Lizard"
"330","herps","cop_tex3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Cophosaurus texanus texanus","Cophosaurus",NA,"texanus","texanus","Troschel",1852,NA,"Texas Greater Earless Lizard"
"331","herps","cra_aug","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Craugastor augusti","Craugastor",NA,"augusti",NA,"Dugis",1879,NA,"Barking Frog"
"332","herps","cra_aug2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Craugastor augusti cactorum","Craugastor",NA,"augusti","cactorum","Taylor",1939,NA,"Western Barking Frog"
"333","herps","cra_aug3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Craugastor augusti latrans","Craugastor",NA,"augusti","latrans","Cope",1880,NA,"Balcones Barking Frog"
"334","herps","cro_acu","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crocodylus acutus","Crocodylus",NA,"acutus",NA,"Cuvier",1807,NA,"American Crocodile"
"335","herps","cro_ada","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus adamanteus","Crotalus",NA,"adamanteus",NA,"Palisot de Beauvois",1799,NA,"Eastern Diamond-backed"
"336","herps","cro_atr","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus atrox","Crotalus",NA,"atrox",NA,"Baird and Girard",1853,NA,"Western Diamond-backed Rattlesnake"
"337","herps","cro_cer","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus cerastes","Crotalus",NA,"cerastes",NA,"Hallowell",1854,NA,"Sidewinder"
"338","herps","cro_cer2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus cerastes cerastes","Crotalus",NA,"cerastes","cerastes","Hallowell",1854,NA,"Mohave Desert Sidewinder"
"339","herps","cro_cer3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus cerastes cercobombus","Crotalus",NA,"cerastes","cercobombus","Savage and Cliff",1953,NA,"Sonoran Sidewinder"
"340","herps","cro_cer4","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus cerastes laterorepens","Crotalus",NA,"cerastes","laterorepens","Klauber",1944,NA,"Colorado Desert Sidewinder"
"341","herps","cro_cer5","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus cerberus","Crotalus",NA,"cerberus",NA,"Coues",1875,NA,"Arizona Black Rattlesnake"
"342","herps","cro_hor","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus horridus","Crotalus",NA,"horridus",NA,"Linnaeus",1758,NA,"Timber Rattlesnake"
"343","herps","cro_lep","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus lepidus","Crotalus",NA,"lepidus",NA,"Kennicott",1861,NA,"Rock Rattlesnake"
"344","herps","cro_lep2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus lepidus klauberi","Crotalus",NA,"lepidus","klauberi","Gloyd",1936,NA,"Banded Rock Rattlesnake"
"345","herps","cro_lep3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus lepidus lepidus","Crotalus",NA,"lepidus","lepidus","Kennicott",1861,NA,"Mottled Rock Rattlesnake"
"346","herps","cro_mit","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus mitchellii","Crotalus",NA,"mitchellii",NA,"Cope",1861,NA,"Speckled Rattlesnake"
"347","herps","cro_mit2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus mitchellii pyrrhus","Crotalus",NA,"mitchellii","pyrrhus","Cope",1867,NA,"Southwestern Speckled Rattlesnake"
"348","herps","cro_mol","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus molossus","Crotalus",NA,"molossus",NA,"Baird and Girard",1853,NA,"Black-tailed Rattlesnake"
"349","herps","cro_mol2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus molossus molossus","Crotalus",NA,"molossus","molossus","Baird and Girard",1853,NA,"Northern Black-tailed"
"350","herps","cro_ore","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus oreganus","Crotalus",NA,"oreganus",NA,"Holbrook",1840,NA,"Western Rattlesnake"
"351","herps","cro_ore2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus oreganus abyssus","Crotalus",NA,"oreganus","abyssus","Klauber",1930,NA,"Grand Canyon Rattlesnake"
"352","herps","cro_ore3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus oreganus concolor","Crotalus",NA,"oreganus","concolor","Woodbury",1929,NA,"Midget Faded Rattlesnake"
"353","herps","cro_ore4","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus oreganus helleri","Crotalus",NA,"oreganus","helleri","Meek",1905,NA,"Southern Pacific Rattlesnake"
"354","herps","cro_ore5","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus oreganus lutosus","Crotalus",NA,"oreganus","lutosus","Klauber",1930,NA,"Great Basin Rattlesnake"
"355","herps","cro_ore6","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus oreganus oreganus","Crotalus",NA,"oreganus","oreganus","Holbrook",1840,NA,"Northern Pacific Rattlesnake"
"356","herps","cro_pri1","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus pricei","Crotalus",NA,"pricei",NA,"Van Denburgh",1895,NA,"Twin-spotted Rattlesnake"
"357","herps","cro_pri2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus pricei pricei","Crotalus",NA,"pricei","pricei","Van Denburgh",1895,NA,"Western Twin-spotted Rattlesnake"
"358","herps","cro_rub","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus ruber","Crotalus",NA,"ruber",NA,"Cope",1892,NA,"Red Diamond Rattlesnake"
"359","herps","cro_scu","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus scutulatus","Crotalus",NA,"scutulatus",NA,"Kennicott",1861,NA,"Mohave Rattlesnake"
"360","herps","cro_scu2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus scutulatus scutulatus","Crotalus",NA,"scutulatus","scutulatus","Kennicott",1861,NA,"Northern Mohave Rattlesnake"
"361","herps","cro_ste","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus stephensi","Crotalus",NA,"stephensi",NA,"Klauber",1930,NA,"Panamint Rattlesnake"
"362","herps","cro_tig","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus tigris","Crotalus",NA,"tigris",NA,"Kennicott",1859,NA,"Tiger Rattlesnake"
"363","herps","cro_vir","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus viridis","Crotalus",NA,"viridis",NA,"Rafinesque",1818,NA,"Prairie Rattlesnake"
"364","herps","cro_vir3",NA,"Crotalus viridis viridis","Crotalus",NA,"viridis","viridis",NA,NA,NA,"Prairie Rattlesnake"
"365","herps","cro_wil","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus willardi","Crotalus",NA,"willardi",NA,"Meek",1905,NA,"Ridge-nosed Rattlesnake"
"366","herps","cro_wil2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus willardi obscurus","Crotalus",NA,"willardi","obscurus","Harris and Simmons",1976,NA,"New Mexico Ridge-"
"367","herps","cro_wil3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotalus willardi willardi","Crotalus",NA,"willardi","willardi","Meek",1905,NA,"Arizona Ridge-nosed Rattlesnake"
"368","herps","cro_bic","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotaphytus bicinctores","Crotaphytus",NA,"bicinctores",NA,"Smith and Tanner",1972,NA,"Great Basin Collared Lizard"
"369","herps","cro_col","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotaphytus collaris","Crotaphytus",NA,"collaris",NA,"Say",1823,NA,"Eastern Collared Lizard"
"370","herps","cro_neb","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotaphytus nebrius","Crotaphytus",NA,"nebrius",NA,"Axtell and Montanucci",1977,NA,"Sonoran Collared Lizard"
"371","herps","cro_ret","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotaphytus reticulatus","Crotaphytus",NA,"reticulatus",NA,"Baird",1859,NA,"Reticulate Collared Lizard"
"372","herps","cro_ves","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Crotaphytus vestigium","Crotaphytus",NA,"vestigium",NA,"Smith and Tanner",1972,NA,"Baja California Collared Lizard"
"373","herps","cry_poe","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Cryptoblepharus poecilopleurus","Cryptoblepharus",NA,"poecilopleurus",NA,"Wiegmann",1834,NA,"Pacific Snake-eyed Skink"
"374","herps","cry_all","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Cryptobranchus alleganiensis","Cryptobranchus",NA,"alleganiensis",NA,"Daudin",1803,NA,"Hellbender"
"375","herps","cry_all2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Cryptobranchus alleganiensis alleganiensis","Cryptobranchus",NA,"alleganiensis","alleganiensis","Daudin",1803,NA,"Eastern Hellbender"
"376","herps","cry_all3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Cryptobranchus alleganiensis bishopi","Cryptobranchus",NA,"alleganiensis","bishopi","Grobman",1943,NA,"Ozark Hellbender"
"377","herps","cte_pec","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ctenosaura pectinata","Ctenosaura",NA,"pectinata",NA,"Wiegmann",1834,NA,"Mexican Spiny-tailed Iguana"
"378","herps","cte_sim","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Ctenosaura similis","Ctenosaura",NA,"similis",NA,"Gray",1831,NA,"Gray's Spiny-tailed Iguana"
"379","herps","cuo.sp.","http://www.mendeley.com/c/5682760304/g/2058663/fritz-2007-checklist-of-chelonians-of-the-world/","Cuora sp.","Cuora",NA,"sp.",NA,"Gray",1856,"Asian Box Turtles",NA
"380","herps","cuo_tri","http://www.mendeley.com/c/5682760304/g/2058663/fritz-2007-checklist-of-chelonians-of-the-world/","Cuora trifasciata","Cuora",NA,"trifasciata",NA,"Bell",1825,"Chinese Three-striped Box Turtle",NA
"381","herps","cyc_cor","http://www.mendeley.com/c/5682539804/g/2058663/schwartz-1991-amphibians-and-reptiles-of-the-west-indies-descriptions-distributions-and-natural-history/","Cyclura cornuta stejnegeri","Cyclura",NA,"cornuta","stejnegeri","Barbour and Noble",1916,"Mona Ground Iguana",NA
"382","herps","cyc_nub","http://www.mendeley.com/c/5682539804/g/2058663/schwartz-1991-amphibians-and-reptiles-of-the-west-indies-descriptions-distributions-and-natural-history/","Cyclura nubila nubila","Cyclura",NA,"nubila","nubila","Gray",1831,"Cuban Rock Iguana",NA
"383","herps","cyr_sca","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Cyrtopodion scabrum","Cyrtopodion",NA,"scabrum",NA,"Heyden",1827,NA,"Rough-tailed Gecko"
"384","herps","dei_ret","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Deirochelys reticularia","Deirochelys",NA,"reticularia",NA,"Latreille",1801,NA,"Chicken Turtle"
"385","herps","dei_ret2","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Deirochelys reticularia chrysea","Deirochelys",NA,"reticularia","chrysea","Schwartz",1956,NA,"Florida Chicken Turtle"
"386","herps","dei_ret3","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Deirochelys reticularia miaria","Deirochelys",NA,"reticularia","miaria","Schwartz",1956,NA,"Western Chicken Turtle"
"387","herps","dei_ret4","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Deirochelys reticularia reticularia","Deirochelys",NA,"reticularia","reticularia","Latreille",1801,NA,"Eastern Chicken Turtle"
"388","herps","den_aur","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Dendrobates auratus","Dendrobates",NA,"auratus",NA,"Girard",1855,NA,"Green-and-black Poison Dart Frog"
"389","herps","der_cor","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Dermochelys coriacea","Dermochelys",NA,"coriacea",NA,"Vandelli",1761,NA,"Leatherback Sea Turtle"
"390","herps","des_fus2",NA,"Desmognathurs fuscus","Desmognathurs",NA,"fuscus",NA,NA,NA,NA,"Northern dusky salamander"
"391","herps","des_abd","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Desmognathus abditus","Desmognathus",NA,"abditus",NA,"Anderson and Tilley",2003,NA,"Cumberland Dusky Salamander"
"392","herps","des_aen","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Desmognathus aeneus","Desmognathus",NA,"aeneus",NA,"Brown and Bishop",1947,NA,"Seepage Salamander"
"393","herps","des_apa","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Desmognathus apalachicolae","Desmognathus",NA,"apalachicolae",NA,"Means and Karlin",1989,NA,"Apalachicola Dusky"
"394","herps","des_aur","http://www.mendeley.com/catalog/scientific-standard-english-names-amphibians-reptiles-north-america-north-mexico-comments-regarding/","Desmognathus auriculatus","Desmognathus",NA,"auriculatus",NA,"Holbrook",1838,NA,"Southern Dusky Salamander"
