"taxonID","acceptedTaxonID","startUseDate","endUseDate","kingdom","phylum","class","order","family","subfamily","tribe","genus","subgenus","speciesGroup","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","taxonRank","vernacularName","nameAccordingTo","nameAccordingtoID","taxonomicStatus","protocolCategory"
"MIPE","MIPE",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Microtus","Mynomes","","pennsylvanicus","","Microtus pennsylvanicus","Ord","species","Meadow Vole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"MIPI","MIPI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Microtus","Pitymys","","pinetorum","","Microtus pinetorum","Le Conte","species","Woodland Vole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"MIRI","MIRI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Microtus","","","richardsoni","","Microtus richardsoni","DeKay","species","North American Water Vole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"MISP","MISP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Microtus",,"","sp.","","Microtus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"MITO","MITO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Microtus","Mynomes","","townsendii","","Microtus townsendii","Bachman","species","Townsends Vole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"MIXA","MIXA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Microtus","","","xanthognathus","","Microtus xanthognathus","Leach","species","Taiga Vole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"MUMU","MUMU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Muridae","Murinae","","Mus","Mus","","musculus","","Mus musculus","Linnaeus","species","House Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"MUER","MUER",2012-05-01,"","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustelinae","","Mustela","","","erminea","","Mustela erminea","Linnaeus","species","Ermine","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"MUFR","MUFR",2012-05-01,"","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustelinae","","Mustela","","","frenata","","Mustela frenata","Lichtenstein","species","Longtailed Weasel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"MUNI","MUNI",2012-05-01,"","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustelinae","","Mustela","","","nivalis","","Mustela nivalis","Linnaeus","species","Least Weasel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"MUSP","MUSP",2012-05-01,"","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustelinae","","Mustela",,"","sp.","","Mustela sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"MYGA","MYGA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Myodes","","","gapperi","","Myodes gapperi","Vigors","species","Southern Redbacked Vole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"MYRU","MYRU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Myodes","","","rutilus","","Myodes rutilus","Pallas","species","Northern Redbacked Vole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"MYSP","MYSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Myodes",,"","sp.","","Myodes sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NAIN","NAIN",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Dipodidae","Zapodinae","","Napaeozapus","","","insignis","","Napaeozapus insignis","Miller","species","Woodland Jumping Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"NEAN","NEAN",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Neofiber","","","alleni","","Neofiber alleni","True","species","Roundtailed Muskrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NEAL","NEAL",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Neotoma","Neotoma","","albigula","","Neotoma albigula","Hartley","species","Whitethroated Woodrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NECI","NECI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Neotoma","Teonoma","","cinerea","","Neotoma cinerea","Ord","species","Bushytailed Woodrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NEFL","NEFL",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Neotoma","Neotoma","","floridana","","Neotoma floridana","Ord","species","Eastern Woodrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NEFU","NEFU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Neotoma","Neotoma","","fuscipes","","Neotoma fuscipes","Baird","species","Duskyfooted Woodrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NELE","NELE",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Neotoma","Neotoma","","lepida","","Neotoma lepida","Thomas","species","Desert Woodrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NEMA","NEMA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Neotoma","Neotoma","","magister","","Neotoma magister","Baird","species","Allegheny Woodrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NEME","NEME",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Neotoma","Neotoma","","mexicana","","Neotoma mexicana","Baird","species","Mexican Woodrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NEMI","NEMI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Neotoma","Neotoma","","micropus","","Neotoma micropus","Baird","species","Southern Plains Woodrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NESP","NESP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Neotoma",,"","sp.","","Neotoma sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"NEGI","NEGI",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Talpinae","Neurotrichini","Neurotrichus","","","gibbsii","","Neurotrichus gibbsii","Baird","species","Shrewmole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"NOCR","NOCR",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Notiosoricini","Notiosorex","","","crawfordi","","Notiosorex crawfordi","Coues","species","Crawfords Gray Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"OCNU","OCNU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Ochrotomys","","","nuttalli","","Ochrotomys nuttalli","Harlan","species","Golden Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"ONZI","ONZI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Ondatra","","","zibethicus","","Ondatra zibethicus","Linnaeus","species","Common Muskrat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"ONAR","ONAR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Onychomys","","","arenicola","","Onychomys arenicola","Mearns","species","Chihuahuan Grasshopper Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"ONLE","ONLE",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Onychomys","","","leucogaster","","Onychomys leucogaster","Wied-Neuwied","species","Northern Grasshopper Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"ONSP","ONSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Onychomys",,"","sp.","","Onychomys sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"ONTO","ONTO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Onychomys","","","torridus","","Onychomys torridus","Coues","species","Southern Grasshopper Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"ORPA","ORPA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","","Oryzomys","","","palustris","","Oryzomys palustris","Harlan","species","Marsh Oryzomys","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PABR","PABR",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Scalopinae","Scalopini","Parascalops","","","breweri","","Parascalops breweri","Bachman","species","Hairytailed Mole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"PEAM","PEAM",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathinae","","Perognathus","","","amplus","","Perognathus amplus","Osgood","species","Arizona Pocket Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"PEFA","PEFA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathinae","","Perognathus","","","fasciatus","","Perognathus fasciatus","Wied-Neuwied","species","Olivebacked Pocket Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"PEFV","PEFV",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathinae","","Perognathus","","","flavescens","","Perognathus flavescens","Merriam","species","Plains Pocket Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"PEFL","PEFL",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathinae","","Perognathus","","","flavus","","Perognathus flavus","Baird","species","Silky Pocket Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"PEPA","PEPA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathinae","","Perognathus","","","parvus","","Perognathus parvus","Peale","species","Great Basin Pocket Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"PGSP","PGSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathinae","","Perognathus",,"","sp.","","Perognathus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PEAT","PEAT",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","attwateri","","Peromyscus attwateri","J. A. Allen","species","Texas Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PEBO","PEBO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","boylii","","Peromyscus boylii","Baird","species","Brush Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PECA","PECA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","californicus","","Peromyscus californicus","Gambel","species","California Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PECR","PECR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","crinitus","","Peromyscus crinitus","Merriam","species","Canyon Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PEER","PEER",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","eremicus","","Peromyscus eremicus","Baird","species","Cactus Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PEGO","PEGO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","gossypinus","","Peromyscus gossypinus","Le Conte","species","Cotton Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PELE","PELE",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","leucopus","","Peromyscus leucopus","Rafinesque","species","Whitefooted Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PEMA","PEMA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","maniculatus","","Peromyscus maniculatus","Wagner","species","North American Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PEME","PEME",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","merriami","","Peromyscus merriami","Mearns","species","Merriams Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PENA","PENA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","nasutus","","Peromyscus nasutus","J. A. Allen","species","Northern Rock Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PEPO","PEPO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","polionotus","","Peromyscus polionotus","Wagner","species","Oldfield Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PESP","PESP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus",,"","sp.","","Peromyscus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PETR","PETR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Peromyscus","","","truei","","Peromyscus truei","Shufeldt","species","Pion Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"PHIN","PHIN",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Phenacomys","","","intermedius","","Phenacomys intermedius","Merriam","species","Western Heather Vole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"POFL","POFL",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Podomys","","","floridanus","","Podomys floridanus","Chapman","species","Florida Deermouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"RANO","RANO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Muridae","Murinae","","Rattus","","","norvegicus","","Rattus norvegicus","Berkenhout","species","Brown Rat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"RARA","RARA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Muridae","Murinae","","Rattus","","","rattus","","Rattus rattus","Linnaeus","species","Roof Rat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"RASP","RASP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Muridae","Murinae","","Rattus",,"","sp.","","Rattus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"REFU","REFU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Reithrodontomys","Reithrodontomys","","fulvescens","","Reithrodontomys fulvescens","J. A. Allen","species","Fulvous Harvest Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"REHU","REHU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Reithrodontomys","Reithrodontomys","","humulis","","Reithrodontomys humulis","Audubon and Bachman","species","Eastern Harvest Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"REME","REME",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Reithrodontomys","Reithrodontomys","","megalotis","","Reithrodontomys megalotis","Baird","species","Western Harvest Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"REMO","REMO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Reithrodontomys","Reithrodontomys","","montanus","","Reithrodontomys montanus","Baird","species","Plains Harvest Mouse","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"RESP","RESP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotominae","","Reithrodontomys",,"","sp.","","Reithrodontomys sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"SCAQ","SCAQ",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Scalopinae","Scalopini","Scalopus","","","aquaticus","","Scalopus aquaticus","Linnaeus","species","Eastern Mole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SCLA","SCLA",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Scalopinae","Scalopini","Scapanus","","","latimanus","","Scapanus latimanus","Bachman","species","Broadfooted Mole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SCOR","SCOR",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Scalopinae","Scalopini","Scapanus","","","orarius","","Scapanus orarius","True","species","Coast Mole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SNSP","SNSP",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Scalopinae","Scalopini","Scapanus",,"","sp.","","Scapanus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SCTO","SCTO",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Scalopinae","Scalopini","Scapanus","","","townsendii","","Scapanus townsendii","Bachman","species","Townsends Mole","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
