taxon_id,spp_id,source_id,scientific_name,genus,subgenus,species,subspecies,authority_name,authority_year,itis_number,common_name,species_level_id
beetle,bemcoe,http://www.mendeley.com/research/bishop-museum-arthropod-checklist-query-results-family-carabidae/,Bembidion coecus,Bembidion,,coecus,,Sharp,1903,186094,,
beetle,bemkau,http://www.mendeley.com/research/bishop-museum-arthropod-checklist-query-results-family-carabidae/,Bembidion kauaiensis,Bembidion,,kauaiensis,,Sharp,1903,186098,,
beetle,metmun,http://www.mendeley.com/research/bishop-museum-arthropod-checklist-query-results-family-carabidae/,Metrocidium munroi,Metrocidium,,munroi,,Sharp,1903,,,
beetle,bemmun3,http://www.mendeley.com/research/bishop-museum-arthropod-checklist-query-results-family-carabidae/,Bembidion munroi munroi,Bembidion,,munroi,munroi,Sharp,1903,186101,,
beetle,agrobl,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Agra oblongopunctata,Agra,,oblongopunctata,,Chevrolat,1835,111766,,
beetle,akemar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Akephorus marinus,Akephorus,,marinus,,LeConte,1852,,,
beetle,akeobe,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Akephorus obesus,Akephorus,,obesus,,LeConte,1866,,,
beetle,ambbar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amblycheila baroni,Amblycheila,,baroni,,Rivers,1890,697662,,
beetle,ambcyl,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amblycheila cylindriformis,Amblycheila,,cylindriformis,,Say,1823,697663,,
beetle,ambhov,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amblycheila hoversoni,Amblycheila,,hoversoni,,Gage,1991,697664,,
beetle,ambiri,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amblygnathus iripennis,Amblygnathus,,iripennis,,Say,1823,,,
beetle,ambmex,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amblygnathus mexicanus,Amblygnathus,,mexicanus,,Bates,1882,,,
beetle,ambpic,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amblycheila picolominii,Amblycheila,,picolominii,,Reiche,1839,697665,,
beetle,ambsub,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amblygnathus subtinctus,Amblygnathus,,subtinctus,,LeConte,1866,,,
beetle,amelin,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amerinus linearis,Amerinus,,linearis,,LeConte,1863,110979,,
beetle,anamin,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anatrichis minuta,Anatrichis,,minuta,,Dejean,1831,,,
beetle,ancaen,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anchomenus aeneolus,Anchomenus,,aeneolus,,LeConte,1854,,,
beetle,ancfun,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anchomenus funebris,Anchomenus,,funebris,,LeConte,1854,,,
beetle,ancsch,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anchonoderus schaefferi,Anchonoderus,,schaefferi,,Liebke,1928,110438,,
beetle,anibar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus barberi,Anillinus,,barberi,,Jeannel,1963,109764,,
beetle,anicas,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillaspis caseyi,Anillaspis,,caseyi,,Jeannel,1963,109777,,
beetle,anidoh,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus dohrni,Anillinus,,dohrni,,Ehlers,1884,109772,,
beetle,anidun,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus dunavani,Anillinus,,dunavani,,Jeannel,1963,,,
beetle,anielo,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus elongatus,Anillinus,,elongatus,,Jeannel,1963,109765,,
beetle,aniind,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus indianae,Anillinus,,indianae,,Jeannel,1963,109767,,
beetle,anilon,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus longiceps,Anillinus,,longiceps,,Jeannel,1963,109763,,
beetle,aniste,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus steevesi,Anillinus,,steevesi,,Barr,1996,,,
beetle,anitur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus turneri,Anillinus,,turneri,,Jeannel,1963,109769,,
beetle,anival,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus valentinei,Anillinus,,valentinei,,Jeannel,1963,,,
beetle,anivir,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Anillinus virginiae,Anillinus,,virginiae,,Jeannel,1963,109768,,
beetle,apemar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apenes marginalis,Apenes,,marginalis,,Dejean,1821,111568,,
beetle,apepor,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apenes portoricensis,Apenes,,portoricensis,,Darlington,1939,111571,,
beetle,apract,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apristus actuosus,Apristus,,actuosus,,Casey,1920,111699,,
beetle,apragi,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apristus agitatus,Apristus,,agitatus,,Casey,1920,111702,,
beetle,aprcep,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apristus cephalus,Apristus,,cephalus,,Casey,1920,111695,,
beetle,aprcon,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apristus constrictus,Apristus,,constrictus,,Casey,1920,111691,,
beetle,aprlir,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apristus liratus,Apristus,,liratus,,Casey,1920,111701,,
beetle,aprnev,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apristus nevadensis,Apristus,,nevadensis,,Casey,1920,111697,,
beetle,aprpug,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apristus pugetanus,Apristus,,pugetanus,,Casey,1920,111693,,
beetle,aprtho,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apristus thoracicus,Apristus,,thoracicus,,Casey,1920,111700,,
beetle,aprtuc,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Apristus tuckeri,Apristus,,tuckeri,,Casey,1920,111698,,
beetle,ardmor,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Ardistomis morio,Ardistomis,,morio,,Dejean,1831,109663,,
beetle,ardobl,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Ardistomis obliquatus,Ardistomis,,obliquatus,,Putzeys,1846,,,
beetle,ardsch,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Ardistomis schaumii,Ardistomis,,schaumii,,LeConte,1857,,,
beetle,asaala,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Asaphidion alaskanum,Asaphidion,,alaskanum,,Wickham,1919,109783,,
beetle,asafla,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Asaphidion flavipes,Asaphidion,,flavipes,,Linnaeus,1761,109785,,
beetle,asayuk,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Asaphidion yukonense,Asaphidion,,yukonense,,Wickham,1919,109784,,
beetle,aspaer,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Aspidoglossa aerata,Aspidoglossa,,aerata,,Putzeys,1846,109668,,
beetle,aspsub,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Aspidoglossa subangulata,Aspidoglossa,,subangulata,,Chaudoir,1843,,,
beetle,aspvul,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Aspidoglossa vulnerata,Aspidoglossa,,vulnerata,,Putzeys,1846,109669,,
beetle,atrpub,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Atranus pubescens,Atranus,,pubescens,,Dejean,1828,110440,,
beetle,axibip,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus biplagiatus,Axinopalpus,,biplagiatus,,Dejean,1825,111704,,
beetle,axical,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus californicus,Axinopalpus,,californicus,,Motschulsky,1845,111705,,
beetle,axicol,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus coloradensis,Axinopalpus,,coloradensis,,Casey,1920,111709,,
beetle,axidem,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus demissus,Axinopalpus,,demissus,,Casey,1920,111710,,
beetle,axiden,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus denticulatus,Axinopalpus,,denticulatus,,Hatch,1949,111712,,
beetle,axifus,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus fusciceps,Axinopalpus,,fusciceps,,LeConte,1851,111706,,
beetle,axihab,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus habilis,Axinopalpus,,habilis,,Casey,1920,111708,,
beetle,axiill,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus illectus,Axinopalpus,,illectus,,Casey,1920,111707,,
beetle,axipra,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus pratti,Axinopalpus,,pratti,,Hatch,1949,111713,,
beetle,axiuta,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus utahensis,Axinopalpus,,utahensis,,Tanner,1928,111711,,
beetle,axivit,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Axinopalpus vittatus,Axinopalpus,,vittatus,,Hatch,1949,111714,,
beetle,aztsch,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Aztecarpalus schaefferi,Aztecarpalus,,schaefferi,,Ball,1970,,,
beetle,bemadm,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion admirandum,Bembidion,,admirandum,,Sharp,1903,186090,,
beetle,bemadv,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion advena,Bembidion,,advena,,Sharp,1903,186091,,
beetle,bemato,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion atomarium,Bembidion,,atomarium,,Sharp,1903,186092,,
beetle,bemaur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion auratum,Bembidion,,auratum,,Perkins,1917,186093,,
beetle,bemdar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion darlingtoni,Bembidion,,darlingtoni,,Mutchler,1934,110097,,
beetle,bemful,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion fulgens,Bembidion,,fulgens,,Sharp,1903,186096,,
beetle,bemign,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion ignicola,Bembidion,,ignicola,,Blackburn,1879,186097,,
beetle,bemkoe,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion koebelei,Bembidion,,koebelei,,Sharp,1903,,,
beetle,bemnil,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion niloticum batesi,Bembidion,,niloticum,batesi,Putzeys,1875,186105,,
beetle,bempac,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion pacificum,Bembidion,,pacificum,,Blackburn,1878,186106,,
beetle,bempor,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion portoricense,Bembidion,,portoricense,,Darlington,1939,110098,,
beetle,bemrud,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion rude,Bembidion,,rude,,Sharp,1903,186108,,
beetle,bemsma,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion smaragdinum,Bembidion,,smaragdinum,,Sharp,1903,186109,,
beetle,bemspa,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion sparsum,Bembidion,,sparsum,,Bates,1882,110100,,
beetle,bemter,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion teres,Bembidion,,teres,,Blackburn,1881,186110,,
beetle,bemwic,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion wickhami,Bembidion,,wickhami,,Hayward,1897,,,
beetle,blecat,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Blethisa catenaria,Blethisa,,catenaria,,Brown,1944,109560,,
beetle,bledis,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Blemus discus discus,Blemus,,discus,discus,Fabricius,1792,,,
beetle,blejul,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Blethisa julii,Blethisa,,julii,,LeConte,1863,109559,,
beetle,bleore,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Blethisa oregonensis,Blethisa,,oregonensis,,LeConte,1853,109558,,
beetle,blequa,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Blethisa quadricollis,Blethisa,,quadricollis,,Haldeman,1847,,,
beetle,brabru,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Brachinus brunneus,Brachinus,,brunneus,,Castelnau,1834,111800,,
beetle,brasem,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bradycellus semipubescens,Bradycellus,,semipubescens,,Lindroth,1968,111001,,
beetle,calalt,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma alternans,Calosoma,,alternans,,Fabricius,1792,,,
beetle,cliadd,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Clivina addita,Clivina,,addita,,Darlington,1934,109633,,
beetle,colruf,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Colliuris rufipes,Colliuris,,rufipes,,Dejean,1825,111526,,
beetle,copsch,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Coptocarpus schaumi,Coptocarpus,,schaumi,,Chaudoir,1882,,,
beetle,coslen,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cosnania lengi,Cosnania,,lengi,,Schaeffer,1910,,,
beetle,coslio,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cosnania lioptera,Cosnania,,lioptera,,Bates,1891,,,
beetle,cospen,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cosnania pensylvanica,Cosnania,,pensylvanica,,Linnaeus,1767,,,
beetle,cospic,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cosnania picta,Cosnania,,picta,,Chaudoir,1843,,,
beetle,cratib,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Craspedonotus tibialis,Craspedonotus,,tibialis,,Schaum,1863,,,
beetle,cylaen,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cylindronotum aeneum,Cylindronotum,,aeneum,,Putzeys,1845,111616,,
beetle,derimp,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Dercylinus impressus,Dercylinus,,impressus,,LeConte,1853,111508,,
beetle,diapol,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Diacheila polita,Diacheila,,polita,,Faldermann,1835,109554,,
beetle,dicobt,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Dicheirus obtusus,Dicheirus,,obtusus,,LeConte,1852,111191,,
beetle,dipema,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Diplochaetus emaciatus,Diplochaetus,,emaciatus,,Bates,1891,110106,,
beetle,diprut,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Diplochaetus rutilus,Diplochaetus,,rutilus,,Chevrolat,1863,110107,,
beetle,disaeq,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus aequalis,Discoderus,,aequalis,,Casey,1914,111378,,
beetle,disamo,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus amoenus,Discoderus,,amoenus,,LeConte,1863,111372,,
beetle,discon,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus congruens,Discoderus,,congruens,,Casey,1914,111379,,
beetle,disdal,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus dallasensis,Discoderus,,dallasensis,,Casey,1924,111383,,
beetle,disimp,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus impotens,Discoderus,,impotens,,LeConte,1858,111370,,
beetle,dislon,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus longicollis,Discoderus,,longicollis,,Casey,1914,,,
beetle,disobs,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus obsidianus,Discoderus,,obsidianus,,Casey,1914,111371,,
beetle,dispap,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus papagonis,Discoderus,,papagonis,,Casey,1924,111381,,
beetle,disper,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus peregrinus,Discoderus,,peregrinus,,Casey,1924,111384,,
beetle,dispin,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus pinguis,Discoderus,,pinguis,,Casey,1884,111375,,
beetle,dissub,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus subviolaceus,Discoderus,,subviolaceus,,Casey,1914,111376,,
beetle,dissym,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus symbolicus,Discoderus,,symbolicus,,Casey,1914,111377,,
beetle,disten,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus tenebrosus,Discoderus,,tenebrosus,,LeConte,1848,111380,,
beetle,distex,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Discoderus texanus,Discoderus,,texanus,,Casey,1924,111382,,
beetle,dropru,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Dromochorus pruininus,Dromochorus,,pruininus,,Casey,1897,,,
beetle,drovel,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Dromochorus velutinigrens,Dromochorus,,velutinigrens,,Johnson,1992,,,
beetle,dryaus,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Drypta australis,Drypta,,australis,,Dejean,1825,,,
beetle,drymas,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Drypta mastersii,Drypta,,mastersii,,MacLeay,1871,186202,,
beetle,dyscar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Dyschirius carri,Dyschirius,,carri,,Bousquet,1996,,,
beetle,dysdej,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Dyschirius dejeanii,Dyschirius,,dejeanii,,Putzeys,1846,,,
beetle,ellacu,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Elliptoleus acutesculptus,Elliptoleus,,acutesculptus,,Bates,1882,,,
beetle,ellbla,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Ellipsoptera blanda,Ellipsoptera,,blanda,,Dejean,1831,,,
beetle,ellcup,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Ellipsoptera cuprascens,Ellipsoptera,,cuprascens,,LeConte,1852,,,
beetle,ellhir,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Ellipsoptera hirtilabris,Ellipsoptera,,hirtilabris,,LeConte,1875,,,
beetle,elllep,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Ellipsoptera lepida,Ellipsoptera,,lepida,,Dejean,1831,,,
beetle,ellwap,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Ellipsoptera wapleri,Ellipsoptera,,wapleri,,LeConte,1875,,,
beetle,endpra,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Endynomena pradieri,Endynomena,,pradieri,,Fairmaire,1849,186206,,
beetle,eucvar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Eucaerus varicornis,Eucaerus,,varicornis,,LeConte,1853,111611,,
beetle,euppub,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Euphorticus pubescens,Euphorticus,,pubescens,,Dejean,1831,110445,,
beetle,eurgro,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Euryderus grossus,Euryderus,,grossus,,Say,1830,111202,,
beetle,evoexa,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Evolenes exarata,Evolenes,,exarata,,Dejean,1831,111506,,
beetle,galmic,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Galerita microcostata,Galerita,,microcostata,,Darlington,1934,111753,,
beetle,gashon,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Gastrellarius honestus,Gastrellarius,,honestus,,Say,1823,,,
beetle,gasuni,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Gastrellarius unicarum,Gastrellarius,,unicarum,,Darlington,1931,,,
beetle,geholy,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Gehringia olympica,Gehringia,,olympica,,Darlington,1933,109354,,
beetle,geoinc,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Geopinus incrassatus,Geopinus,,incrassatus,,Dejean,1829,111186,,
beetle,habpam,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Habroscelimorpha pamphila,Habroscelimorpha,,pamphila,,LeConte,1873,,,
beetle,habstr,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Habroscelimorpha striga,Habroscelimorpha,,striga,,LeConte,1875,,,
beetle,halare,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Halocoryza arenaria,Halocoryza,,arenaria,,Darlington,1939,109637,,
beetle,haralt,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Hartonymus alternatus,Hartonymus,,alternatus,,LeConte,1863,,,
beetle,harhoo,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Hartonymus hoodi,Hartonymus,,hoodi,,Casey,1914,111303,,
beetle,harlei,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Harpalobrachys leiroides,Harpalobrachys,,leiroides,,Motschulsky,1844,111305,,
beetle,helcla,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Helluomorphoides clairvillei,Helluomorphoides,,clairvillei,,Dejean,1831,111761,,
beetle,helfer,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Helluomorphoides ferrugineus,Helluomorphoides,,ferrugineus,,LeConte,1853,111757,,
beetle,hellat,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Helluomorphoides latitarsis,Helluomorphoides,,latitarsis,,Casey,1913,111760,,
beetle,helnig,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Helluomorphoides nigripennis,Helluomorphoides,,nigripennis,,Dejean,1831,111756,,
beetle,helpap,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Helluomorphoides papago,Helluomorphoides,,papago,,Casey,1913,111762,,
beetle,heltex,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Helluomorphoides texanus,Helluomorphoides,,texanus,,LeConte,1853,111759,,
beetle,horspe,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Horologion speokoites,Horologion,,speokoites,,Valentine,1932,,,
beetle,hybflo,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Hybothecus flohri,Hybothecus,,flohri,,Bates,1882,,,
beetle,lacele,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Lachnophorus elegantulus,Lachnophorus,,elegantulus,,Mannerheim,1843,110442,,
beetle,lacleu,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Lachnophorus leucopterus,Lachnophorus,,leucopterus,,Chevrolat,1863,110443,,
beetle,lacpar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Lachnocrepis parallela,Lachnocrepis,,parallela,,Say,1830,,,
beetle,lepdep,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Leptotrachelus depressus,Leptotrachelus,,depressus,,Blatchley,1923,111519,,
beetle,lepdor,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Leptotrachelus dorsalis,Leptotrachelus,,dorsalis,,Fabricius,1801,111518,,
beetle,leppal,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Leptotrachelus pallidulus,Leptotrachelus,,pallidulus,,Motschulsky,1864,111517,,
beetle,licsil,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Licinus silphoides,Licinus,,silphoides,,Rossi,1790,111419,,
beetle,lopgra,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Lophoglossus gravis,Lophoglossus,,gravis,,LeConte,1873,,,
beetle,lophal,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Lophoglossus haldemanni,Lophoglossus,,haldemanni,,LeConte,1848,,,
beetle,lopscr,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Lophoglossus scrutator,Lophoglossus,,scrutator,,LeConte,1848,,,
beetle,lopsub,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Lophoglossus substrenuus,Lophoglossus,,substrenuus,,Csiki,1930,,,
beetle,loptar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Lophoglossus tartaricus,Lophoglossus,,tartaricus,,Say,1823,,,
beetle,lopver,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Lophoglossus vernix,Lophoglossus,,vernix,,Casey,1913,,,
beetle,lordec,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loricera decempunctata,Loricera,,decempunctata,,Eschscholtz,1833,109549,,
beetle,lorfov,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loricera foveata,Loricera,,foveata,,LeConte,1851,,,
beetle,loxacc,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus accelerans,Loxandrus,,accelerans,,Casey,1918,110803,,
beetle,loxadu,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus aduncus,Loxandrus,,aduncus,,Allen,1972,110757,,
beetle,loxagi,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus agilis,Loxandrus,,agilis,,Dejean,1828,110756,,
beetle,loxalg,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus algidus,Loxandrus,,algidus,,Allen,1972,110762,,
beetle,loxcal,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus calathinus,Loxandrus,,calathinus,,LeConte,1878,110786,,
beetle,loxcel,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus celeris,Loxandrus,,celeris,,Dejean,1828,110747,,
beetle,loxcer,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus cervicalis,Loxandrus,,cervicalis,,Casey,1918,110759,,
beetle,loxcin,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus cincinnati,Loxandrus,,cincinnati,,Casey,1924,110779,,
beetle,loxcir,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus circulus,Loxandrus,,circulus,,Allen,1972,110781,,
beetle,loxcol,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus collucens,Loxandrus,,collucens,,Casey,1918,110793,,
beetle,loxcom,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus comptus,Loxandrus,,comptus,,Casey,1918,110788,,
beetle,loxcur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus cursitans,Loxandrus,,cursitans,,Casey,1918,110787,,
beetle,loxdur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus duryi,Loxandrus,,duryi,,Wright,1939,110766,,
beetle,loxerr,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus erraticus,Loxandrus,,erraticus,,Dejean,1828,110775,,
beetle,loxext,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus extendus,Loxandrus,,extendus,,Allen,1972,110753,,
beetle,loxflo,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus floridanus,Loxandrus,,floridanus,,LeConte,1878,110755,,
beetle,loxful,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus fulgens,Loxandrus,,fulgens,,Casey,1918,110790,,
beetle,loxgib,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus gibbus,Loxandrus,,gibbus,,Allen,1972,110776,,
beetle,loxinf,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus infimus,Loxandrus,,infimus,,Bates,1882,110743,,
beetle,loxlat,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Loxandrus lateralis,Loxandrus,,lateralis,,Casey,1918,110784,,
