taxon_id,spp_id,source_id,scientific_name,genus,subgenus,species,subspecies,authority_name,authority_year,itis_number,common_name,species_level_id
beetle,nebpar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria paradisi,Nebria,Boreonebria,paradisi,,Darlington,1931,109529,,
beetle,nebtur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria turmaduodecima,Nebria,Boreonebria,turmaduodecima,,Kavanaugh,1981,,,
beetle,nebgyl1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria gyllenhali castanipes,Nebria,Boreonebria,gyllenhali,castanipes,Kirby,1837,,,
beetle,nebgyl2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria gyllenhali lassenensis,Nebria,Boreonebria,gyllenhali,lassenensis,Kavanaugh,1979,,,
beetle,nebgyl3,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria gyllenhali lindrothi,Nebria,Boreonebria,gyllenhali,lindrothi,Kavanaugh,1979,,,
beetle,pteads,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Pterostichus adstrictus,Pterostichus,Bothriopterus,adstrictus,,Eschscholtz,1823,110510,,
beetle,ptelus,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Pterostichus lustrans,Pterostichus,Bothriopterus,lustrans,,LeConte,1851,110515,,
beetle,pteore,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Pterostichus oregonus,Pterostichus,Bothriopterus,oregonus,,LeConte,1861,110512,,
beetle,ptepen,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Pterostichus pensylvanicus,Pterostichus,Bothriopterus,pensylvanicus,,LeConte,1873,110511,,
beetle,ptemut2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Pterostichus mutus,Pterostichus,Bothriopterus,mutus,,Say,1823,110514,,
beetle,ptetri1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Pterostichus trinarius,Pterostichus,Bothriopterus,trinarius,,Casey,1918,,,
beetle,bemala,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion alaskense,Bembidion,Bracteon,alaskense,,Lindroth,1962,109792,,
beetle,bembal,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion balli,Bembidion,Bracteon,balli,,Lindroth,1962,109797,,
beetle,bemfov,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion foveum,Bembidion,Bracteon,foveum,,Motschulsky,1844,109798,,
beetle,bemhes,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion hesperium,Bembidion,Bracteon,hesperium,,Fall,1910,109790,,
beetle,bemina,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion inaequale,Bembidion,Bracteon,inaequale,,Say,1823,,,
beetle,bemlap,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion lapponicum,Bembidion,Bracteon,lapponicum,,Zetterstedt,1828,109796,,
beetle,bemlev,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion levettei,Bembidion,Bracteon,levettei,,Casey,1918,109787,,
beetle,bemlor,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion lorquinii,Bembidion,Bracteon,lorquinii,,Chaudoir,1868,,,
beetle,bempun,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion punctatostriatum,Bembidion,Bracteon,punctatostriatum,,Say,1823,109794,,
beetle,bemzep,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion zephyrium,Bembidion,Bracteon,zephyrium,,Fall,1910,,,
beetle,bemcol2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion colvillense,Bembidion,Bracteon,colvillense,,Lindroth,1965,109793,,
beetle,bemcar2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bembidion carinula,Bembidion,Bracteon,carinula,,Chaudoir,1868,109795,,
beetle,brafen,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bradycellus fenderi,Bradycellus,Bradycellus,fenderi,,Hatch,1951,110986,,
beetle,amaapr,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara apricaria,Amara,Bradytus,apricaria,,Paykull,1790,110868,,
beetle,amaavi,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara avida,Amara,Bradytus,avida,,Say,1823,110873,,
beetle,amabro,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara browni,Amara,Bradytus,browni,,Lindroth,1968,110871,,
beetle,amaexa,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara exarata,Amara,Bradytus,exarata,,Dejean,1828,110865,,
beetle,amagla,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara glacialis,Amara,Bradytus,glacialis,,Mannerheim,1853,110870,,
beetle,amalat,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara latior,Amara,Bradytus,latior,,Kirby,1837,110867,,
beetle,amalin,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara lindrothi,Amara,Bradytus,lindrothi,,Hieke,1990,,,
beetle,amaneo,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara neomexicana,Amara,Bradytus,neomexicana,,Casey,1924,110927,,
beetle,amasch,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara schwarzi,Amara,Bradytus,schwarzi,,Hayward,1908,110869,,
beetle,amains1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara insignis,Amara,Bradytus,insignis,,Dejean,1831,110876,,
beetle,scacor,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Scaphinotus cordatus,Scaphinotus,Brennus,cordatus,,LeConte,1853,109469,,
beetle,scacre,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Scaphinotus crenatus,Scaphinotus,Brennus,crenatus,,Motschulsky,1859,109477,,
beetle,scaobl,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Scaphinotus obliquus,Scaphinotus,Brennus,obliquus,,LeConte,1868,109467,,
beetle,scaore,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Scaphinotus oreophilus,Scaphinotus,Brennus,oreophilus,,Rivers,1890,109472,,
beetle,scapun,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Scaphinotus punctatus,Scaphinotus,Brennus,punctatus,,LeConte,1859,109474,,
beetle,scariv,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Scaphinotus riversi,Scaphinotus,Brennus,riversi,,Roeschke,1907,109473,,
beetle,scastr,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Scaphinotus striatopunctatus,Scaphinotus,Brennus,striatopunctatus,,Chaudoir,1844,109475,,
beetle,scaven,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Scaphinotus ventricosus,Scaphinotus,Brennus,ventricosus,,Dejean,1831,109476,,
beetle,scasub1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Scaphinotus subtilis,Scaphinotus,Brennus,subtilis,,Schaum,1863,109470,,
beetle,broins,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Broscodera insignis,Broscodera,Broscodera,insignis,,Mannerheim,1852,109580,,
beetle,calfus,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calathus fuscipes fuscipes,Calathus,Calathus,fuscipes,fuscipes,Goeze,1777,,,
beetle,calcir,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida circumcincta,Calleida,Calleida,circumcincta,,Bates,1883,,,
beetle,calcor,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida cordicollis,Calleida,Calleida,cordicollis,,Putzeys,1845,,,
beetle,calfim,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida fimbriata,Calleida,Calleida,fimbriata,,Bates,1883,,,
beetle,calful,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida fulgida,Calleida,Calleida,fulgida,,Dejean,1831,,,
beetle,calobr,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida obrieni,Calleida,Calleida,obrieni,,Mateu,1995,,,
beetle,calpur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida purpurea,Calleida,Calleida,purpurea,,Say,1823,,,
beetle,calvir,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida viridipennis,Calleida,Calleida,viridipennis,,Say,1823,,,
beetle,calpun1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida punctata,Calleida,Calleida,punctata,,LeConte,1848,,,
beetle,calpun2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida punctulata,Calleida,Calleida,punctulata,,Chaudoir,1848,,,
beetle,calstr1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida striata,Calleida,Calleida,striata,,Casey,1913,,,
beetle,calpla1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calleida planulata planulata,Calleida,Calleida,planulata,planulata,LeConte,1858,,,
beetle,caldie,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes dietzii,Callisthenes,Callistenia,dietzii,,Schaeffer,1904,,,
beetle,caldis,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes discors,Callisthenes,Callistenia,discors,,LeConte,1857,,,
beetle,callux,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes luxatus,Callisthenes,Callistenia,luxatus,,Say,1823,,,
beetle,calore,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes oregonus,Callisthenes,Callistenia,oregonus,,Gidaspow,1959,,,
beetle,calsch,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes schaefferi,Callisthenes,Callistenia,schaefferi,,Breuning,1928,,,
beetle,calmon1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes moniliatus,Callisthenes,Callistenia,moniliatus,,LeConte,1852,,,
beetle,calmon2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes monticola,Callisthenes,Callistenia,monticola,,Casey,1897,,,
beetle,calstr2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes striatius,Callisthenes,Callistenia,striatius,,Hatch,1953,,,
beetle,calsub1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes subaeneus,Callisthenes,Callistenia,subaeneus,,Chaudoir,1869,,,
beetle,calsub2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes subasperatus,Callisthenes,Callistenia,subasperatus,,Schaeffer,1915,,,
beetle,calwil1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes wilkesii,Callisthenes,Callistenia,wilkesii,,LeConte,1852,,,
beetle,calpla3,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes placerus,Callisthenes,Callistenia,placerus,,Gidaspow,1959,,,
beetle,chlruf,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius ruficauda,Chlaenius,Callistometus,ruficauda,,Chaudoir,1856,111448,,
beetle,calext,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma externum,Calosoma,Callitropa,externum,,Say,1823,109401,,
beetle,calmac,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma macrum,Calosoma,Callitropa,macrum,,LeConte,1853,109402,,
beetle,calpro2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma protractum,Calosoma,Callitropa,protractum,,LeConte,1862,109403,,
beetle,calaur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma aurocinctum,Calosoma,Calosoma,aurocinctum,,Chaudoir,1850,,,
beetle,calfri,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma frigidum,Calosoma,Calosoma,frigidum,,Kirby,1837,109381,,
beetle,calscr,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma scrutator,Calosoma,Calosoma,scrutator,,Fabricius,1775,109383,,
beetle,calspl,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma splendidum,Calosoma,Calosoma,splendidum,,Dejean,1831,109382,,
beetle,calsyc,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma sycophanta,Calosoma,Calosoma,sycophanta,,Linnaeus,1758,109380,,
beetle,calwil2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma wilcoxi,Calosoma,Calosoma,wilcoxi,,LeConte,1848,109384,,
beetle,calang,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma angulatum,Calosoma,Carabosoma,angulatum,,Chevrolat,1834,109385,,
beetle,calere,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma eremicola,Calosoma,Carabosoma,eremicola,,Fall,1910,109390,,
beetle,calmar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma marginale,Calosoma,Carabosoma,marginale,,Casey,1897,109386,,
beetle,calpar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma parvicolle,Calosoma,Carabosoma,parvicolle,,Fall,1910,109388,,
beetle,calspo,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma sponsum,Calosoma,Carabosoma,sponsum,,Casey,1897,109391,,
beetle,calpro1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma prominens,Calosoma,Carabosoma,prominens,,LeConte,1853,109387,,
beetle,cargor,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Carabus goryi,Carabus,Carabus,goryi,,Dejean,1831,,,
beetle,cargra,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Carabus granulatus granulatus,Carabus,Carabus,granulatus,granulatus,Linnaeus,1758,,,
beetle,carvin,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Carabus vinctus,Carabus,Carabus,vinctus,,Weber,1801,109365,,
beetle,calsay,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Calosoma sayi,Calosoma,Castrida,sayi,,Dejean,1826,109379,,
beetle,bralec,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Bradycellus lecontei,Bradycellus,Catharellus,lecontei,,Csiki,1932,110987,,
beetle,nebcal,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria calva,Nebria,Catonebria,calva,,Kavanaugh,1984,,,
beetle,nebcar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria carri,Nebria,Catonebria,carri,,Kavanaugh,1979,,,
beetle,nebcat,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria catenata,Nebria,Catonebria,catenata,,Casey,1913,,,
beetle,neblab,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria labontei,Nebria,Catonebria,labontei,,Kavanaugh,1984,,,
beetle,nebovi,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria ovipennis,Nebria,Catonebria,ovipennis,,LeConte,1878,109526,,
beetle,nebpur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria purpurata,Nebria,Catonebria,purpurata,,LeConte,1878,109523,,
beetle,nebsie,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria sierrablancae,Nebria,Catonebria,sierrablancae,,Kavanaugh,1984,,,
beetle,nebste,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Nebria steensensis,Nebria,Catonebria,steensensis,,Kavanaugh,1984,,,
beetle,amaaur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara aurata,Amara,Celia,aurata,,Dejean,1828,110889,,
beetle,amabif,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara bifrons,Amara,Celia,bifrons,,Gyllenhal,1810,110882,,
beetle,amabru,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara brunnea,Amara,Celia,brunnea,,Gyllenhal,1810,110885,,
beetle,amacal,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara californica californica,Amara,Celia,californica,californica,Dejean,1828,,,
beetle,amaell,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara ellipsis,Amara,Celia,ellipsis,,Casey,1918,110895,,
beetle,amaerr,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara erratica,Amara,Celia,erratica,,Duftschmid,1812,110893,,
beetle,amafar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara farcta,Amara,Celia,farcta,,LeConte,1855,110890,,
beetle,amahar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara harpalina,Amara,Celia,harpalina,,LeConte,1855,110957,,
beetle,amaida,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara idahoana,Amara,Celia,idahoana,,Casey,1924,,,
beetle,amajuc,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara jucunda,Amara,Celia,jucunda,,Csiki,1929,110919,,
beetle,amalae,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara laevipennis,Amara,Celia,laevipennis,,Kirby,1837,110894,,
beetle,amamus,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara musculis,Amara,Celia,musculis,,Say,1823,110887,,
beetle,amanex,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara nexa,Amara,Celia,nexa,,Casey,1918,110934,,
beetle,amapat,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara patruelis,Amara,Celia,patruelis,,Dejean,1831,110891,,
beetle,amapse,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara pseudobrunnea,Amara,Celia,pseudobrunnea,,Lindroth,1968,110886,,
beetle,amarub,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara rubrica,Amara,Celia,rubrica,,Haldeman,1843,110888,,
beetle,amasin,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara sinuosa,Amara,Celia,sinuosa,,Casey,1918,110883,,
beetle,amasod,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara sodalicia,Amara,Celia,sodalicia,,Casey,1924,,,
beetle,amaten,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara tenebrionella,Amara,Celia,tenebrionella,,Bates,1882,,,
beetle,amatex,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara texana,Amara,Celia,texana,,Putzeys,1866,110956,,
beetle,amavol,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Amara volatilis,Amara,Celia,volatilis,,Casey,1918,110959,,
beetle,seladj,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Selenophorus adjunctus,Selenophorus,Celiamorphus,adjunctus,,Casey,1914,111329,,
beetle,selell,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Selenophorus ellipticus,Selenophorus,Celiamorphus,ellipticus,,Dejean,1829,111319,,
beetle,selfos,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Selenophorus fossulatus,Selenophorus,Celiamorphus,fossulatus,,Dejean,1829,111327,,
beetle,selgra,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Selenophorus granarius,Selenophorus,Celiamorphus,granarius,,Dejean,1829,111320,,
beetle,selmun,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Selenophorus municeps,Selenophorus,Celiamorphus,municeps,,Casey,1924,111348,,
beetle,selnan,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Selenophorus nanulus,Selenophorus,Celiamorphus,nanulus,,Casey,1924,111350,,
beetle,selcon2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Selenophorus contractus,Selenophorus,Celiamorphus,contractus,,Casey,1914,111328,,
beetle,seldis2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Selenophorus discopunctatus,Selenophorus,Celiamorphus,discopunctatus,,Dejean,1829,111354,,
beetle,selsub2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Selenophorus subtropicus,Selenophorus,Celiamorphus,subtropicus,,Casey,1924,111349,,
beetle,chlbre,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius brevilabris,Chlaenius,Chlaeniellus,brevilabris,,LeConte,1848,111473,,
beetle,chlcir,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius circumcinctus,Chlaenius,Chlaeniellus,circumcinctus,,Say,1830,,,
beetle,chlgla,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius glaucus,Chlaenius,Chlaeniellus,glaucus,,LeConte,1856,111474,,
beetle,chlimp,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius impunctifrons,Chlaenius,Chlaeniellus,impunctifrons,,Say,1823,111467,,
beetle,chlneb,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius nebraskensis,Chlaenius,Chlaeniellus,nebraskensis,,LeConte,1856,111479,,
beetle,chlnem,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius nemoralis,Chlaenius,Chlaeniellus,nemoralis,,Say,1823,111470,,
beetle,chlobs,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius obsoletus,Chlaenius,Chlaeniellus,obsoletus,,LeConte,1851,111483,,
beetle,chloxy,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius oxygonus,Chlaenius,Chlaeniellus,oxygonus,,Chaudoir,1843,111471,,
beetle,chlper,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius pertinax,Chlaenius,Chlaeniellus,pertinax,,Casey,1920,111486,,
beetle,chlsim,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius simillimus,Chlaenius,Chlaeniellus,simillimus,,Chaudoir,1856,111475,,
beetle,chlvaf,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius vafer,Chlaenius,Chlaeniellus,vafer,,LeConte,1852,111485,,
beetle,chlvar,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius variabilipes,Chlaenius,Chlaeniellus,variabilipes,,Eschscholtz,1833,111482,,
beetle,chlaes,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius aestivus,Chlaenius,Chlaenius,aestivus,,Say,1823,111452,,
beetle,chlaug,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius augustus,Chlaenius,Chlaenius,augustus,,Newman,1838,,,
beetle,chlazu,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius azurescens,Chlaenius,Chlaenius,azurescens,,Chaudoir,1876,,,
beetle,chlcor,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius cordicollis,Chlaenius,Chlaenius,cordicollis,,Kirby,1837,111446,,
beetle,chlcum,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius cumatilis,Chlaenius,Chlaenius,cumatilis,,LeConte,1851,111449,,
beetle,chlcur,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius cursor,Chlaenius,Chlaenius,cursor,,Chevrolat,1835,,,
beetle,chlery,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius erythropus,Chlaenius,Chlaenius,erythropus,,Germar,1824,111459,,
beetle,chlfus,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius fuscicornis,Chlaenius,Chlaenius,fuscicornis,,Dejean,1831,,,
beetle,chllat,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius laticollis,Chlaenius,Chlaenius,laticollis,,Say,1823,111457,,
beetle,chlpat,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius patruelis,Chlaenius,Chlaenius,patruelis,,LeConte,1844,111450,,
beetle,chlpla,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius platyderus,Chlaenius,Chlaenius,platyderus,,Chaudoir,1856,111455,,
beetle,chlpra,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius prasinus,Chlaenius,Chlaenius,prasinus,,Dejean,1826,111444,,
beetle,chlsol,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius solitarius,Chlaenius,Chlaenius,solitarius,,Say,1823,111445,,
beetle,chlpur1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Chlaenius purpureus,Chlaenius,Chlaenius,purpureus,,Chaudoir,1876,111443,,
beetle,calaff,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes affinis,Callisthenes,Chrysostigma,affinis,,Chaudoir,1843,,,
beetle,calcan,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes cancellatus,Callisthenes,Chrysostigma,cancellatus,,Eschscholtz,1833,,,
beetle,callep,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes lepidus,Callisthenes,Chrysostigma,lepidus,,LeConte,1845,,,
beetle,calobs,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes obsoletus,Callisthenes,Chrysostigma,obsoletus,,Say,1823,,,
beetle,caltep,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes tepidus,Callisthenes,Chrysostigma,tepidus,,LeConte,1852,,,
beetle,calcal2,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes calidus,Callisthenes,Chrysostigma,calidus,,Fabricius,1775,,,
beetle,calsem1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes semilaevis,Callisthenes,Chrysostigma,semilaevis,,LeConte,1852,,,
beetle,calsim1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Callisthenes simplex,Callisthenes,Chrysostigma,simplex,,LeConte,1878,,,
beetle,cicalb,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela albissima,Cicindela,Cicindela,albissima,,Rumpp,1962,697668,,
beetle,cicare,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela arenicola,Cicindela,Cicindela,arenicola,,Rumpp,1967,697671,,
beetle,ciccol,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela columbica,Cicindela,Cicindela,columbica,,Hatch,1938,697679,,
beetle,cicdec,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela decemnotata,Cicindela,Cicindela,decemnotata,,Say,1817,697683,,
beetle,cicduo,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela duodecimgutatta,Cicindela,Cicindela,duodecimgutatta,,Dejean,1825,,,
beetle,ciclat,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela latesignata latesignata,Cicindela,Cicindela,latesignata,latesignata,LeConte,1851,697830,,
beetle,cicneb,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela nebraskana,Cicindela,Cicindela,nebraskana,,Casey,1909,697710,,
beetle,cicpim,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela pimeriana,Cicindela,Cicindela,pimeriana,,LeConte,1866,697723,,
beetle,cicplu,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela plutonica,Cicindela,Cicindela,plutonica,,Casey,1897,697724,,
beetle,cicpug,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela pugetana,Cicindela,Cicindela,pugetana,,Casey,1914,697727,,
beetle,cicsex,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela sexguttata,Cicindela,Cicindela,sexguttata,,Fabricius,1775,109232,,
beetle,cicspl,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela splendida,Cicindela,Cicindela,splendida,,Hentz,1830,697740,,
beetle,cicthe,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela theatina,Cicindela,Cicindela,theatina,,Rotger,1944,697745,,
beetle,cicway,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela waynei,Cicindela,Cicindela,waynei,,Leffler,2001,697753,,
beetle,cicden1,http://www.mendeley.com/research/systematic-list-of-ground-beetles/,Cicindela denikei,Cicindela,Cicindela,denikei,,Brown,1934,697684,,
