family,taxon_id,spp_id,source_id,scientific_name,genus,subgenus,species,subspecies,authority_name,authority_year,itis_number,common_name,species_level_id
Geomyidae,mammal,geo_bre,Wilson_2005,Geomys breviceps,Geomys,,breviceps,,Baird,1855,,Baird's Pocket Gopher.,1
Geomyidae,mammal,geo_bur,Wilson_2005,Geomys bursarius,Geomys,,bursarius,,(Shaw),1800,,Plains Pocket Gopher.,1
Geomyidae,mammal,geo_pin,Wilson_2005,Geomys pinetis,Geomys,,pinetis,,Rafinesque,1817,,Southeastern Pocket Gopher.,1
Sciuridae,mammal,gla_sab,Wilson_2005,Glaucomys sabrinus,Glaucomys,,sabrinus,,Shaw,1801,,Northern Flying Squirrel,1
Sciuridae,mammal,gla_vol,Wilson_2005,Glaucomys volans,Glaucomys,,volans,,Linnaeus,1758,,Southern Flying Squirrel,1
Mustelidae,mammal,gul_gul,Wilson_2005,Gulo gulo,Gulo,,gulo,,Linnaeus,1758,,Wolverine,1
Vespertilionidae,mammal,idi_phy,Wilson_2005,Idionycteris phyllotis,Idionycteris,,phyllotis,,G. M. Allen,1916,,Allen's Big-eared Bat,1
Vespertilionidae,mammal,las_noc,Wilson_2005,Lasionycteris noctivagans,Lasionycteris,,noctivagans,,Le Conte,1831,,Silver-haired Bat,1
Vespertilionidae,mammal,myo_sod,Wilson_2005,Myotis sodalis,Myotis,,sodalis,,Miller and Allen,1928,,Indiana Myotis,1
Vespertilionidae,mammal,las_blo,Wilson_2005,Lasiurus blossevillii,Lasiurus,,blossevillii,,Lesson and Garnot,1826,,Red Bat (known as the Western Red Bat in North America),1
Vespertilionidae,mammal,las_bor,Wilson_2005,Lasiurus borealis,Lasiurus,,borealis,,Müller,1776,,Eastern Red Bat,1
Vespertilionidae,mammal,las_cin,Wilson_2005,Lasiurus cinereus,Lasiurus,,cinereus,,Palisot de Beauvois,1796,,Hoary Bat,1
Vespertilionidae,mammal,las_ega,Wilson_2005,Lasiurus ega,Lasiurus,,ega,,Gervais,1856,,Southern Yellow Bat,1
Vespertilionidae,mammal,las_int,Wilson_2005,Lasiurus intermedius,Lasiurus,,intermedius,,H. Allen,1862,,Northern Yellow Bat,1
Vespertilionidae,mammal,las_sem,Wilson_2005,Lasiurus seminolus,Lasiurus,,seminolus,,Rhoads,1895,,Seminole Bat,1
Cricetidae,mammal,lem_cur,Wilson_2005,Lemmiscus curtatus,Lemmiscus,,curtatus,,Cope,1868,,Sagebrush Vole,1
Cricetidae,mammal,lem_tri,Wilson_2005,Lemmus trimucronatus,Lemmus,,trimucronatus,,Richardson,1825,,Nearctic Brown Lemming,1
Phyllostomidae,mammal,lep_yer,Wilson_2005,Leptonycteris yerbabuenae,Leptonycteris,,yerbabuenae,,Martínez and Villa-R,1940,,Lesser Long-nosed Bat,1
Leporidae,mammal,lep_all,Wilson_2005,Lepus alleni,Lepus,,alleni,,Mearns,1890,,Antelope Jackrabbit,1
Leporidae,mammal,lep_ame,Wilson_2005,Lepus americanus,Lepus,,americanus,,Erxleben,1777,,Snowshoe Hare,1
Leporidae,mammal,lep_cal,Wilson_2005,Lepus californicus,Lepus,,californicus,,Gray,1837,,Black-tailed Jackrabbit,1
Leporidae,mammal,lep_tow,Wilson_2005,Lepus townsendii,Lepus,,townsendii,,Bachman,1839,,White-tailed Jackrabbit,1
Mustelidae,mammal,lon_can,Wilson_2005,Lontra canadensis,Lontra,,canadensis,,Schreber,1777,,North American River Otter,1
Felidae,mammal,lyn_can,Wilson_2005,Lynx canadensis,Lynx,,canadensis,,Kerr,1792,,Canadian Lynx,1
Felidae,mammal,lyn_ruf,Wilson_2005,Lynx rufus,Lynx,,rufus,,Schreber,1777,,Bobcat,1
Phyllostomidae,mammal,mac_cal,Wilson_2005,Macrotus californicus,Macrotus,,californicus,,Baird,1858,,Californian Leaf-nosed Bat,1
Sciuridae,mammal,mar_bro,Wilson_2005,Marmota broweri,Marmota,,broweri,,Hall and Gilmore,1934,,Alaska Marmot,1
Sciuridae,mammal,mar_cal,Wilson_2005,Marmota caligata,Marmota,,caligata,,Eschscholtz,1829,,Hoary Marmot,1
Sciuridae,mammal,mar_fla,Wilson_2005,Marmota flaviventris,Marmota,,flaviventris,,Audubon and Bachman,1841,,Yellow-bellied Marmot,1
Sciuridae,mammal,mar_mon,Wilson_2005,Marmota monax,Marmota,,monax,,Linnaeus,1758,,Woodchuck,1
Mustelidae,mammal,mar_ame,Wilson_2005,Martes americana,Martes,,americana,,Turton,1806,,American Marten,1
Mustelidae,mammal,mar_pen,Wilson_2005,Martes pennanti,Martes,,pennanti,,Erxleben,1777,,Fisher,1
Mephitidae,mammal,mep_mac,Wilson_2005,Mephitis macroura,Mephitis,,macroura,,Lichtenstein,1832,,Hooded Skunk,1
Mephitidae,mammal,mep_mep,Wilson_2005,Mephitis mephitis,Mephitis,,mephitis,,Schreber,1776,,Striped Skunk,1
Heteromyidae,mammal,mic_meg,Wilson_2005,Microdipodops megacephalus,Microdipodops,,megacephalus,,Merriam,1891,,Dark Kangaroo Mouse,1
Cricetidae,mammal,mic_cal,Wilson_2005,Microtus californicus,Microtus,,californicus,,Peale,1848,,California Vole,1
Cricetidae,mammal,mic_can,Wilson_2005,Microtus canicaudus,Microtus,,canicaudus,,Miller,1897,,Gray-tailed Vole,1
Cricetidae,mammal,mic_chr,Wilson_2005,Microtus chrotorrhinus,Microtus,,chrotorrhinus,,Miller,1894,,Rock Vole,1
Cricetidae,mammal,mic_lon,Wilson_2005,Microtus longicaudus,Microtus,,longicaudus,,Merriam,1888,,Long-tailed Vole,1
Cricetidae,mammal,mic_miu,Wilson_2005,Microtus miurus,Microtus,,miurus,,Osgood,1901,,Singing Vole,1
Cricetidae,mammal,mic_mon,Wilson_2005,Microtus montanus,Microtus,,montanus,,Peale,1848,,Montane Vole,1
Cricetidae,mammal,mic_och,Wilson_2005,Microtus ochrogaster,Microtus,,ochrogaster,,Wagner,1842,,Prairie Vole,1
Cricetidae,mammal,mic_oec,Wilson_2005,Microtus oeconomus,Microtus,,oeconomus,,Pallas,1776,,Root Vole,1
Cricetidae,mammal,mic_ore,Wilson_2005,Microtus oregoni,Microtus,,oregoni,,Bachman,1839,,Creeping Vole,1
Cricetidae,mammal,mic_pen,Wilson_2005,Microtus pennsylvanicus,Microtus,,pennsylvanicus,,Ord,1815,,Meadow Vole,1
Cricetidae,mammal,mic_pin,Wilson_2005,Microtus pinetorum,Microtus,,pinetorum,,Le Conte,1830,,Woodland Vole,1
Cricetidae,mammal,mic_ric,Wilson_2005,Microtus richardsoni,Microtus,,richardsoni,,DeKay,1842,,North American Water Vole,1
Cricetidae,mammal,mic_tow,Wilson_2005,Microtus townsendii,Microtus,,townsendii,,Bachman,1839,,Townsend's Vole,1
Cricetidae,mammal,mic_xan,Wilson_2005,Microtus xanthognathus,Microtus,,xanthognathus,,Leach,1815,,Taiga Vole,1
Molossidae,mammal,mol_mol,Wilson_2005,Molossus molossus,Molossus,,molossus,,Pallas,1766,,Pallas's Mastiff Bat,1
Mormoopidae,mammal,mor_meg,Wilson_2005,Mormoops megalophylla,Mormoops,,megalophylla,,Peters,1864,,Peters's Ghost-faced Bat,1
Mustelidae,mammal,mus_erm,Wilson_2005,Mustela erminea,Mustela,,erminea,,Linnaeus,1758,,Ermine,1
Mustelidae,mammal,mus_fre,Wilson_2005,Mustela frenata,Mustela,,frenata,,Lichtenstein,1831,,Long-tailed Weasel,1
Mustelidae,mammal,mus_niv,Wilson_2005,Mustela nivalis,Mustela,,nivalis,,Linnaeus,1766,,Least Weasel,1
Cricetidae,mammal,myo_gap,Wilson_2005,Myodes gapperi,Myodes,,gapperi,,Vigors,1830,,Southern Red-backed Vole,1
Cricetidae,mammal,myo_rut,Wilson_2005,Myodes rutilus,Myodes,,rutilus,,Pallas,1779,,Northern Red-backed Vole,1
Vespertilionidae,mammal,myo_aur,Wilson_2005,Myotis auriculus,Myotis,,auriculus,,Baker and Stains,1955,,Southwestern Myotis,1
Vespertilionidae,mammal,myo_aus,Wilson_2005,Myotis austroriparius,Myotis,,austroriparius,,Rhoads,1897,,Southeastern Myotis,1
Vespertilionidae,mammal,myo_cal,Wilson_2005,Myotis californicus,Myotis,,californicus,,Audubon and Bachman,1842,,Californian Myotis,1
Vespertilionidae,mammal,myo_cil,Wilson_2005,Myotis ciliolabrum,Myotis,,ciliolabrum,,Merriam,1886,,Western Small-footed Myotis,1
Vespertilionidae,mammal,myo_evo,Wilson_2005,Myotis evotis,Myotis,,evotis,,H. Allen,1864,,Long-eared Myotis,1
Vespertilionidae,mammal,myo_gri,Wilson_2005,Myotis grisescens,Myotis,,grisescens,,A. H. Howell,1909,,Gray Myotis,1
Vespertilionidae,mammal,myo_lei,Wilson_2005,Myotis leibii,Myotis,,leibii,,Audubon and Bachman,1842,,Eastern Small-footed Myotis,1
Vespertilionidae,mammal,myo_luc,Wilson_2005,Myotis lucifugus,Myotis,,lucifugus,,Le Conte,1831,,Little Brown Myotis,1
Vespertilionidae,mammal,myo_sep,Wilson_2005,Myotis septentrionalis,Myotis,,septentrionalis,,Trouessart,1897,,Northern Myotis,1
Vespertilionidae,mammal,myo_thy,Wilson_2005,Myotis thysanodes,Myotis,,thysanodes,,Miller,1897,,Fringed Myotis,1
Vespertilionidae,mammal,myo_vel,Wilson_2005,Myotis velifer,Myotis,,velifer,,J. A. Allen,1890,,Cave Myotis,1
Vespertilionidae,mammal,myo_vol,Wilson_2005,Myotis volans,Myotis,,volans,,H. Allen,1866,,Long-legged Myotis,1
Vespertilionidae,mammal,myo_yum,Wilson_2005,Myotis yumanensis,Myotis,,yumanensis,,H. Allen,1864,,Yuma Myotis,1
Dipodidae,mammal,nap_ins,Wilson_2005,Napaeozapus insignis,Napaeozapus,,insignis,,Miller,1891,,Woodland Jumping Mouse,1
Procyonidae,mammal,nas_nar,Wilson_2005,Nasua narica,Nasua,,narica,,Linnaeus,1766,,White-nosed Coati,1
Cricetidae,mammal,neo_all,Wilson_2005,Neofiber alleni,Neofiber,,alleni,,TRUE,1884,,Round-tailed Muskrat,1
Cricetidae,mammal,neo_alb,Wilson_2005,Neotoma albigula,Neotoma,,albigula,,Hartley,1894,,White-throated Woodrat,1
