taxon_id, spp_id, source_id, scientific_name, common_name, order_name, family_name
bird,vinpar1,ebird,Amazona vinacea,Vinaceous-breasted Parrot,Psittaciformes,Psittacidae (Parrots)
bird,yehpar,ebird,Amazona oratrix,Yellow-headed Parrot,Psittaciformes,Psittacidae (Parrots)
bird,yenpar1,ebird,Amazona auropalliata,Yellow-naped Parrot,Psittaciformes,Psittacidae (Parrots)
bird,ywcpar,ebird,Amazona ochrocephala,Yellow-crowned Parrot,Psittaciformes,Psittacidae (Parrots)
bird,renpar1,ebird,Amazona arausiaca,Red-necked Parrot,Psittaciformes,Psittacidae (Parrots)
bird,stlpar1,ebird,Amazona versicolor,St. Lucia Parrot,Psittaciformes,Psittacidae (Parrots)
bird,stvpar1,ebird,Amazona guildingii,St. Vincent Parrot,Psittaciformes,Psittacidae (Parrots)
bird,imppar1,ebird,Amazona imperialis,Imperial Parrot,Psittaciformes,Psittacidae (Parrots)
bird,refpar3,ebird,Deroptyus accipitrinus,Red-fan Parrot,Psittaciformes,Psittacidae (Parrots)
bird,blbpar4,ebird,Triclaria malachitacea,Blue-bellied Parrot,Psittaciformes,Psittacidae (Parrots)
bird,riflem1,ebird,Acanthisitta chloris,Rifleman,Passeriformes,Acanthisittidae (New Zealand Wrens)
bird,buswre1,ebird,Xenicus longipes,Bush Wren,Passeriformes,Acanthisittidae (New Zealand Wrens)
bird,soiwre1,ebird,Xenicus gilviventris,South Island Wren,Passeriformes,Acanthisittidae (New Zealand Wrens)
bird,stiwre1,ebird,Xenicus lyalli,Stephens Island Wren,Passeriformes,Acanthisittidae (New Zealand Wrens)
bird,afrbro1,ebird,Smithornis capensis,African Broadbill,Passeriformes,Calyptomenidae (African and Green Broadbills)
bird,gyhbro1,ebird,Smithornis sharpei,Gray-headed Broadbill,Passeriformes,Calyptomenidae (African and Green Broadbills)
bird,rusbro1,ebird,Smithornis rufolateralis,Rufous-sided Broadbill,Passeriformes,Calyptomenidae (African and Green Broadbills)
bird,grebro1,ebird,Calyptomena viridis,Green Broadbill,Passeriformes,Calyptomenidae (African and Green Broadbills)
bird,hosbro1,ebird,Calyptomena hosii,Hose's Broadbill,Passeriformes,Calyptomenidae (African and Green Broadbills)
bird,whibro1,ebird,Calyptomena whiteheadi,Whitehead's Broadbill,Passeriformes,Calyptomenidae (African and Green Broadbills)
bird,barbro1,ebird,Cymbirhynchus macrorhynchos,Black-and-red Broadbill,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
bird,lotbro1,ebird,Psarisomus dalhousiae,Long-tailed Broadbill,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
bird,sibbro1,ebird,Serilophus lunatus,Silver-breasted Broadbill,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
bird,banbro1,ebird,Eurylaimus javanicus,Banded Broadbill,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
bird,baybro1,ebird,Eurylaimus ochromalus,Black-and-yellow Broadbill,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
bird,watbro1,ebird,Eurylaimus steerii,Wattled Broadbill,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
bird,visbro1,ebird,Eurylaimus samarensis,Visayan Broadbill,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
bird,dusbro1,ebird,Corydon sumatranus,Dusky Broadbill,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
bird,grabro1,ebird,Pseudocalyptomena graueri,Grauer's Broadbill,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills)
bird,sapayo1,ebird,Sapayoa aenigma,Sapayoa,Passeriformes,Sapayoidae (Sapayoa)
bird,velasi1,ebird,Philepitta castanea,Velvet Asity,Passeriformes,Philepittidae (Asities)
bird,schasi1,ebird,Philepitta schlegeli,Schlegel's Asity,Passeriformes,Philepittidae (Asities)
bird,sunasi1,ebird,Neodrepanis coruscans,Sunbird Asity,Passeriformes,Philepittidae (Asities)
bird,yebasi1,ebird,Neodrepanis hypoxantha,Yellow-bellied Asity,Passeriformes,Philepittidae (Asities)
bird,earpit1,ebird,Pitta phayrei,Eared Pitta,Passeriformes,Pittidae (Pittas)
bird,blnpit1,ebird,Pitta nipalensis,Blue-naped Pitta,Passeriformes,Pittidae (Pittas)
bird,blrpit1,ebird,Pitta soror,Blue-rumped Pitta,Passeriformes,Pittidae (Pittas)
bird,runpit1,ebird,Pitta oatesi,Rusty-naped Pitta,Passeriformes,Pittidae (Pittas)
bird,schpit1,ebird,Pitta schneideri,Schneider's Pitta,Passeriformes,Pittidae (Pittas)
bird,giapit1,ebird,Pitta caerulea,Giant Pitta,Passeriformes,Pittidae (Pittas)
bird,blupit1,ebird,Pitta cyanea,Blue Pitta,Passeriformes,Pittidae (Pittas)
bird,banpit3,ebird,Pitta irena,Malayan Banded-Pitta,Passeriformes,Pittidae (Pittas)
bird,banpit4,ebird,Pitta schwaneri,Bornean Banded-Pitta,Passeriformes,Pittidae (Pittas)
bird,banpit2,ebird,Pitta guajana,Javan Banded-Pitta,Passeriformes,Pittidae (Pittas)
bird,babpit1,ebird,Pitta elliotii,Bar-bellied Pitta,Passeriformes,Pittidae (Pittas)
bird,gurpit1,ebird,Pitta gurneyi,Gurney's Pitta,Passeriformes,Pittidae (Pittas)
bird,blhpit1,ebird,Pitta baudii,Blue-headed Pitta,Passeriformes,Pittidae (Pittas)
bird,suppit1,ebird,Pitta superba,Superb Pitta,Passeriformes,Pittidae (Pittas)
bird,ivbpit1,ebird,Pitta maxima,Ivory-breasted Pitta,Passeriformes,Pittidae (Pittas)
bird,blbpit1,ebird,Pitta arquata,Blue-banded Pitta,Passeriformes,Pittidae (Pittas)
bird,garpit1,ebird,Pitta granatina,Garnet Pitta,Passeriformes,Pittidae (Pittas)
bird,bkhpit1,ebird,Pitta ussheri,Black-headed Pitta,Passeriformes,Pittidae (Pittas)
bird,blcpit1,ebird,Pitta venusta,Black-crowned Pitta,Passeriformes,Pittidae (Pittas)
bird,afrpit1,ebird,Pitta angolensis,African Pitta,Passeriformes,Pittidae (Pittas)
bird,grbpit1,ebird,Pitta reichenowi,Green-breasted Pitta,Passeriformes,Pittidae (Pittas)
bird,azbpit1,ebird,Pitta steerii,Azure-breasted Pitta,Passeriformes,Pittidae (Pittas)
bird,hoopit2,ebird,Pitta sordida,Hooded Pitta,Passeriformes,Pittidae (Pittas)
bird,whipit1,ebird,Pitta kochi,Whiskered Pitta,Passeriformes,Pittidae (Pittas)
bird,rebpit1,ebird,Pitta erythrogaster,Red-bellied Pitta,Passeriformes,Pittidae (Pittas)
bird,sulpit1,ebird,Pitta dohertyi,Sula Pitta,Passeriformes,Pittidae (Pittas)
bird,indpit1,ebird,Pitta brachyura,Indian Pitta,Passeriformes,Pittidae (Pittas)
bird,faipit1,ebird,Pitta nympha,Fairy Pitta,Passeriformes,Pittidae (Pittas)
bird,blwpit1,ebird,Pitta moluccensis,Blue-winged Pitta,Passeriformes,Pittidae (Pittas)
bird,manpit1,ebird,Pitta megarhyncha,Mangrove Pitta,Passeriformes,Pittidae (Pittas)
bird,elepit1,ebird,Pitta elegans,Elegant Pitta,Passeriformes,Pittidae (Pittas)
bird,noipit1,ebird,Pitta versicolor,Noisy Pitta,Passeriformes,Pittidae (Pittas)
bird,blfpit1,ebird,Pitta anerythra,Black-faced Pitta,Passeriformes,Pittidae (Pittas)
bird,raipit1,ebird,Pitta iris,Rainbow Pitta,Passeriformes,Pittidae (Pittas)
bird,fasant1,ebird,Cymbilaimus lineatus,Fasciated Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,bamant1,ebird,Cymbilaimus sanctaemariae,Bamboo Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,spbant3,ebird,Hypoedaleus guttatus,Spot-backed Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,giaant2,ebird,Batara cinerea,Giant Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,latant1,ebird,Mackenziaena leachii,Large-tailed Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,tufant1,ebird,Mackenziaena severa,Tufted Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,bltant3,ebird,Frederickena viridis,Black-throated Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,undant2,ebird,Frederickena unduliger,Undulated Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,fulant1,ebird,Frederickena fulva,Fulvous Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,greant1,ebird,Taraba major,Great Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blcant4,ebird,Sakesphorus canadensis,Black-crested Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,sicant1,ebird,Sakesphorus cristatus,Silvery-cheeked Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,gloant1,ebird,Sakesphorus luctuosus,Glossy Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,whbant2,ebird,Biatas nigropectus,White-bearded Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,barant1,ebird,Thamnophilus doliatus,Barred Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rucant1,ebird,Thamnophilus ruficapillus,Rufous-capped Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ruwant2,ebird,Thamnophilus torquatus,Rufous-winged Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,chaant1,ebird,Thamnophilus zarumae,Chapman's Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,bacant2,ebird,Thamnophilus multistriatus,Bar-crested Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,linant1,ebird,Thamnophilus tenuepunctatus,Lined Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,chbant2,ebird,Thamnophilus palliatus,Chestnut-backed Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,colant1,ebird,Thamnophilus bernardi,Collared Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,wesant1,ebird,Thamnophilus atrinucha,Western Slaty-Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blhant2,ebird,Thamnophilus bridgesi,Black-hooded Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,plwant1,ebird,Thamnophilus schistaceus,Plain-winged Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,mocant1,ebird,Thamnophilus murinus,Mouse-colored Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blaant1,ebird,Thamnophilus nigriceps,Black Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,cocant1,ebird,Thamnophilus praecox,Cocha Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,casant1,ebird,Thamnophilus cryptoleucus,Castelnau's Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blgant2,ebird,Thamnophilus nigrocinereus,Blackish-gray Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,norsla1,ebird,Thamnophilus punctatus,Northern Slaty-Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,natsla1,ebird,Thamnophilus stictocephalus,Natterer's Slaty-Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,bolsla1,ebird,Thamnophilus sticturus,Bolivian Slaty-Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,plasla1,ebird,Thamnophilus pelzelni,Planalto Slaty-Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,soosla1,ebird,Thamnophilus ambiguus,Sooretama Slaty-Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,varant1,ebird,Thamnophilus caerulescens,Variable Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,uniant2,ebird,Thamnophilus unicolor,Uniform Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,whsant2,ebird,Thamnophilus aethiops,White-shouldered Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,uplant1,ebird,Thamnophilus aroyae,Upland Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blbant1,ebird,Thamnophilus melanonotus,Black-backed Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,batant2,ebird,Thamnophilus melanothorax,Band-tailed Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,amaant2,ebird,Thamnophilus amazonicus,Amazonian Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,stbant1,ebird,Thamnophilus insignis,Streak-backed Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,acrant1,ebird,Thamnophilus divisorius,Acre Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,peaant1,ebird,Megastictus margaritatus,Pearly Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blabus1,ebird,Neoctantes niger,Black Bushbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rebbus1,ebird,Clytoctantes alixii,Recurve-billed Bushbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ronbus1,ebird,Clytoctantes atrogularis,Rondonia Bushbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rusant1,ebird,Thamnistes anabatinus,Russet Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,spbant5,ebird,Dysithamnus stictothorax,Spot-breasted Antvireo,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,plaant1,ebird,Dysithamnus mentalis,Plain Antvireo,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,stcant1,ebird,Dysithamnus striaticeps,Streak-crowned Antvireo,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,spcant1,ebird,Dysithamnus puncticeps,Spot-crowned Antvireo,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rubant2,ebird,Dysithamnus xanthopterus,Rufous-backed Antvireo,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,bicant4,ebird,Dysithamnus occidentalis,Bicolored Antvireo,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,pluant3,ebird,Dysithamnus plumbeus,Plumbeous Antvireo,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,whsant4,ebird,Dysithamnus leucostictus,White-streaked Antvireo,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,dutant2,ebird,Thamnomanes ardesiacus,Dusky-throated Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,satant1,ebird,Thamnomanes saturninus,Saturnine Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,cinant1,ebird,Thamnomanes caesius,Cinereous Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blsant1,ebird,Thamnomanes schistogynus,Bluish-slate Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,spfant1,ebird,Xenornis setifrons,Spiny-faced Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,pltant1,ebird,Isleria hauxwelli,Plain-throated Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rubant3,ebird,Isleria guttata,Rufous-bellied Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,spwant2,ebird,Pygiptila stellaris,Spot-winged Antshrike,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,chtant1,ebird,Epinecrophylla fulviventris,Checker-throated Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,brbant2,ebird,Epinecrophylla gutturalis,Brown-bellied Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,wheant1,ebird,Epinecrophylla leucophthalma,White-eyed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,sttant2,ebird,Epinecrophylla haematonota,Stipple-throated Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,bnbant1,ebird,Epinecrophylla fjeldsaai,Brown-backed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,fooant1,ebird,Epinecrophylla spodionota,Foothill Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ornant1,ebird,Epinecrophylla ornata,Ornate Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rutant3,ebird,Epinecrophylla erythrura,Rufous-tailed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,pygant1,ebird,Myrmotherula brachyura,Pygmy Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,mouant,ebird,Myrmotherula ignota,Moustached Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,yetant1,ebird,Myrmotherula ambigua,Yellow-throated Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,sclant1,ebird,Myrmotherula sclateri,Sclater's Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,guista1,ebird,Myrmotherula surinamensis,Guianan Streaked-Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,amasta1,ebird,Myrmotherula multostriata,Amazonian Streaked-Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,pacant,ebird,Myrmotherula pacifica,Pacific Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,cheant1,ebird,Myrmotherula cherriei,Cherrie's Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,klaant1,ebird,Myrmotherula klagesi,Klages's Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,stcant4,ebird,Myrmotherula longicauda,Stripe-chested Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,sttant1,ebird,Myrmotherula gularis,Star-throated Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,whfant2,ebird,Myrmotherula axillaris,White-flanked Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,slaant1,ebird,Myrmotherula schisticolor,Slaty Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,risant1,ebird,Myrmotherula sunensis,Rio Suno Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,salant1,ebird,Myrmotherula minor,Salvadori's Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,lowant1,ebird,Myrmotherula longipennis,Long-winged Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,batant3,ebird,Myrmotherula urosticta,Band-tailed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,iheant1,ebird,Myrmotherula iheringi,Ihering's Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rdjant2,ebird,Myrmotherula fluminensis,Rio de Janeiro Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ashant1,ebird,Myrmotherula grisea,Ashy Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,uniant1,ebird,Myrmotherula unicolor,Unicolored Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,alaant1,ebird,Myrmotherula snowi,Alagoas Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,plwant2,ebird,Myrmotherula behni,Plain-winged Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,gryant1,ebird,Myrmotherula menetriesii,Gray Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,leaant1,ebird,Myrmotherula assimilis,Leaden Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,banant2,ebird,Dichrozona cincta,Banded Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,stbant2,ebird,Myrmorchilus strigilatus,Stripe-backed Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,caaant1,ebird,Herpsilochmus sellowi,Caatinga Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,bahant1,ebird,Herpsilochmus pileatus,Bahia Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blcant2,ebird,Herpsilochmus atricapillus,Black-capped Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,crbant1,ebird,Herpsilochmus motacilloides,Creamy-bellied Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,astant1,ebird,Herpsilochmus parkeri,Ash-throated Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,sptant1,ebird,Herpsilochmus sticturus,Spot-tailed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,dugant1,ebird,Herpsilochmus dugandi,Dugand's Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,todant1,ebird,Herpsilochmus stictocephalus,Todd's Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ancant1,ebird,Herpsilochmus gentryi,Ancient Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,spbant4,ebird,Herpsilochmus dorsimaculatus,Spot-backed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rorant1,ebird,Herpsilochmus roraimae,Roraiman Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,pecant1,ebird,Herpsilochmus pectoralis,Pectoral Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,labant1,ebird,Herpsilochmus longirostris,Large-billed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,yebant2,ebird,Herpsilochmus axillaris,Yellow-breasted Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ruwant1,ebird,Herpsilochmus rufimarginatus,Rufous-winged Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,dowant1,ebird,Microrhopias quixensis,Dot-winged Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,nabant1,ebird,Formicivora iheringi,Narrow-billed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blhant4,ebird,Formicivora erythronotos,Black-hooded Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,whfant1,ebird,Formicivora grisea,White-fringed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,serant1,ebird,Formicivora serrana,Serra Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,resant1,ebird,Formicivora littoralis,Restinga Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blbant2,ebird,Formicivora melanogaster,Black-bellied Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rubant4,ebird,Formicivora rufa,Rusty-backed Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,sinant1,ebird,Formicivora grantsaui,Sincora Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,parant1,ebird,Stymphalornis acutirostris,Parana Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ferant1,ebird,Drymophila ferruginea,Ferruginous Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,berant1,ebird,Drymophila rubricollis,Bertoni's Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rutant1,ebird,Drymophila genei,Rufous-tailed Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ocrant1,ebird,Drymophila ochropyga,Ochre-rumped Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,dutant1,ebird,Drymophila malura,Dusky-tailed Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,scaant2,ebird,Drymophila squamata,Scaled Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,strant2,ebird,Drymophila devillei,Striated Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,lotant1,ebird,Drymophila caudata,Long-tailed Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,orbant1,ebird,Terenura sicki,Orange-bellied Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,stcant3,ebird,Terenura maculata,Streak-capped Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rurant1,ebird,Terenura callinota,Rufous-rumped Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,chsant1,ebird,Terenura humeralis,Chestnut-shouldered Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,yerant1,ebird,Terenura sharpei,Yellow-rumped Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,aswant1,ebird,Terenura spodioptila,Ash-winged Antwren,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,gryant2,ebird,Cercomacra cinerascens,Gray Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,rdjant1,ebird,Cercomacra brasiliana,Rio de Janeiro Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,dusant1,ebird,Cercomacra tyrannina,Dusky Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,wilant1,ebird,Cercomacra laeta,Willis's Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,parant2,ebird,Cercomacra parkeri,Parker's Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blaant3,ebird,Cercomacra nigrescens,Blackish Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blaant2,ebird,Cercomacra serva,Black Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,jetant1,ebird,Cercomacra nigricans,Jet Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ribant1,ebird,Cercomacra carbonaria,Rio Branco Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,magant1,ebird,Cercomacra melanaria,Mato Grosso Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,manant1,ebird,Cercomacra manu,Manu Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,banant1,ebird,Cercomacra ferdinandi,Bananal Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,wbfeye1,ebird,Pyriglena leuconota,White-backed Fire-eye,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,fbfeye1,ebird,Pyriglena atra,Fringe-backed Fire-eye,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,wsfeye1,ebird,Pyriglena leucoptera,White-shouldered Fire-eye,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,sleant1,ebird,Rhopornis ardesiacus,Slender Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,whbant6,ebird,Myrmoborus leucophrys,White-browed Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,asbant1,ebird,Myrmoborus lugubris,Ash-breasted Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blfant2,ebird,Myrmoborus myotherinus,Black-faced Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,bltant1,ebird,Myrmoborus melanurus,Black-tailed Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,guiwaa1,ebird,Hypocnemis cantator,Guianan Warbling-Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,imewaa1,ebird,Hypocnemis flavescens,Imeri Warbling-Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,perwaa1,ebird,Hypocnemis peruviana,Peruvian Warbling-Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,yebwaa1,ebird,Hypocnemis subflava,Yellow-breasted Warbling-Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,ronwaa1,ebird,Hypocnemis ochrogyna,Rondonia Warbling-Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,spiwaa1,ebird,Hypocnemis striata,Spix's Warbling-Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,yebant3,ebird,Hypocnemis hypoxantha,Yellow-browed Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
bird,blcant3,ebird,Hypocnemoides melanopogon,Black-chinned Antbird,Passeriformes,Thamnophilidae (Typical Antbirds)
