taxon_id, spp_id, source_id, scientific_name, common_name, order_name, family_name
bird,pospet1,ebird,Nesofregetta fuliginosa,Polynesian Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,ftspet,ebird,Oceanodroma furcata,Fork-tailed Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,rispet1,ebird,Oceanodroma hornbyi,Ringed Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,lcspet,ebird,Oceanodroma leucorhoa,Leach's Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,swspet,ebird,Oceanodroma monorhis,Swinhoe's Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,asspet,ebird,Oceanodroma homochroa,Ashy Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,barpet,ebird,Oceanodroma castro,Band-rumped Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,monstp1,ebird,Oceanodroma monteiroi,Monteiro's Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,cavstp1,ebird,Oceanodroma jabejabe,Cape Verde Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,wrspet,ebird,Oceanodroma tethys,Wedge-rumped Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,bkspet,ebird,Oceanodroma melania,Black Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,guspet,ebird,Oceanodroma macrodactyla,Guadalupe Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,maspet,ebird,Oceanodroma markhami,Markham's Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,maspet2,ebird,Oceanodroma matsudairae,Matsudaira's Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,trspet,ebird,Oceanodroma tristrami,Tristram's Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,lsspet,ebird,Oceanodroma microsoma,Least Storm-Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels)
bird,pedpet1,ebird,Pelecanoides garnotii,Peruvian Diving-Petrel,Procellariiformes,Pelecanoididae (Diving-Petrels)
bird,codpet1,ebird,Pelecanoides urinatrix,Common Diving-Petrel,Procellariiformes,Pelecanoididae (Diving-Petrels)
bird,sgdpet1,ebird,Pelecanoides georgicus,South Georgia Diving-Petrel,Procellariiformes,Pelecanoididae (Diving-Petrels)
bird,madpet1,ebird,Pelecanoides magellani,Magellanic Diving-Petrel,Procellariiformes,Pelecanoididae (Diving-Petrels)
bird,whttro,ebird,Phaethon lepturus,White-tailed Tropicbird,Phaethontiformes,Phaethontidae (Tropicbirds)
bird,rebtro,ebird,Phaethon aethereus,Red-billed Tropicbird,Phaethontiformes,Phaethontidae (Tropicbirds)
bird,rettro,ebird,Phaethon rubricauda,Red-tailed Tropicbird,Phaethontiformes,Phaethontidae (Tropicbirds)
bird,asiope1,ebird,Anastomus oscitans,Asian Openbill,Ciconiiformes,Ciconiidae (Storks)
bird,afrope1,ebird,Anastomus lamelligerus,African Openbill,Ciconiiformes,Ciconiidae (Storks)
bird,blasto1,ebird,Ciconia nigra,Black Stork,Ciconiiformes,Ciconiidae (Storks)
bird,abdsto1,ebird,Ciconia abdimii,Abdim's Stork,Ciconiiformes,Ciconiidae (Storks)
bird,wonsto1,ebird,Ciconia episcopus,Woolly-necked Stork,Ciconiiformes,Ciconiidae (Storks)
bird,stosto1,ebird,Ciconia stormi,Storm's Stork,Ciconiiformes,Ciconiidae (Storks)
bird,magsto1,ebird,Ciconia maguari,Maguari Stork,Ciconiiformes,Ciconiidae (Storks)
bird,whisto1,ebird,Ciconia ciconia,White Stork,Ciconiiformes,Ciconiidae (Storks)
bird,oristo1,ebird,Ciconia boyciana,Oriental Stork,Ciconiiformes,Ciconiidae (Storks)
bird,blnsto1,ebird,Ephippiorhynchus asiaticus,Black-necked Stork,Ciconiiformes,Ciconiidae (Storks)
bird,sabsto1,ebird,Ephippiorhynchus senegalensis,Saddle-billed Stork,Ciconiiformes,Ciconiidae (Storks)
bird,jabiru,ebird,Jabiru mycteria,Jabiru,Ciconiiformes,Ciconiidae (Storks)
bird,lesadj1,ebird,Leptoptilos javanicus,Lesser Adjutant,Ciconiiformes,Ciconiidae (Storks)
bird,marsto1,ebird,Leptoptilos crumenifer,Marabou Stork,Ciconiiformes,Ciconiidae (Storks)
bird,greadj1,ebird,Leptoptilos dubius,Greater Adjutant,Ciconiiformes,Ciconiidae (Storks)
bird,woosto,ebird,Mycteria americana,Wood Stork,Ciconiiformes,Ciconiidae (Storks)
bird,milsto1,ebird,Mycteria cinerea,Milky Stork,Ciconiiformes,Ciconiidae (Storks)
bird,yebsto1,ebird,Mycteria ibis,Yellow-billed Stork,Ciconiiformes,Ciconiidae (Storks)
bird,paisto1,ebird,Mycteria leucocephala,Painted Stork,Ciconiiformes,Ciconiidae (Storks)
bird,asifri1,ebird,Fregata aquila,Ascension Island Frigatebird,Suliformes,Fregatidae (Frigatebirds)
bird,chifri1,ebird,Fregata andrewsi,Christmas Island Frigatebird,Suliformes,Fregatidae (Frigatebirds)
bird,magfri,ebird,Fregata magnificens,Magnificent Frigatebird,Suliformes,Fregatidae (Frigatebirds)
bird,grefri,ebird,Fregata minor,Great Frigatebird,Suliformes,Fregatidae (Frigatebirds)
bird,lesfri,ebird,Fregata ariel,Lesser Frigatebird,Suliformes,Fregatidae (Frigatebirds)
bird,masboo,ebird,Sula dactylatra,Masked Booby,Suliformes,Sulidae (Boobies and Gannets)
bird,nazboo1,ebird,Sula granti,Nazca Booby,Suliformes,Sulidae (Boobies and Gannets)
bird,bfoboo,ebird,Sula nebouxii,Blue-footed Booby,Suliformes,Sulidae (Boobies and Gannets)
bird,perboo1,ebird,Sula variegata,Peruvian Booby,Suliformes,Sulidae (Boobies and Gannets)
bird,brnboo,ebird,Sula leucogaster,Brown Booby,Suliformes,Sulidae (Boobies and Gannets)
bird,refboo,ebird,Sula sula,Red-footed Booby,Suliformes,Sulidae (Boobies and Gannets)
bird,abbboo2,ebird,Papasula abbotti,Abbott's Booby,Suliformes,Sulidae (Boobies and Gannets)
bird,norgan,ebird,Morus bassanus,Northern Gannet,Suliformes,Sulidae (Boobies and Gannets)
bird,capgan1,ebird,Morus capensis,Cape Gannet,Suliformes,Sulidae (Boobies and Gannets)
bird,ausgan1,ebird,Morus serrator,Australasian Gannet,Suliformes,Sulidae (Boobies and Gannets)
bird,libcor1,ebird,Phalacrocorax sulcirostris,Little Black Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,flicor1,ebird,Phalacrocorax harrisi,Flightless Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,palcor1,ebird,Phalacrocorax perspicillatus,Pallas's Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,bracor,ebird,Phalacrocorax penicillatus,Brandt's Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,neocor,ebird,Phalacrocorax brasilianus,Neotropic Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,doccor,ebird,Phalacrocorax auritus,Double-crested Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,indcor1,ebird,Phalacrocorax fuscicollis,Indian Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,grecor,ebird,Phalacrocorax carbo,Great Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,capcor1,ebird,Phalacrocorax capensis,Cape Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,soccor1,ebird,Phalacrocorax nigrogularis,Socotra Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,bancor1,ebird,Phalacrocorax neglectus,Bank Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,japcor1,ebird,Phalacrocorax capillatus,Japanese Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,refcor,ebird,Phalacrocorax urile,Red-faced Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,pelcor,ebird,Phalacrocorax pelagicus,Pelagic Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,relcor1,ebird,Phalacrocorax gaimardi,Red-legged Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,magcor1,ebird,Phalacrocorax magellanicus,Magellan Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,guacor1,ebird,Phalacrocorax bougainvillii,Guanay Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,piecor1,ebird,Phalacrocorax varius,Pied Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,blfcor1,ebird,Phalacrocorax fuscescens,Black-faced Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,rofsha1,ebird,Phalacrocorax carunculatus,Rough-faced Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,brosha1,ebird,Phalacrocorax chalconotus,Bronze Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,chisha1,ebird,Phalacrocorax onslowi,Chatham Islands Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,auisha1,ebird,Phalacrocorax colensoi,Auckland Islands Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,caisha2,ebird,Phalacrocorax campbelli,Campbell Islands Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,boisha1,ebird,Phalacrocorax ranfurlyi,Bounty Islands Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,antsha1,ebird,Phalacrocorax bransfieldensis,Antarctic Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,sogsha1,ebird,Phalacrocorax georgianus,South Georgia Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,impcor1,ebird,Phalacrocorax atriceps,Imperial Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,heisha1,ebird,Phalacrocorax nivalis,Heard Island Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,crosha1,ebird,Phalacrocorax melanogenis,Crozet Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,kersha1,ebird,Phalacrocorax verrucosus,Kerguelen Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,macsha1,ebird,Phalacrocorax purpurascens,Macquarie Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,eursha1,ebird,Phalacrocorax aristotelis,European Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,sposha1,ebird,Phalacrocorax punctatus,Spotted Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,piisha1,ebird,Phalacrocorax featherstoni,Pitt Island Shag,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,lipcor1,ebird,Phalacrocorax melanoleucos,Little Pied Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,lotcor1,ebird,Phalacrocorax africanus,Long-tailed Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,crocor1,ebird,Phalacrocorax coronatus,Crowned Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,litcor1,ebird,Phalacrocorax niger,Little Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,pygcor2,ebird,Phalacrocorax pygmaeus,Pygmy Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags)
bird,anhing,ebird,Anhinga anhinga,Anhinga,Suliformes,Anhingidae (Anhingas)
bird,darter3,ebird,Anhinga rufa,African Darter,Suliformes,Anhingidae (Anhingas)
bird,darter2,ebird,Anhinga melanogaster,Oriental Darter,Suliformes,Anhingidae (Anhingas)
bird,darter4,ebird,Anhinga novaehollandiae,Australasian Darter,Suliformes,Anhingidae (Anhingas)
bird,grwpel1,ebird,Pelecanus onocrotalus,Great White Pelican,Pelecaniformes,Pelecanidae (Pelicans)
bird,pibpel1,ebird,Pelecanus rufescens,Pink-backed Pelican,Pelecaniformes,Pelecanidae (Pelicans)
bird,spbpel1,ebird,Pelecanus philippensis,Spot-billed Pelican,Pelecaniformes,Pelecanidae (Pelicans)
bird,dalpel1,ebird,Pelecanus crispus,Dalmatian Pelican,Pelecaniformes,Pelecanidae (Pelicans)
bird,auspel1,ebird,Pelecanus conspicillatus,Australian Pelican,Pelecaniformes,Pelecanidae (Pelicans)
bird,amwpel,ebird,Pelecanus erythrorhynchos,American White Pelican,Pelecaniformes,Pelecanidae (Pelicans)
bird,brnpel,ebird,Pelecanus occidentalis,Brown Pelican,Pelecaniformes,Pelecanidae (Pelicans)
bird,perpel1,ebird,Pelecanus thagus,Peruvian Pelican,Pelecaniformes,Pelecanidae (Pelicans)
bird,shoebi1,ebird,Balaeniceps rex,Shoebill,Pelecaniformes,Balaenicipitidae (Shoebill)
bird,hamerk1,ebird,Scopus umbretta,Hamerkop,Pelecaniformes,Scopidae (Hamerkop)
bird,pinbit1,ebird,Botaurus pinnatus,Pinnated Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,amebit,ebird,Botaurus lentiginosus,American Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,grebit1,ebird,Botaurus stellaris,Great Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,ausbit1,ebird,Botaurus poiciloptilus,Australasian Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,zigher1,ebird,Zebrilus undulatus,Zigzag Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,yelbit,ebird,Ixobrychus sinensis,Yellow Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,litbit1,ebird,Ixobrychus minutus,Little Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,bkbbit1,ebird,Ixobrychus dubius,Black-backed Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,nezbit1,ebird,Ixobrychus novaezelandiae,New Zealand Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,schbit1,ebird,Ixobrychus eurhythmus,Schrenck's Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,cinbit1,ebird,Ixobrychus cinnamomeus,Cinnamon Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,dwabit1,ebird,Ixobrychus sturmii,Dwarf Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,blabit1,ebird,Ixobrychus flavicollis,Black Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,leabit,ebird,Ixobrychus exilis,Least Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,stbbit1,ebird,Ixobrychus involucris,Stripe-backed Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,ruther1,ebird,Tigrisoma lineatum,Rufescent Tiger-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,father1,ebird,Tigrisoma fasciatum,Fasciated Tiger-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,btther1,ebird,Tigrisoma mexicanum,Bare-throated Tiger-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,forbit1,ebird,Zonerodius heliosylus,Forest Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,whcbit1,ebird,Tigriornis leucolopha,White-crested Bittern,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,grbher3,ebird,Ardea herodias,Great Blue Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,graher1,ebird,Ardea cinerea,Gray Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,cocher1,ebird,Ardea cocoi,Cocoi Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,pacher1,ebird,Ardea pacifica,Pacific Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,blhher1,ebird,Ardea melanocephala,Black-headed Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,humher1,ebird,Ardea humbloti,Humblot's Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,whbher2,ebird,Ardea insignis,White-bellied Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,grbher2,ebird,Ardea sumatrana,Great-billed Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,golher1,ebird,Ardea goliath,Goliath Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,purher1,ebird,Ardea purpurea,Purple Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,greegr,ebird,Ardea alba,Great Egret,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,integr,ebird,Mesophoyx intermedia,Intermediate Egret,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,whfher1,ebird,Egretta novaehollandiae,White-faced Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,chiegr,ebird,Egretta eulophotes,Chinese Egret,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,litegr,ebird,Egretta garzetta,Little Egret,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,werher,ebird,Egretta gularis,Western Reef-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,pacreh1,ebird,Egretta sacra,Pacific Reef-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,snoegr,ebird,Egretta thula,Snowy Egret,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,libher,ebird,Egretta caerulea,Little Blue Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,triher,ebird,Egretta tricolor,Tricolored Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,redegr,ebird,Egretta rufescens,Reddish Egret,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,pieher2,ebird,Egretta picata,Pied Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,slaegr1,ebird,Egretta vinaceigula,Slaty Egret,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,blaher1,ebird,Egretta ardesiaca,Black Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,categr,ebird,Bubulcus ibis,Cattle Egret,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,squher1,ebird,Ardeola ralloides,Squacco Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,inpher1,ebird,Ardeola grayii,Indian Pond-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,chpher1,ebird,Ardeola bacchus,Chinese Pond-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,japher1,ebird,Ardeola speciosa,Javan Pond-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,mapher1,ebird,Ardeola idae,Madagascar Pond-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,rubher2,ebird,Ardeola rufiventris,Rufous-bellied Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,grnher,ebird,Butorides virescens,Green Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,strher,ebird,Butorides striata,Striated Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,agaher1,ebird,Agamia agami,Agami Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,whiher1,ebird,Syrigma sibilatrix,Whistling Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,capher1,ebird,Pilherodius pileatus,Capped Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,bcnher,ebird,Nycticorax nycticorax,Black-crowned Night-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,runher1,ebird,Nycticorax caledonicus,Rufous Night-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,ycnher,ebird,Nyctanassa violacea,Yellow-crowned Night-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,wbnher1,ebird,Gorsachius leuconotus,White-backed Night-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,wenher1,ebird,Gorsachius magnificus,White-eared Night-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,janher1,ebird,Gorsachius goisagi,Japanese Night-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,manher1,ebird,Gorsachius melanolophus,Malayan Night-Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,bobher1,ebird,Cochlearius cochlearius,Boat-billed Heron,Pelecaniformes,Ardeidae (Herons, Egrets, and Bitterns)
bird,whiibi,ebird,Eudocimus albus,White Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,scaibi,ebird,Eudocimus ruber,Scarlet Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,gloibi,ebird,Plegadis falcinellus,Glossy Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,whfibi,ebird,Plegadis chihi,White-faced Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,punibi1,ebird,Plegadis ridgwayi,Puna Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,madibi1,ebird,Lophotibis cristata,Madagascar Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,shtibi1,ebird,Cercibis oxycerca,Sharp-tailed Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,greibi1,ebird,Mesembrinibis cayennensis,Green Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,bafibi1,ebird,Phimosus infuscatus,Bare-faced Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,pluibi1,ebird,Theristicus caerulescens,Plumbeous Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,bunibi1,ebird,Theristicus caudatus,Buff-necked Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,blfibi1,ebird,Theristicus melanopis,Black-faced Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,sacibi1,ebird,Threskiornis aethiopicus,Sacred Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,blhibi1,ebird,Threskiornis melanocephalus,Black-headed Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,ausibi1,ebird,Threskiornis moluccus,Australian Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,stnibi1,ebird,Threskiornis spinicollis,Straw-necked Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,renibi1,ebird,Pseudibis papillosa,Red-naped Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,whsibi1,ebird,Pseudibis davisoni,White-shouldered Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,giaibi1,ebird,Pseudibis gigantea,Giant Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,waldra1,ebird,Geronticus eremita,Waldrapp,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,balibi1,ebird,Geronticus calvus,Bald Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,creibi1,ebird,Nipponia nippon,Crested Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,oliibi1,ebird,Bostrychia olivacea,Olive Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,spbibi1,ebird,Bostrychia rara,Spot-breasted Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,hadibi1,ebird,Bostrychia hagedash,Hadada Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,watibi1,ebird,Bostrychia carunculata,Wattled Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,eurspo1,ebird,Platalea leucorodia,Eurasian Spoonbill,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,royspo1,ebird,Platalea regia,Royal Spoonbill,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,afrspo1,ebird,Platalea alba,African Spoonbill,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,blfspo1,ebird,Platalea minor,Black-faced Spoonbill,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,yebspo1,ebird,Platalea flavipes,Yellow-billed Spoonbill,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,rosspo1,ebird,Platalea ajaja,Roseate Spoonbill,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills)
bird,blkvul,ebird,Coragyps atratus,Black Vulture,Accipitriformes,Cathartidae (New World Vultures)
bird,turvul,ebird,Cathartes aura,Turkey Vulture,Accipitriformes,Cathartidae (New World Vultures)
bird,lyhvul1,ebird,Cathartes burrovianus,Lesser Yellow-headed Vulture,Accipitriformes,Cathartidae (New World Vultures)
bird,gyhvul1,ebird,Cathartes melambrotus,Greater Yellow-headed Vulture,Accipitriformes,Cathartidae (New World Vultures)
bird,calcon,ebird,Gymnogyps californianus,California Condor,Accipitriformes,Cathartidae (New World Vultures)
bird,andcon1,ebird,Vultur gryphus,Andean Condor,Accipitriformes,Cathartidae (New World Vultures)
bird,kinvul1,ebird,Sarcoramphus papa,King Vulture,Accipitriformes,Cathartidae (New World Vultures)
bird,secret2,ebird,Sagittarius serpentarius,Secretary-bird,Accipitriformes,Sagittariidae (Secretary-bird)
bird,osprey,ebird,Pandion haliaetus,Osprey,Accipitriformes,Pandionidae (Osprey)
bird,peakit1,ebird,Gampsonyx swainsonii,Pearl Kite,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,bkskit1,ebird,Elanus caeruleus,Black-shouldered Kite,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,auskit1,ebird,Elanus axillaris,Australian Kite,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,whtkit,ebird,Elanus leucurus,White-tailed Kite,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,lewkit1,ebird,Elanus scriptus,Letter-winged Kite,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,sctkit1,ebird,Chelictinia riocourii,Scissor-tailed Kite,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,afhhaw1,ebird,Polyboroides typus,African Harrier-Hawk,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,mahhaw1,ebird,Polyboroides radiatus,Madagascar Harrier-Hawk,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,panvul1,ebird,Gypohierax angolensis,Palm-nut Vulture,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,maseag1,ebird,Eutriorchis astur,Madagascar Serpent-Eagle,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
bird,lammer1,ebird,Gypaetus barbatus,Lammergeier,Accipitriformes,Accipitridae (Hawks, Eagles, and Kites)
