site,genus,sp,subsp,common_name,source
OSBS,Gavia,immer,,Common loon,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Podilymbus,podiceps,,Pied-billed grebe,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Podiceps,auritus,,Horned grebe,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Phalacrocorax,auritus,,Double-crested cormorant,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Anhinga,anhinga,,Anhinga,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Ardea,herodias,,Great blue heron,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Bubulcus,ibis,,Cattle egret,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Casmerodius,albus,,Great egret,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Egretta,thula,,Snowy egret,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Egretta,caerulea,,Little blue heron,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Egretta,tricolor,,Tricolor heron,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Butorides,striatus,,Green-backed heron,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Ajaia,ajaja,,Roseate spoonbill,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Eudocimus,albus,,White ibis,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Plegadis,falcinellus,,Glossy ibis,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Mycteria,americana,,Wood stork,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Branta,canadensis,,Canada goose,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Aix,sponsa,,Wood duck,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Anas,platyrhynchos,,Mallard,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Anas,discors,,Blue-winged teal,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Anas,crecca,,Green-winged teal,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Aythya,collaris,,Ring-neck duck,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Aythya,affinis,,Lesser scaup,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Bucephala,clangula,,Common goldeneye,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Bucephala,aveola,,Bufflehead,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Lophodytes,cucullatus,,Hooded merganser,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Oxyura,jamaicensis,,Rudy duck,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Coragyps,atratus,,Black vulture,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Cathartes,aura,,Turkey vulture,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Pandion,haliaetus,,Osprey,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Elanoides,forficatus,,American swallow-tailed kite,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Haliaeetus,leucocephalus,,Bald eagle,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Circus,cyaneus,,Northern harrier (or marsh hawk),http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Accipiter,striatus,,Sharp-shinned hawk,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Accipiter,cooperii,,Cooper's hawk,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Buteo,lineatus,,Red-shouldered hawk,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Buteo,jamaicensis,,Red-tailed hawk,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Falco,sparverius,,American kestrel,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Falco,columbarius,,Merlin (or pigeon hawk),http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Meleagris,gallopavo,,Wild turkey,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Colinus,virginianus,,Northern bobwhite,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Rallus,elegans,,King rail,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Rallus,limicola,,Virginia rail,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Porphyrula,martinica,,Purple gallinule,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Gallinula,chloropus,,Common moorhen,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Fulica,americana,,American coot,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Grus,canadensis,,Sandhill crane,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Charadrius,vociferus,,Killdeer,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Tringa,melanoleuca,,Greater yellowlegs,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Tringa,flavipes,,Lesser yellowlegs,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Gallinago,gallinago,,Common snipe,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Scolopax,minor,,American woodcock,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Calidris,minutilla,,Least sandpiper,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Larus,delawarensis,,Ring-billed gull,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Sterna,forsteri,,Forster's tern,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Columba,livia,,Rock dove (common pigeon),http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Zenaida,macroura,,Mourning dove,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Columbina,passerina,,Common ground dove,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Coccyzus,americanus,,Yellow-billed cuckoo,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Otus,asio,,Eastern screech owl,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Bubo,virginianus,,Great horned owl,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Strix,varia,,Barred owl,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Chordeiles,minor,,Common nighthawk,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Caprimulgus,carolinensis,,Chuck will's widow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Chaetura,pelagica,,Chimney swift,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Archilochus,colubris,,Ruby-throated hummingbird,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Ceryle,alcyon,,Belted kingfisher,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Melanerpes,erythrocephalus,,Red-headed woodpecker,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Melanerpes,carolinus,,Red-bellied woodpecker,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Sphyrapicus,varius,,Yellow-bellied sapsucker,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Picoides,pubescens,,Downy woodpecker,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Picoides,villosus,,Hairy woodpecker,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Colaptes,auratus,,Northern flicker,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dryocopus,pileatus,,Pileated woodpecker,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Sayornis,phoebe,,Eastern phoebe,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Myiarchus,crinitus,,Great crested flycatcher,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Tyrannus,tyrannus,,Eastern kingbird,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Progne,subis,,Purple martin,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Tachycineta,bicolor,,Tree swallow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Hirundo,rustica,,Barn swallow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Cyanocitta,cristata,,Blue jay,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Aphelocoma,coerulescens,,Florida scrub jay,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Corvus,brachyrhynchos,,American crow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Corvus,ossifragus,,Fish crow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Parus,carolinensis,,Carolina chickadee,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Parus,bicolor,,Tufted titmouse,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Certhia,americana,,Brown creeper,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Thryothorus,ludovicianus,,Carolina wren,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Troglodytes,aedon,,House wren,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Cistothorus,platensis,,Sedge wren (or short-billed marsh wren),http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Cistothorus,palustris,,Marsh wren (or long-billed marsh wren),http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Regulus,satrapa,,Golden-crowned kinglet,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Regulus,calendula,,Ruby-crowned kinglet,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Polioptila,caerulea,,Blue-gray gnatcatcher.,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Sialia,sialis,,Eastern bluebird,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Catharus,fuscescens,,Veery,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Catharus,guttatus,,Hermit thrush,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Turdus,migratorius,,American robin,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Anthus,rubescens,,American pipit,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dumetella,carolinensis,,Gray catbird,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Mimus,polyglottos,,Northern mockingbird,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Toxostoma,rufum,,Brown thrasher,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Bombycilla,cedrorum,,Cedar waxwing,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Lanius,ludovicianus,,Loggerhead shrike,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Sturnus,vulgaris,,European starling,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Vireo,griseus,,White-eyed vireo,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Vireo,solitarius,,Solitary vireo,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Vireo,flavifrons,,Yellow-throated vireo,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Vireo,olivaceus,,Red-eyed vireo,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Vermivora,celata,,Orange-crowned warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Parula,americana,,Northern parula warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dendroica,tigerina,,Cape may warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dendroica,caerulescens,,Black-throated blue warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dendroica,coronata,,Yellow-rumped warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dendroica,virens,,Black-throated green warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dendroica,dominica,,Yellow-throated warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dendroica,pinus,,Pine warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dendroica,discolor,,Prairie warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dendroica,palmarum,,Palm warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Dendroica,striata,,Blackpoll,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Minotilta,varia,,Black-and-white warbler,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Setophaga,ruticilla,,American redstart,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Seiurus,aurocapillus,,Ovenbird,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Seiurus,motacilla,,Louisiana waterthrush,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Geothlypis,trichas,,Common yellowthroat,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Icteria,virens,,Yellow-breasted chat,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Piranga,rubra,,Summer tanager,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Cardinalis,cardinalis,,Northern cardinal,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Guiraca,caerulea,,Blue grosbeak,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Passerina,cyanea,,Indigo bunting,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Pipilo,erythrophthalmus,,Rufous-sided towhee,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Aimophila,aestivalis,,Bachman's sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Spizella,passerina,,Chipping sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Spizella,pusilla,,Field sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Pooecetes,gramineus,,Vesper sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Passerculus,sandwichensis,,Savannah sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Ammodramus,savannarum,,Savannah sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Ammodramus,henslowii,,Henslow's sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Ammodramus,leconteii,,Leconte's sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Melospiza,melodia,,Song sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Melospiza,georgiana,,Swamp sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Zonotrichia,albicollis,,White-throated sparrow,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Agelaius,phoeniceus,,Red-winged blackbird,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Sturnella,magna,,Eastern meadowlark,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Quiscalus,major,,Boat-tailed grackle,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Quiscalus,quiscula,,Common grackle,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Molothrus,ater,,Brown-headed cowbird,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Icterus,galbula,,Northern oriole,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
OSBS,Carduelis,tristis,,American goldfinch,http://www.mendeley.com/c/4959343262/g/2058663/annotated-avian-species-list-of-the-ordway-swisher-biological-station/
JERC,Picoides,borealis,,red-cockaded woodpecker,http://www.mendeley.com/c/4971280602/g/2058663/jerc-2012-jercpublications2003present/
JERC,Colinus,virginianus,,Northern bobwhite,http://www.mendeley.com/c/4971280602/g/2058663/jerc-2012-jercpublications2003present/
JERC,Meleagris,gallopavo,silvestris,Eastern wild tukey,http://www.mendeley.com/c/4971280602/g/2058663/jerc-2012-jercpublications2003present/
JERC,Aimophila,aestivalis,,Bachman's sparrow,http://www.mendeley.com/c/4971280602/g/2058663/jerc-2012-jercpublications2003present/
