site,genus,sp,subsp,common_name,source
JERC,Siren,lacertina,,greater siren,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Acris,gryllus,,Southern cricket frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Bufo,terrestris,,Southern toad,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Gastrophryne,carolinensis,,Eastern narrow-mouthed toad,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Hyla,chrysoscelis,,Cope's gray tree frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Hyla,cinerea,,green treefrog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Hyla,femoralis,,pinewoods treefrog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Hyla,gratiosa,,barking treefrog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Hyla,squirella,,squirrel tree frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Pseudacris,crucifer,,spring peeper,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Pseudacris,feriarum,,upland chorus frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Pseudacris,nigrita,,Southern chorus frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Pseudacris,ocularis,,little grass frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Pseudacris,ornata,,ornate chorus frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Rana,capito,,gopher frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Rana,catesbeiana,,bull frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Rana,grylio,,pig frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Rana,sphenocephala,,Southern leopard frog,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
JERC,Scaphiopus,holbrooki,,Eastern spadefoot toad,http://www.mendeley.com/c/4974603702/g/2058663/smith-2006-the-vertebrate-fauna-of-ichauway-baker-county-ga/
BART,Desmognathus,fuscus,,dusky salamander,http://www.mendeley.com/c/4981706182/g/2058663/degraaf-2002-effects-of-edge-contrast-on-redback-salamander-distribution-in-even-aged-northern-hardwoods/
BART,Eurycea,bislineata,,two-lined salamander,http://www.mendeley.com/c/4981706182/g/2058663/degraaf-2002-effects-of-edge-contrast-on-redback-salamander-distribution-in-even-aged-northern-hardwoods/
BART,Gyrinophilus,porphyriticus,,spring salamander,http://www.mendeley.com/c/4981706182/g/2058663/degraaf-2002-effects-of-edge-contrast-on-redback-salamander-distribution-in-even-aged-northern-hardwoods/
BART,Thamnophis,sirtalis,,garter snake,http://www.mendeley.com/c/4981706182/g/2058663/degraaf-2002-effects-of-edge-contrast-on-redback-salamander-distribution-in-even-aged-northern-hardwoods/
BART,Plethodon,cinereus,,redback salamander,http://www.mendeley.com/c/4981706182/g/2058663/degraaf-2002-effects-of-edge-contrast-on-redback-salamander-distribution-in-even-aged-northern-hardwoods/
BART,Ambystoma,maculatum,,spotted salamander,http://www.mendeley.com/research//c/4981987782/g/2058663/forest-no-title//
OSBS,Pseudobranchus,striatus,axanthus,Narrow-striped dwarf siren,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Siren,lacertina,,Greater siren,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Siren,intermedia,,Lesser siren,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Notophthalmus,perstriatus,,Striped newt,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Notophthalmus,viridescens,piaropicola,Peninsula newt,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Eurycea,quadridigitata,,Dwarf salamander,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Plethodon,grobmani,,Florida slimy salamander,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Amphiuma,means,,Two-toed amphiuma,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Scaphiopus,holbrooki,holbrooki,Eastern spadefoot,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Eleutherodactylus,planirostris,planirostris,Greenhouse frog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Bufo,quercicus,,Oak toad,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Bufo,terrestris,,Southern toad,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Acris,gryllus,dorsalis,Florida cricket frog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Hyla,chrysoscelis,,Cope's gray treefrog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Hyla,cinerea,,Green treefrog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Hyla,crucifer,bartramiana,Southern spring peeper,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Hyla,gratiosa,,Barking treefrog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Hyla,femoralis,,Pine woods treefrog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Hyla,squirella,,Squirrel treefrog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Limnaoedus,ocularis,,Little grass frog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Gastrophryne,carolinensis,,Eastern narrow-mouthed toad,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Rana,areolata,aesopus,Florida gopher frog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
OSBS,Rana,catesbeiana,,Bullfrog,http://www.mendeley.com/c/4959343062/g/2058663/annotated-amphibians-species-list-of-the-ordway-swisher-biological-station/
