site,genus,sp,subsp,common_name,source
OSBS,Anopheles,perplexens,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Anopheles,punctipennis,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Anopheles,quadrimaculatus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Anopheles,smaragdinus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Anopheles,walkeri,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Coquillettidia,perturbans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Culex,erraticus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Culex,nigripalpus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Culex,peccator,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Culex,quinquefasciatus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Culex,restuans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Culex,salinarius,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Culex,territans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Culiseta,inornata,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Culiseta,melanura,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Mansonia,dyari,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Mansonia,titillans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Orthopidomyia,signifera,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Psorophora,ciliata,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Psorophora,columbiae,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Psorophora,cyanescens,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Psorophora,ferox,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Psorophora,horrida,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Psorophora,howardii,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Toxorhynchites,rutilus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Uranotaenia,lowii,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
OSBS,Uranotaenia,sapphirina,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Aedes,Aegypti,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Aedes ,albopictus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Aedes,atlanticus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Aedes,infirmatus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Aedes,mithcellae,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Aedes,sollicitans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Aedes,taeniorhynchus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Aedes,Triseriatus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Aedes,vexans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Anopheles,atropos,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Anopheles,crucians,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Anopheles,quadrimaculatus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Anopheles,walkeri,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Coquillettidia,perturbans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Culex,erraticus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Culex,nigripalpus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Culex,pilosus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Culex,quinquefasciatus,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Culex,restuans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Culex,salinarius,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Culex,territans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
