source,Kingdom,Subkingdom,superdivision,Phylum,subdivision,Superclass,Class,Order,Suborder,Infraorder,Family,Subfamily,Genus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Uropeltidae,,Teretrurus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Uropeltidae,,Uropeltis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Azemiopinae,Azemiops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Causinae,Causus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Agkistrodon
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Atropoides
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Bothriechis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Bothriopsis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Bothrops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Calloselasma
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Cerrophidion
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Crotalus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Deinagkistrodon
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Gloydius
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Hypnale
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Lachesis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Ophryacus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Ovophis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Porthidium
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Sistrurus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Trimeresurus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Crotalinae,Tropidolaemus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Adenorhinos
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Atheris
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Bitis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Cerastes
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Daboia
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Echis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Eristicophis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Macrovipera
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Montatheris
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Proatheris
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Pseudocerastes
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Viperidae,Viperinae,Vipera
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Alethinophidia ,Xenopeltidae,,Xenopeltis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Anomalepididae,,Anomalepis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Anomalepididae,,Helminthophis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Anomalepididae,,Liotyphlops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Anomalepididae,,Typhlophis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Leptotyphlopidae,,Leptotyphlops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Leptotyphlopidae,,Rhinoleptus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Typhlopidae,,Acutotyphlops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Typhlopidae,,Cyclotyphlops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Typhlopidae,,Ramphotyphlops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Typhlopidae,,Rhinotyphlops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Typhlopidae,,Typhlops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Squamata,  Serpentes ,  Scolecophidia ,Typhlopidae,,Xenotyphlops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Annamemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Batagur
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Callagur
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Chinemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Cuora
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Cyclemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Geoclemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Geoemyda
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Hardella
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Heosemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Hieremys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Kachuga
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Malayemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Mauremys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Melanochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Morenia
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Notochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Ocadia
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Orlitia
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Pyxidea
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Rhinoclemmys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Sacalia
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Bataguridae,,Siebenrockiella
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Carettochelyidae,,Carettochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Acanthochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Chelodina
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Chelus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Elseya
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Emydura
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Hydromedusa
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Phrynops
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Platemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Pseudemydura
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelidae,,Rheodytes
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Cheloniidae,,Caretta
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Cheloniidae,,Chelonia
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Cheloniidae,,Eretmochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Cheloniidae,,Lepidochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Cheloniidae,,Natator
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelydridae,,Chelydra
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Chelydridae,,Macrochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Dermatemydidae,,Dermatemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Dermochelyidae,,Dermochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Actinemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Chrysemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Clemmys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Deirochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Emydoidea
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Emys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Glyptemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Graptemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Malaclemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Pseudemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Terrapene
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Emydidae,,Trachemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Kinosternidae,Kinosterninae,Kinosternon
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Kinosternidae,Kinosterninae,Sternotherus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Kinosternidae,Staurotypinae,Claudius
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Kinosternidae,Staurotypinae,Staurotypus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Pelomedusidae,,Erymnochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Pelomedusidae,,Pelomedusa
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Pelomedusidae,,Peltocephalus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Pelomedusidae,,Pelusios
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Pelomedusidae,,Podocnemis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Platysternidae,,Platysternon
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Aldabrachelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Chersina
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Geochelone
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Gopherus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Homopus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Indotestudo
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Kinixys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Malacochersus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Manouria
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Psammobates
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Pyxis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Testudinidae,,Testudo
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Amyda
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Apalone
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Aspideretes
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Chitra
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Cyclanorbis
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Cycloderma
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Dogania
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Lissemys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Nilssonia
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Palea
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Pelochelys
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Pelodiscus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Rafetus
ITIS_2014_dl,Animalia,Bilateria,Deuterostomia,Chordata,Vertebrata,  Tetrapoda ,Reptilia,Testudines,,,Trionychidae,,Trionyx
